uri,postcode,ward_uri,ward_name,centroid,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21LU,BA2 1LU,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.373055, -2.394736)",27,453,15,1,83
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25NB,BA2 5NB,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.366958, -2.364417)",18,252,17,1,5
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17WX,BA1 7WX,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10JE,BA1 0JE,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20BY,BA2 0BY,http://data.ordnancesurvey.co.uk/id/7000000000025532,Farmborough,"(51.347823, -2.483629)",8,127,16,1,40
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15PD,BA1 5PD,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.390895, -2.358399)",36,488,6,1,94
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10SN,BA1 0SN,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.382046, -2.358789)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23NL,BA2 3NL,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.375889, -2.375062)",31,348,14,1,63
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13HG,BA1 3HG,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.38404, -2.39302)",29,324,8,1,15
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17HD,BA1 7HD,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.412363, -2.319686)",1,40,10,1,23
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20AA,BA2 0AA,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.336639, -2.481028)",14,456,16,1,88
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15RX,BA1 5RX,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.395108, -2.371267)",21,235,7,1,1
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11UJ,BA1 1UJ,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378948, -2.360274)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14DY,BA1 4DY,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.396288, -2.395209)",20,545,5,1,108
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20PH,BA2 0PH,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.323184, -2.445468)",9,62,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17NS,BA1 7NS,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.406007, -2.319124)",1,35,10,1,23
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15DF,BA1 5DF,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.389837, -2.357485)",35,15,7,1,22
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12PU,BA1 2PU,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.38765, -2.366809)",34,200,9,1,115
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16EH,BA1 6EH,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.394976, -2.353012)",36,484,6,1,93
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24SN,BA2 4SN,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.371324, -2.362957)",18,255,17,1,3
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12BB,BA1 2BB,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.382843, -2.368423)",34,210,9,1,115
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21QA,BA2 1QA,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.375403, -2.397012)",28,472,11,1,89
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11DS,BA1 1DS,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.383927, -2.361204)",35,11,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA19BX,BA1 9BX,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.422181, -2.391032)",1,47,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24HN,BA2 4HN,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.379631, -2.351428)",33,562,12,1,111
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25HY,BA2 5HY,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.359089, -2.350251)",19,118,18,1,38
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11PS,BA1 1PS,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.379548, -2.358094)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22QW,BA2 2QW,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.364471, -2.391329)",30,340,19,1,62
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22BX,BA2 2BX,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.368828, -2.370393)",18,257,17,1,5
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20EP,BA2 0EP,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.322683, -2.481241)",14,462,16,1,87
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11US,BA1 1US,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.380267, -2.364163)",34,196,9,1,55
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21AR,BA2 1AR,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.373434, -2.386292)",32,537,13,1,104
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12RQ,BA1 2RQ,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.387277, -2.36225)",35,22,7,1,22
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23EW,BA2 3EW,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.381925, -2.37708)",32,538,13,1,103
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21DU,BA2 1DU,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.379637, -2.392048)",28,466,11,1,92
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA18AU,BA1 8AU,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.412699, -2.358785)",1,47,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10NG,BA1 0NG,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12AQ,BA1 2AQ,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.38166, -2.364333)",34,194,9,1,55
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17JE,BA1 7JE,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.401407, -2.330751)",23,216,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21RU,BA2 1RU,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.379666, -2.407451)",28,481,11,1,91
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10RA,BA1 0RA,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21LA,BA2 1LA,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.369717, -2.398112)",27,444,15,1,84
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21AX,BA2 1AX,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.374667, -2.385799)",32,532,13,1,101
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26AE,BA2 6AE,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.374954, -2.346062)",33,558,12,1,110
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23PG,BA2 3PG,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.37743, -2.376928)",31,347,14,1,63
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24JF,BA2 4JF,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.379296, -2.349241)",22,76,12,1,30
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16DP,BA1 6DP,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.393932, -2.353061)",36,494,6,1,93
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11SF,BA1 1SF,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.381003, -2.361741)",35,10,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16QR,BA1 6QR,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.39743, -2.350228)",23,227,4,1,57
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21HR,BA2 1HR,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.374122, -2.387519)",27,438,15,1,85
http://data.ordnancesurvey.co.uk/id/postcodeunit/BS408YR,BS40 8YR,http://data.ordnancesurvey.co.uk/id/7000000000025512,Chew Valley South,"(51.334515, -2.682487)",4,88,21,1,32
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25RT,BA2 5RT,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.357736, -2.369054)",18,263,17,1,4
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24AT,BA2 4AT,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.382785, -2.358335)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22AY,BA2 2AY,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.365005, -2.373795)",18,259,17,1,4
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22SF,BA2 2SF,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.35592, -2.382955)",30,333,19,1,60
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22UN,BA2 2UN,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.357069, -2.375253)",18,262,17,1,4
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11NN,BA1 1NN,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.380769, -2.35898)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA18AL,BA1 8AL,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.423623, -2.364839)",1,51,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23AB,BA2 3AB,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.372898, -2.368659)",18,250,17,1,5
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17PT,BA1 7PT,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.40505, -2.310635)",1,38,10,1,24
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12TB,BA1 2TB,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.389828, -2.368867)",34,198,9,1,115
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15JJ,BA1 5JJ,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.39171, -2.359526)",21,239,7,1,59
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24RF,BA2 4RF,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.373359, -2.364741)",18,265,17,1,3
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21QX,BA2 1QX,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.376497, -2.4058)",28,475,11,1,90
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12UB,BA1 2UB,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.390601, -2.369204)",21,244,7,1,2
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11EQ,BA1 1EQ,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.381336, -2.361413)",35,10,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17TQ,BA1 7TQ,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.399535, -2.298063)",1,44,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17AR,BA1 7AR,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.401619, -2.341275)",23,217,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14DF,BA1 4DF,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.39668, -2.391216)",20,544,5,1,108
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20HJ,BA2 0HJ,http://data.ordnancesurvey.co.uk/id/7000000000025532,Farmborough,"(51.334619, -2.509946)",8,126,16,1,40
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25PX,BA2 5PX,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.364209, -2.360761)",19,111,18,1,39
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23HT,BA2 3HT,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.376361, -2.373931)",33,565,12,1,112
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20LY,BA2 0LY,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.326129, -2.476397)",14,461,16,1,87
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22DA,BA2 2DA,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.367819, -2.373675)",31,344,14,1,65
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14EX,BA1 4EX,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.39872, -2.388862)",20,553,5,1,106
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22LJ,BA2 2LJ,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.365814, -2.390321)",30,340,19,1,62
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21DQ,BA2 1DQ,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.380789, -2.39713)",28,482,11,1,92
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11HQ,BA1 1HQ,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.382259, -2.362728)",34,193,9,1,55
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17SL,BA1 7SL,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.400812, -2.304742)",1,42,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22JF,BA2 2JF,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.374063, -2.378122)",31,350,14,1,64
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13EG,BA1 3EG,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.383055, -2.394549)",29,323,8,1,17
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17JX,BA1 7JX,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.410975, -2.314198)",1,37,10,1,23
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12RH,BA1 2RH,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.387915, -2.362385)",21,249,7,1,2
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21NW,BA2 1NW,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.375815, -2.397561)",28,472,11,1,89
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25PF,BA2 5PF,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.36114, -2.358855)",19,120,18,1,36
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15TN,BA1 5TN,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.396099, -2.364979)",21,234,7,1,1
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16DZ,BA1 6DZ,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.391574, -2.356895)",36,488,6,1,94
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20EB,BA2 0EB,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.333947, -2.438582)",9,66,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12AX,BA1 2AX,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.383301, -2.368542)",34,210,9,1,115
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24BR,BA2 4BR,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.384477, -2.354885)",35,8,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12JQ,BA1 2JQ,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.383311, -2.36265)",35,11,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23BH,BA2 3BH,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.378429, -2.368071)",33,561,12,1,109
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25AF,BA2 5AF,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.370007, -2.346427)",33,575,12,1,110
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17PX,BA1 7PX,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.406564, -2.306031)",1,41,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24AN,BA2 4AN,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.382525, -2.35806)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23AA,BA2 3AA,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.373171, -2.370198)",18,250,17,1,5
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13JE,BA1 3JE,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.383386, -2.39767)",29,323,8,1,17
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17EF,BA1 7EF,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.409918, -2.322415)",1,40,10,1,23
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11NF,BA1 1NF,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.381746, -2.359692)",35,10,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13LN,BA1 3LN,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.385982, -2.395608)",29,322,8,1,17
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11RR,BA1 1RR,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.382356, -2.360401)",35,11,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26BZ,BA2 6BZ,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.381492, -2.348655)",22,75,12,1,30
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20JH,BA2 0JH,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.32764, -2.474073)",14,457,16,1,88
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12TT,BA1 2TT,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.388996, -2.367582)",34,198,9,1,115
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16HE,BA1 6HE,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.395576, -2.35661)",23,213,4,1,57
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14LW,BA1 4LW,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.405161, -2.398692)",20,554,5,1,105
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21JE,BA2 1JE,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.371213, -2.391588)",27,440,15,1,83
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21JN,BA2 1JN,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.375419, -2.389699)",27,449,15,1,85
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22NQ,BA2 2NQ,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.367649, -2.384548)",31,345,14,1,66
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10TD,BA1 0TD,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.382046, -2.358789)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11QR,BA1 1QR,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.379694, -2.360409)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21EL,BA2 1EL,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.377305, -2.390232)",28,464,11,1,89
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21SP,BA2 1SP,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.38231, -2.401914)",28,478,11,1,92
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10TX,BA1 0TX,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.382046, -2.358789)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12XE,BA1 2XE,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.387509, -2.382688)",34,202,9,1,54
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16HZ,BA1 6HZ,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.397026, -2.35596)",23,228,4,1,57
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15LH,BA1 5LH,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.38518, -2.359978)",35,7,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23EB,BA2 3EB,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.380984, -2.373322)",33,559,12,1,112
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17LQ,BA1 7LQ,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.408148, -2.301685)",1,41,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15SH,BA1 5SH,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.394831, -2.370618)",21,235,7,1,1
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12EE,BA1 2EE,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.385183, -2.361918)",35,4,7,1,22
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13DJ,BA1 3DJ,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.384145, -2.383019)",34,207,9,1,54
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23BA,BA2 3BA,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.377849, -2.363843)",33,561,12,1,109
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20JA,BA2 0JA,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.327486, -2.476411)",14,458,16,1,87
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24JR,BA2 4JR,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.376892, -2.353576)",33,569,12,1,111
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22DJ,BA2 2DJ,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.372345, -2.378251)",31,355,14,1,65
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21RR,BA2 1RR,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.380538, -2.407272)",28,480,11,1,91
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24LW,BA2 4LW,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.370077, -2.361913)",18,252,17,1,5
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14HX,BA1 4HX,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.398731, -2.39362)",20,541,5,1,106
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10SA,BA1 0SA,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.382046, -2.358789)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20AN,BA2 0AN,http://data.ordnancesurvey.co.uk/id/7000000000025532,Farmborough,"(51.34356, -2.488121)",8,128,16,1,40
