uri,postcode,ward_uri,ward_name,centroid,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22RG,BA2 2RG,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.369034, -2.400419)",27,443,15,1,83
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13LL,BA1 3LL,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.386274, -2.394418)",29,322,8,1,17
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15EG,BA1 5EG,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.390016, -2.363551)",21,241,7,1,2
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10QD,BA1 0QD,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22TH,BA2 2TH,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.359074, -2.380942)",30,331,19,1,60
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17DD,BA1 7DD,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.401373, -2.33006)",23,216,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20HL,BA2 0HL,http://data.ordnancesurvey.co.uk/id/7000000000025532,Farmborough,"(51.340042, -2.515978)",8,126,16,1,40
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15TG,BA1 5TG,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.402007, -2.373421)",21,233,7,1,1
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25RJ,BA2 5RJ,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.360145, -2.372262)",18,259,17,1,4
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24SD,BA2 4SD,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.365636, -2.367322)",18,256,17,1,5
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20AT,BA2 0AT,http://data.ordnancesurvey.co.uk/id/7000000000025532,Farmborough,"(51.343653, -2.485236)",8,127,16,1,40
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA18BQ,BA1 8BQ,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.405794, -2.343376)",1,51,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24AP,BA2 4AP,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.3829, -2.358839)",35,11,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14JD,BA1 4JD,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.399922, -2.394837)",20,541,5,1,106
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21LF,BA2 1LF,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.368309, -2.394422)",27,446,15,1,84
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17EJ,BA1 7EJ,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.413778, -2.318373)",1,34,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20ND,BA2 0ND,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.326604, -2.470173)",14,459,16,1,87
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22JR,BA2 2JR,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.370385, -2.386424)",32,536,13,1,104
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17PN,BA1 7PN,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.404578, -2.312113)",1,38,10,1,24
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13JR,BA1 3JR,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.383071, -2.394951)",29,323,8,1,17
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24RA,BA2 4RA,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.372486, -2.362406)",18,255,17,1,3
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15SP,BA1 5SP,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.39305, -2.362152)",21,237,7,1,59
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17TU,BA1 7TU,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.400123, -2.303414)",1,44,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12HJ,BA1 2HJ,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.382867, -2.363724)",34,193,9,1,55
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25JS,BA2 5JS,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.357317, -2.347465)",19,104,18,1,38
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17JS,BA1 7JS,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.408326, -2.312742)",1,36,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11BG,BA1 1BG,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.383176, -2.359703)",35,11,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21EE,BA2 1EE,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.378248, -2.390599)",32,525,13,1,102
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16NG,BA1 6NG,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.399249, -2.355201)",23,228,4,1,57
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16JX,BA1 6JX,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.398201, -2.353727)",23,227,4,1,57
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23EH,BA2 3EH,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.381607, -2.375354)",32,538,13,1,103
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23FE,BA2 3FE,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.382095, -2.374582)",32,538,13,1,103
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14DL,BA1 4DL,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.397358, -2.39263)",20,544,5,1,108
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23JT,BA2 3JT,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.376381, -2.370354)",33,566,12,1,112
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10SX,BA1 0SX,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.382046, -2.358789)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23JJ,BA2 3JJ,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.378188, -2.384248)",32,527,13,1,101
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22LQ,BA2 2LQ,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.366744, -2.389165)",27,447,15,1,84
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22PF,BA2 2PF,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.361712, -2.379988)",30,330,19,1,19
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17SX,BA1 7SX,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.399888, -2.300322)",1,44,10,1,26
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22DF,BA2 2DF,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.37017, -2.372501)",31,356,14,1,65
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20ED,BA2 0ED,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.334492, -2.437137)",9,66,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25PA,BA2 5PA,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.36119, -2.360177)",19,115,18,1,39
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22HH,BA2 2HH,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.370552, -2.38506)",31,358,14,1,66
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21AH,BA2 1AH,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.372105, -2.385792)",32,537,13,1,104
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22AG,BA2 2AG,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.353117, -2.379514)",30,335,19,1,61
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23BQ,BA2 3BQ,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.379821, -2.371517)",33,559,12,1,112
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12TH,BA1 2TH,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.383377, -2.370109)",34,209,9,1,115
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA19BL,BA1 9BL,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.413609, -2.397299)",1,47,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16DU,BA1 6DU,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.393425, -2.354466)",36,493,6,1,94
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12ED,BA1 2ED,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.385275, -2.361229)",35,4,7,1,22
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20NS,BA2 0NS,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.329908, -2.47134)",14,457,16,1,88
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23QQ,BA2 3QQ,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.375951, -2.381011)",32,533,13,1,101
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA26BU,BA2 6BU,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.382026, -2.347638)",22,77,12,1,29
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16QX,BA1 6QX,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.397323, -2.346648)",23,229,4,1,56
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14NW,BA1 4NW,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.402593, -2.397362)",20,555,5,1,105
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15HP,BA1 5HP,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.388729, -2.360983)",21,245,7,1,59
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12BP,BA1 2BP,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.382076, -2.369164)",34,211,9,1,115
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13JQ,BA1 3JQ,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.383702, -2.399785)",29,321,8,1,17
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15SZ,BA1 5SZ,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.397194, -2.365419)",21,234,7,1,1
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11RJ,BA1 1RJ,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.38245, -2.361724)",35,11,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24BG,BA2 4BG,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.384712, -2.348449)",22,74,12,1,30
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21NF,BA2 1NF,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.373679, -2.39625)",28,476,11,1,89
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15EH,BA1 5EH,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.390788, -2.363931)",21,241,7,1,2
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21HD,BA2 1HD,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.371836, -2.388232)",27,441,15,1,85
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17BL,BA1 7BL,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.398275, -2.341035)",23,220,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25PN,BA2 5PN,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.362404, -2.360057)",19,115,18,1,39
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24QE,BA2 4QE,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.375358, -2.36694)",33,570,12,1,109
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12XL,BA1 2XL,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.388156, -2.382837)",34,202,9,1,54
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21HU,BA2 1HU,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.367374, -2.391598)",27,448,15,1,84
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24EG,BA2 4EG,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.383712, -2.348944)",22,72,12,1,30
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23RP,BA2 3RP,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.381496, -2.381833)",32,578,13,1,103
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24DG,BA2 4DG,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.377167, -2.351711)",33,562,12,1,111
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16BP,BA1 6BP,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.393018, -2.346112)",36,489,6,1,95
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15NU,BA1 5NU,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.390121, -2.358608)",21,245,7,1,59
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21ST,BA2 1ST,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.381845, -2.401277)",28,468,11,1,91
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12SS,BA1 2SS,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.389568, -2.365948)",21,246,7,1,2
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24NB,BA2 4NB,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.372108, -2.350508)",33,574,12,1,110
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11QH,BA1 1QH,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.38124, -2.360565)",35,10,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24LA,BA2 4LA,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.376612, -2.35379)",33,572,12,1,111
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15LP,BA1 5LP,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.384129, -2.359883)",35,11,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10AQ,BA1 0AQ,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16LR,BA1 6LR,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.393969, -2.349828)",36,504,6,1,95
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23JB,BA2 3JB,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.37885, -2.3799)",32,526,13,1,103
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14EG,BA1 4EG,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.393531, -2.394251)",29,311,8,1,18
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13BB,BA1 3BB,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.385403, -2.380457)",34,206,9,1,54
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13NW,BA1 3NW,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.393566, -2.38912)",29,316,8,1,16
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21DY,BA2 1DY,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.378564, -2.393002)",28,469,11,1,89
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17AG,BA1 7AG,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.402974, -2.339301)",23,231,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21RL,BA2 1RL,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.380559, -2.398522)",28,479,11,1,92
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21RB,BA2 1RB,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.377875, -2.405122)",28,473,11,1,90
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10SF,BA1 0SF,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.382046, -2.358789)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA19AN,BA1 9AN,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.414874, -2.438436)",1,50,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23DP,BA2 3DP,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.380834, -2.372574)",33,559,12,1,112
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA19BA,BA1 9BA,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.403937, -2.379906)",21,233,7,1,1
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16EA,BA1 6EA,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.394977, -2.352595)",36,484,6,1,93
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20JP,BA2 0JP,http://data.ordnancesurvey.co.uk/id/7000000000000529,Timsbury,"(51.328688, -2.472849)",14,457,16,1,88
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12TL,BA1 2TL,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.383384, -2.370741)",34,209,9,1,115
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12EN,BA1 2EN,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.384893, -2.362821)",35,4,7,1,22
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23AT,BA2 3AT,http://data.ordnancesurvey.co.uk/id/7000000000000499,Widcombe,"(51.376833, -2.363777)",33,571,12,1,109
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23LY,BA2 3LY,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.373806, -2.377143)",31,353,14,1,64
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21JA,BA2 1JA,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.369506, -2.393886)",27,442,15,1,83
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16NU,BA1 6NU,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.399933, -2.348924)",23,223,4,1,56
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22HQ,BA2 2HQ,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.370196, -2.383822)",31,358,14,1,66
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20PX,BA2 0PX,http://data.ordnancesurvey.co.uk/id/7000000000039082,Bathavon West,"(51.314954, -2.453223)",9,63,22,1,28
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12PA,BA1 2PA,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.384756, -2.36338)",35,25,7,1,22
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15PP,BA1 5PP,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.392305, -2.361917)",21,237,7,1,59
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11HB,BA1 1HB,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.38255, -2.361667)",35,11,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16PJ,BA1 6PJ,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.3922, -2.352013)",36,492,6,1,96
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA12XS,BA1 2XS,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.388648, -2.383488)",34,197,9,1,54
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16JJ,BA1 6JJ,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.396302, -2.351628)",36,501,6,1,93
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23FH,BA2 3FH,http://data.ordnancesurvey.co.uk/id/7000000000000587,Westmoreland,"(51.382538, -2.37391)",32,538,13,1,103
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24HB,BA2 4HB,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.382538, -2.35076)",22,76,12,1,30
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13DU,BA1 3DU,http://data.ordnancesurvey.co.uk/id/7000000000000584,Kingsmead,"(51.385098, -2.388516)",34,208,9,1,54
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14DP,BA1 4DP,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.399607, -2.400254)",1,48,10,1,25
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21PQ,BA2 1PQ,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.37149, -2.400153)",27,451,15,1,86
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA15RH,BA1 5RH,http://data.ordnancesurvey.co.uk/id/7000000000000590,Lansdown,"(51.399212, -2.372824)",21,235,7,1,1
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22TX,BA2 2TX,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.362091, -2.387589)",30,582,19,1,62
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22NA,BA2 2NA,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.365486, -2.386124)",30,339,19,1,62
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA20BG,BA2 0BG,http://data.ordnancesurvey.co.uk/id/7000000000025532,Farmborough,"(51.344996, -2.490907)",8,128,16,1,40
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17PB,BA1 7PB,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.412383, -2.315488)",1,33,10,1,23
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA10TQ,BA1 0TQ,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.382046, -2.358789)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22LH,BA2 2LH,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.36551, -2.392401)",27,448,15,1,84
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA13PX,BA1 3PX,http://data.ordnancesurvey.co.uk/id/7000000000000595,Newbridge,"(51.388253, -2.397008)",29,315,8,1,16
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA14AN,BA1 4AN,http://data.ordnancesurvey.co.uk/id/7000000000000593,Weston,"(51.392883, -2.386383)",20,551,5,1,107
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17AA,BA1 7AA,http://data.ordnancesurvey.co.uk/id/7000000000000578,Lambridge,"(51.403464, -2.328163)",23,216,4,1,58
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21LJ,BA2 1LJ,http://data.ordnancesurvey.co.uk/id/7000000000000573,Southdown,"(51.370803, -2.396024)",27,436,15,1,83
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11NP,BA1 1NP,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.380309, -2.359135)",35,12,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA11TQ,BA1 1TQ,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.379406, -2.36055)",35,14,7,1,20
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22UY,BA2 2UY,http://data.ordnancesurvey.co.uk/id/7000000000000508,Odd Down,"(51.355445, -2.379634)",30,332,19,1,60
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24RS,BA2 4RS,http://data.ordnancesurvey.co.uk/id/7000000000000501,Lyncombe,"(51.37305, -2.366031)",18,264,17,1,3
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA16AR,BA1 6AR,http://data.ordnancesurvey.co.uk/id/7000000000000592,Walcot,"(51.393237, -2.348112)",36,489,6,1,95
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25QR,BA2 5QR,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.357719, -2.35429)",19,104,18,1,38
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA18EE,BA1 8EE,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.379965, -2.299416)",1,45,10,1,24
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24WS,BA2 4WS,http://data.ordnancesurvey.co.uk/id/7000000000000585,Abbey,"(51.378855, -2.35556)",35,13,7,1,21
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA24EB,BA2 4EB,http://data.ordnancesurvey.co.uk/id/7000000000000589,Bathwick,"(51.384381, -2.350832)",22,74,12,1,30
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23NX,BA2 3NX,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.372451, -2.376313)",31,353,14,1,64
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA23PR,BA2 3PR,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.375765, -2.380061)",31,349,14,1,63
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA22EU,BA2 2EU,http://data.ordnancesurvey.co.uk/id/7000000000000588,Oldfield,"(51.366558, -2.374383)",31,344,14,1,65
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA17RX,BA1 7RX,http://data.ordnancesurvey.co.uk/id/7000000000025557,Bathavon North,"(51.40455, -2.322349)",1,32,10,1,23
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA25NY,BA2 5NY,http://data.ordnancesurvey.co.uk/id/7000000000000503,Combe Down,"(51.363253, -2.361802)",19,111,18,1,39
http://data.ordnancesurvey.co.uk/id/postcodeunit/BA21DL,BA2 1DL,http://data.ordnancesurvey.co.uk/id/7000000000000571,Twerton,"(51.381531, -2.398315)",28,479,11,1,92
