postcode,status,has_lines_below_2m,average_speed,median_speed,max_speed,has_fibre,connections,longitude,latitude,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
BA17RB,OK,N,12.1,10.7,19.8,N,7,-2.31171924929033,51.4034491230972,"(51.403449, -2.311719)",1,26,42,10,1
BA21DS,OK,N,30,30,30,Y,20,-2.3979942940713,51.37925186959,"(51.379252, -2.397994)",28,92,467,11,1
BA32BA,OK,N,23.5,21,30,Y,7,-2.47739906231945,51.2913751002507,"(51.291375, -2.477399)",11,8,277,25,1
BA21HS,OK,N,29.5,20,30,Y,18,-2.38871295753403,51.3725392697595,"(51.372539, -2.388713)",27,85,438,15,1
BA10BT,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA26XG,OK,Y,4,2.7,20,N,13,-2.32351417816106,51.3921865587897,"(51.392187, -2.323514)",1,27,27,10,1
BA11NQ,No premises,,,,,Y,0,-2.35870969612881,51.3808714167488,"(51.380871, -2.35871)",35,20,12,7,1
BA10TS,Insufficient Premises,,,,,N,2,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BS408TB,OK,Y,12.4,14,19.4,N,10,-2.60201173900062,51.3574570244414,"(51.357457, -2.602012)",6,31,79,21,1
BA25PA,OK,Y,13.6,13.8,21,N,32,-2.36017882608036,51.361193063191,"(51.361193, -2.360179)",19,39,115,18,1
BA33LW,OK,N,30,30,30,Y,4,-2.42717099388546,51.2876038089195,"(51.287604, -2.427171)",12,78,416,24,1
BA22SZ,OK,N,30,11.3,30,Y,9,-2.38300946442286,51.3570383610361,"(51.357038, -2.383009)",30,60,333,19,1
BA15RA,OK,Y,21.3,13.5,30,Y,23,-2.36451232046964,51.3932260472582,"(51.393226, -2.364512)",21,1,240,7,1
BA11NY,No premises,,,,,N,0,-2.35698345274349,51.3806159331292,"(51.380616, -2.356983)",35,21,13,7,1
BA16RP,OK,Y,8.3,6.1,30,Y,13,-2.34504571334236,51.3962432773408,"(51.396243, -2.345046)",23,58,214,4,1
BA21PF,OK,N,30,30,30,Y,15,-2.39864126884229,51.372685725678,"(51.372686, -2.398641)",27,86,451,15,1
BA29DF,Insufficient Premises,,,,,N,2,-2.43684587302334,51.3777106817016,"(51.377711, -2.436846)",9,28,68,22,1
BA26QS,OK,N,5.7,5.8,7.4,Y,9,-2.34657031339516,51.3906729350703,"(51.390673, -2.34657)",36,95,496,6,1
BA11BR,No premises,,,,,N,0,-2.36118086361444,51.3826621579068,"(51.382662, -2.361181)",35,20,11,7,1
BA26JR,OK,Y,13.1,6.6,30,Y,9,-2.34340927870756,51.3831022662294,"(51.383102, -2.343409)",22,30,73,12,1
BS313DQ,OK,N,14.1,14.1,20,N,5,-2.46514125460565,51.4037136090292,"(51.403714, -2.465141)",17,82,432,16,1
BA32LZ,OK,N,27.7,19,30,Y,10,-2.49502018043278,51.2830203884798,"(51.28302, -2.49502)",25,14,293,27,1
BA13QP,Insufficient Data,,,,,Y,2,-2.3981617661073,51.3902661200081,"(51.390266, -2.398162)",29,18,313,8,1
BA22UH,OK,N,9.1,8.9,17.5,N,15,-2.3780720290755,51.3556427073976,"(51.355643, -2.378072)",30,60,332,19,1
BA32EB,OK,N,16.8,15.5,30,Y,25,-2.48378590479849,51.2891368767323,"(51.289137, -2.483786)",11,11,283,25,1
BS312QH,OK,N,23.4,20,30,Y,13,-2.51163100585624,51.4073772198001,"(51.407377, -2.511631)",37,51,185,2,1
BA20QF,OK,N,11.5,10.8,18.3,N,15,-2.47163586489141,51.3181311823129,"(51.318131, -2.471636)",14,87,459,16,1
BA23AS,No Data,,,,,Y,0,-2.36353835723389,51.377340774718,"(51.377341, -2.363538)",33,109,561,12,1
BA28HJ,Insufficient Data,,,,,Y,2,-2.42449734589184,51.314876749542,"(51.314877, -2.424497)",15,73,385,22,1
BS396EU,Insufficient Data,,,,,N,2,-2.5405507029292,51.3092010830999,"(51.309201, -2.540551)",3,43,136,23,1
BA12WD,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA26UN,Insufficient Data,,,,,Y,2,-2.31882258789688,51.3933593504909,"(51.393359, -2.318823)",1,27,28,10,1
BS406JE,OK,N,5.5,6,7.4,N,6,-2.65782032235976,51.311298410455,"(51.311298, -2.65782)",4,32,87,21,1
BS408XZ,No premises,,,,,N,0,-2.63293171015428,51.3501275244517,"(51.350128, -2.632932)",6,31,82,21,1
BA27BG,OK,Y,2.3,2.1,6.4,Y,16,-2.30480533972679,51.3754852690379,"(51.375485, -2.304805)",1,27,49,10,1
BA21AH,No Data,,,,,Y,0,-2.38579299681258,51.3721083327797,"(51.372108, -2.385793)",32,104,537,13,1
BA25ES,Insufficient Premises,,,,,N,2,-2.34290928853487,51.3604356628273,"(51.360436, -2.342909)",19,37,114,18,1
BS140TP,OK,N,27.4,20,30,Y,13,-2.55503775241046,51.4051744585454,"(51.405174, -2.555038)",7,75,404,20,1
BA24JA,OK,Y,10,7.4,30,Y,23,-2.35258989946513,51.3791725915888,"(51.379173, -2.35259)",33,111,564,12,1
BA32AE,OK,N,18.4,16.4,30,Y,12,-2.47239701143631,51.2902624236596,"(51.290262, -2.472397)",11,8,282,25,1
BS394DT,OK,Y,3.2,3.6,4,N,3,-2.56898550119044,51.3636826008193,"(51.363683, -2.568986)",5,34,102,20,1
BS311DY,No premises,,,,,N,0,-2.49892474066113,51.4155874740204,"(51.415587, -2.498925)",24,49,158,1,1
BA10SD,No Data,,,,,N,0,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BA26LA,OK,N,23.9,12.4,30,Y,8,-2.34155927711786,51.3797357963103,"(51.379736, -2.341559)",22,29,77,12,1
BA21HW,OK,N,30,4.7,30,Y,4,-2.38936943338621,51.3720245614302,"(51.372025, -2.389369)",27,85,441,15,1
BA29EG,OK,Y,1.5,1,3.3,N,4,-2.44163355075977,51.3437129488991,"(51.343713, -2.441634)",9,28,69,22,1
BA23QF,Insufficient Data,,,,,Y,1,-2.38324301114832,51.3764057482886,"(51.376406, -2.383243)",32,101,531,13,1
BA23NP,OK,N,30,16.7,30,Y,16,-2.37369540734128,51.3737031300649,"(51.373703, -2.373695)",31,64,354,14,1
BA16AU,Insufficient Premises,,,,,Y,2,-2.34680833607493,51.3936394803961,"(51.393639, -2.346808)",36,95,489,6,1
BS312RZ,OK,Y,17.8,14.5,30,Y,12,-2.51165516023977,51.4056776854,"(51.405678, -2.511655)",37,51,175,2,1
BA13PS,OK,N,9.4,6.7,30,Y,12,-2.39185790067451,51.3858454904223,"(51.385845, -2.391858)",29,15,324,8,1
BA20BT,OK,N,6.3,6.4,9.5,Y,8,-2.48775398932853,51.3455440578562,"(51.345544, -2.487754)",8,40,127,16,1
BA10AZ,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA18DD,Insufficient Data,,,,,N,1,-2.34771440985334,51.4107658894663,"(51.410766, -2.347714)",1,25,51,10,1
BA25LZ,OK,Y,20,7,30,Y,14,-2.36577283547926,51.3674699201544,"(51.36747, -2.365773)",18,5,256,17,1
BA32ND,OK,Y,10.1,11.2,18,Y,13,-2.49737953157092,51.2810951158895,"(51.281095, -2.49738)",25,14,292,27,1
BS394EW,OK,N,5.7,5.4,8.6,N,7,-2.57926054457662,51.3663657285454,"(51.366366, -2.579261)",5,34,101,20,1
BS312EB,Insufficient Premises,,,,,Y,2,-2.51334990540706,51.4145090949089,"(51.414509, -2.51335)",24,48,161,1,1
BS313HX,OK,N,26.8,25,30,N,10,-2.45754784924397,51.3976651392457,"(51.397665, -2.457548)",17,81,425,16,1
BS396XZ,OK,Y,3.3,3.6,4.3,N,19,-2.51552741274478,51.3255621888016,"(51.325562, -2.515527)",3,42,137,23,1
BA22JF,OK,N,30,30,30,Y,5,-2.37812330059471,51.3740665668418,"(51.374067, -2.378123)",31,64,350,14,1
BA21PB,OK,Y,30,30,30,Y,49,-2.40159216364514,51.3733500209591,"(51.37335, -2.401592)",27,86,452,15,1
BA16HN,OK,N,17.8,6.9,30,Y,14,-2.35704233250886,51.3974032083198,"(51.397403, -2.357042)",23,57,213,4,1
BS394NJ,OK,Y,4.5,4.7,7.7,N,5,-2.54507799494596,51.3534467859674,"(51.353447, -2.545078)",5,34,94,20,1
BA24HH,OK,N,17.4,7.9,30,Y,11,-2.35037758271874,51.3792241906831,"(51.379224, -2.350378)",33,111,562,12,1
BS312JN,OK,N,30,20,30,Y,5,-2.50855062542309,51.4122281570634,"(51.412228, -2.508551)",24,50,166,1,1
BA34AX,OK,N,26.6,17,30,Y,13,-2.47321352751527,51.2790192963447,"(51.279019, -2.473214)",26,100,520,26,1
BS311NY,OK,N,30,30,30,Y,4,-2.4892577700693,51.4098465994495,"(51.409847, -2.489258)",16,45,157,3,1
BA16SF,OK,Y,15.2,5.4,30,Y,22,-2.34589680452454,51.398551622857,"(51.398552, -2.345897)",23,56,229,4,1
BA20JW,OK,Y,14.8,17.9,20.3,N,11,-2.47245948983849,51.3284594431237,"(51.328459, -2.472459)",14,88,457,16,1
BA25JX,OK,N,10.9,11.6,12.9,N,3,-2.34668321302395,51.3580867019529,"(51.358087, -2.346683)",19,37,103,18,1
BS406JT,OK,N,6,6.2,7.6,N,8,-2.66483829345748,51.3134348021803,"(51.313435, -2.664838)",4,32,87,21,1
BA23RS,OK,Y,30,20,30,Y,26,-2.3814758532302,51.379864329669,"(51.379864, -2.381476)",32,103,528,13,1
BA12UQ,No Data,,,,,Y,0,-2.37471877833737,51.3934545935874,"(51.393455, -2.374719)",21,1,238,7,1
BA10SX,Insufficient Premises,,,,,N,2,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BA28RB,No Data,,,,,N,0,-2.39018281027845,51.3342116027635,"(51.334212, -2.390183)",10,114,60,10,1
BA16AR,OK,N,16.5,8.8,30,Y,16,-2.34811322507095,51.3932399755331,"(51.39324, -2.348113)",36,95,489,6,1
BA12TZ,OK,N,20.9,16.8,30,Y,19,-2.36767441043978,51.3896554603601,"(51.389655, -2.367674)",34,115,198,9,1
BA11AU,OK,N,19.5,20.2,22,Y,6,-2.35787504654832,51.3788688241578,"(51.378869, -2.357875)",35,21,13,7,1
BA15AP,OK,N,11.2,12.8,12.8,Y,3,-2.35976938567601,51.3822438937247,"(51.382244, -2.359769)",35,20,11,7,1
BA28TY,OK,Y,29.3,30,30,Y,66,-2.41499548158771,51.3192718456625,"(51.319272, -2.414995)",15,70,390,22,1
BA29AA,OK,N,3.9,3.9,5,N,4,-2.44035505568305,51.3915357662218,"(51.391536, -2.440355)",8,41,125,16,1
BA32XE,Insufficient Premises,,,,,Y,2,-2.47565644429011,51.2962108187809,"(51.296211, -2.475656)",11,8,279,25,1
BA21SB,OK,Y,19.9,20,30,Y,23,-2.40503391073792,51.3791557997862,"(51.379156, -2.405034)",28,91,481,11,1
BA11SG,No Data,,,,,N,0,-2.36184400249802,51.3811135407509,"(51.381114, -2.361844)",35,20,10,7,1
BA17DZ,Insufficient Data,,,,,N,2,-2.32093555345353,51.4056991141348,"(51.405699, -2.320936)",1,23,35,10,1
BA22NH,OK,Y,24.7,20,30,Y,17,-2.38753392854911,51.3673189942681,"(51.367319, -2.387534)",27,84,447,15,1
BA25JU,OK,N,10.1,10.5,14.5,N,8,-2.34962207950774,51.3573945917601,"(51.357395, -2.349622)",19,38,104,18,1
BA17HP,OK,N,10.6,8.2,17.4,N,5,-2.31830892380239,51.4125219418972,"(51.412522, -2.318309)",1,25,34,10,1
BS312JY,OK,N,21,20,30,Y,7,-2.51179564408711,51.4105325816119,"(51.410533, -2.511796)",24,48,165,1,1
BA32HA,OK,N,19.7,20.7,23.6,N,19,-2.48432040351596,51.2854210270289,"(51.285421, -2.48432)",11,11,291,25,1
BS313EP,OK,N,10.6,7.5,20,N,11,-2.44793028312198,51.4078269387036,"(51.407827, -2.44793)",17,80,426,16,1
BA16RE,OK,Y,19,5.6,30,Y,11,-2.34975057714434,51.3968587370499,"(51.396859, -2.349751)",23,57,225,4,1
BA13RY,OK,N,6.2,4.3,20.8,Y,8,-2.40000543874838,51.3923818740019,"(51.392382, -2.400005)",29,18,310,8,1
BS406PE,OK,Y,1.7,1.8,2,N,4,-2.6773105305415,51.3175984879125,"(51.317598, -2.677311)",4,32,93,21,1
BA33TE,OK,Y,14.5,7.2,30,Y,4,-2.46103332445297,51.2853712123755,"(51.285371, -2.461033)",26,98,518,26,1
BA14LW,OK,Y,7.8,2.8,30,Y,39,-2.39869374809735,51.4051635070202,"(51.405164, -2.398694)",20,105,554,5,1
BA17ES,OK,N,15.2,17,21.8,N,33,-2.32025451804087,51.4111049518636,"(51.411105, -2.320255)",1,23,40,10,1
BA12YE,OK,N,18.2,11.7,30,Y,40,-2.37809292824999,51.3912947392262,"(51.391295, -2.378093)",20,107,548,5,1
BA12TT,OK,Y,10.6,10.2,18.9,N,22,-2.3675829202841,51.3889993552561,"(51.388999, -2.367583)",34,115,198,9,1
BS394LJ,OK,Y,2.2,2.3,3.4,N,10,-2.50847160881519,51.3817826006435,"(51.381783, -2.508472)",8,41,122,16,1
BS312PE,OK,N,16.5,17.7,30,Y,12,-2.51313139283971,51.4078382251218,"(51.407838, -2.513131)",24,48,170,1,1
BS408RQ,OK,N,19.3,16.6,30,N,9,-2.60763875987431,51.3681012138671,"(51.368101, -2.607639)",6,31,78,21,1
BS394DN,OK,Y,1.3,1.2,2.3,N,12,-2.58037124864116,51.3417407079151,"(51.341741, -2.580371)",4,33,91,21,1
BA26NX,OK,N,18.7,12.6,30,Y,29,-2.35331650052921,51.3876945154554,"(51.387695, -2.353317)",36,96,498,6,1
BA28HL,OK,Y,26.2,17.2,30,Y,14,-2.42526862840253,51.3144962940842,"(51.314496, -2.425269)",15,73,385,22,1
BA13BJ,Insufficient Premises,,,,,Y,2,-2.38296176982448,51.3857400443166,"(51.38574, -2.382962)",34,54,202,9,1
BA39BB,No premises,,,,,N,0,-2.44678220204705,51.2914690105397,"(51.291469, -2.446782)",12,79,413,24,1
BA18AH,OK,Y,2.6,1.2,16.5,N,12,-2.3713499306835,51.4317787041818,"(51.431779, -2.37135)",1,25,51,10,1
BA33ST,OK,N,12.2,10.2,30,Y,11,-2.4622491113709,51.2850696851222,"(51.28507, -2.462249)",26,97,515,26,1
BS312EA,OK,N,23.3,20,30,Y,6,-2.51156592290198,51.4157127910307,"(51.415713, -2.511566)",24,48,161,1,1
BA21JR,OK,Y,18.9,20,30,Y,52,-2.39016146625581,51.3739371584327,"(51.373937, -2.390161)",27,85,450,15,1
BA10TL,No Data,,,,,N,0,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BS408XA,No Data,,,,,N,0,-2.6456351790027,51.3498064044239,"(51.349806, -2.645635)",6,31,84,21,1
BA26EW,OK,N,15.5,7.8,30,Y,15,-2.34367226553563,51.3798465056422,"(51.379847, -2.343672)",22,29,77,12,1
BS395RN,No Data,,,,,N,0,-2.55428805882227,51.3419749866922,"(51.341975, -2.554288)",5,35,98,20,1
BA10DU,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BS395QW,No Data,,,,,N,0,-2.5299378904154,51.3456035145775,"(51.345604, -2.529938)",5,34,94,20,1
BA22WX,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA20FQ,Insufficient Data,,,,,N,2,-2.49308452084925,51.3298490458948,"(51.329849, -2.493085)",14,88,456,16,1
BA27AW,Insufficient Premises,,,,,N,2,-2.31620455372837,51.3680368918822,"(51.368037, -2.316205)",1,27,49,10,1
BA17HN,Insufficient Premises,,,,,N,2,-2.3179563296686,51.4135119788209,"(51.413512, -2.317956)",1,25,34,10,1
BA22RJ,OK,N,28.7,17,30,Y,4,-2.40113940344459,51.3708608692106,"(51.370861, -2.401139)",27,83,443,15,1
BS312AR,Insufficient Data,,,,,N,2,-2.52191337401721,51.4164494276627,"(51.416449, -2.521913)",24,48,161,1,1
BS397AD,OK,Y,3.3,3,8.7,N,7,-2.50352042693756,51.3077027354889,"(51.307703, -2.50352)",13,68,363,23,1
BA22AS,OK,Y,10.7,6.4,30,Y,11,-2.36845238180448,51.3684326233795,"(51.368433, -2.368452)",18,5,256,17,1
BA12BB,No Data,,,,,Y,0,-2.36842449657957,51.3828464009511,"(51.382846, -2.368424)",34,115,210,9,1
BA22RW,Insufficient Data,,,,,N,2,-2.37875112839175,51.3561440493401,"(51.356144, -2.378751)",30,60,332,19,1
BA21LX,OK,Y,3.4,3,6.1,Y,3,-2.38855090799968,51.3771525509727,"(51.377153, -2.388551)",32,101,532,13,1
BA26EX,OK,N,8.3,5,21.8,Y,5,-2.33523951093984,51.3780905988028,"(51.378091, -2.33524)",22,29,580,12,1
BA28HA,OK,Y,27.6,3.2,30,Y,19,-2.4232972717241,51.3154385873808,"(51.315439, -2.423297)",15,71,382,22,1
BA18DL,OK,Y,26.4,26.3,30,Y,4,-2.35064793435785,51.4014238152929,"(51.401424, -2.350648)",1,25,47,10,1
BA15HH,OK,N,18.8,8.5,30,Y,8,-2.36638395385998,51.3936248319393,"(51.393625, -2.366384)",21,1,234,7,1
BA12TY,No Data,,,,,Y,0,-2.36888650943322,51.3902630824958,"(51.390263, -2.368887)",21,2,244,7,1
BA24JE,No premises,,,,,Y,0,-2.35205903595728,51.3811433681565,"(51.381143, -2.352059)",35,21,3,7,1
BA14HX,OK,Y,2.9,2.6,5.4,Y,4,-2.3936211447419,51.3987336419386,"(51.398734, -2.393621)",20,106,541,5,1
BA28AP,OK,Y,3.1,2.6,9.4,Y,22,-2.43919641441789,51.3215663707623,"(51.321566, -2.439196)",15,71,389,22,1
BA13PB,OK,N,10.5,5.5,30,Y,25,-2.38722677486454,51.3904916109384,"(51.390492, -2.387227)",29,16,316,8,1
BA13QE,No premises,,,,,Y,0,-2.39231269507274,51.3886134065624,"(51.388613, -2.392313)",29,16,319,8,1
BA16EW,OK,N,21.1,6.7,30,Y,18,-2.35145336544152,51.3958555649807,"(51.395856, -2.351453)",36,93,484,6,1
BA20DD,OK,Y,4.9,6,6.8,N,7,-2.47211837241236,51.3455452055538,"(51.345545, -2.472118)",8,40,127,16,1
BA10QG,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA26XH,No Data,,,,,N,0,-2.31682185308886,51.3908561073662,"(51.390856, -2.316822)",1,27,28,10,1
BA24PF,OK,N,23.6,14.1,30,Y,8,-2.35614537519215,51.3763114657155,"(51.376311, -2.356145)",33,109,567,12,1
BS395BS,No Data,,,,,N,0,-2.5404675395022,51.3167725961701,"(51.316773, -2.540468)",2,7,268,20,1
BA27HY,OK,N,8.2,8.2,13.8,N,3,-2.31363089424685,51.3592858950944,"(51.359286, -2.313631)",10,113,56,10,1
BS396EP,OK,N,5.8,6.7,7.4,N,6,-2.5256762920666,51.3107075190857,"(51.310708, -2.525676)",3,43,136,23,1
BA13LE,OK,N,10.6,4.4,30,Y,20,-2.39827657752492,51.386938806666,"(51.386939, -2.398277)",29,17,317,8,1
BS395RZ,OK,N,7.4,7.4,9.4,N,6,-2.54566381783911,51.3326550266811,"(51.332655, -2.545664)",5,35,98,20,1
BA13EN,OK,N,13.6,7.9,30,Y,12,-2.39258027182286,51.3829387556317,"(51.382939, -2.39258)",29,15,308,8,1
BS394AZ,No Data,,,,,N,0,-2.54275901164904,51.3650029895965,"(51.365003, -2.542759)",7,74,398,20,1
BA18AG,No Data,,,,,N,0,-2.35006283863647,51.4245610431236,"(51.424561, -2.350063)",1,25,51,10,1
BA22AA,OK,N,19.2,9.9,30,Y,10,-2.36670819415435,51.3730688264083,"(51.373069, -2.366708)",18,3,264,17,1
BA10QB,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA22EX,OK,Y,20.8,3,30,Y,8,-2.37838887095226,51.3696867487671,"(51.369687, -2.378389)",31,65,360,14,1
BA29HR,OK,Y,1.9,1.9,3.2,N,14,-2.48128581170192,51.3612974115165,"(51.361297, -2.481286)",8,40,130,16,1
BA27AB,Insufficient Premises,,,,,N,2,-2.33508653848698,51.3669862940647,"(51.366986, -2.335087)",22,29,70,12,1
BA23AP,OK,Y,16.6,12.2,30,Y,28,-2.36319361250261,51.377350836196,"(51.377351, -2.363194)",33,109,561,12,1
BS397PL,OK,Y,11.2,3.3,30,Y,11,-2.49617522116037,51.3063673423251,"(51.306367, -2.496175)",13,69,370,23,1
BA27TA,No Data,,,,,N,0,-2.32047753636566,51.3319684509771,"(51.331968, -2.320478)",10,113,54,10,1
BA16HY,Insufficient Premises,,,,,Y,2,-2.35650882967281,51.3971890337183,"(51.397189, -2.356509)",23,57,228,4,1
BA16XR,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA17TH,OK,N,7.3,7.8,10.5,N,23,-2.29642542297732,51.3993257040962,"(51.399326, -2.296425)",1,26,44,10,1
BA32DY,OK,N,19.1,20.3,23,N,9,-2.48104803880587,51.2878713182152,"(51.287871, -2.481048)",11,11,290,25,1
BA32NR,Insufficient Premises,,,,,Y,2,-2.49398146034584,51.2810915248266,"(51.281092, -2.493981)",25,13,302,27,1
BA25PN,OK,N,21,21,22,N,3,-2.36005908997434,51.3624073131597,"(51.362407, -2.360059)",19,39,115,18,1
BA14ES,OK,Y,7.4,5.2,21.8,Y,10,-2.38756270283894,51.396227187642,"(51.396227, -2.387563)",20,107,546,5,1
BA22HN,OK,Y,19.4,4,30,Y,11,-2.38077016193945,51.3692833941736,"(51.369283, -2.38077)",31,65,344,14,1
BS394ET,Insufficient Premises,,,,,N,2,-2.58409014663702,51.3700013919784,"(51.370001, -2.58409)",5,34,101,20,1
BA20AW,OK,Y,5.5,5.6,7.7,N,5,-2.48867812011956,51.3433372195205,"(51.343337, -2.488678)",8,40,128,16,1
BA16DL,OK,N,30,12.7,30,Y,7,-2.35444571923528,51.392483663912,"(51.392484, -2.354446)",36,94,486,6,1
BA24HP,No Data,,,,,Y,0,-2.35157474025433,51.3798230454257,"(51.379823, -2.351575)",33,111,562,12,1
BA26HE,Insufficient Premises,,,,,Y,2,-2.33305661363049,51.3782317035521,"(51.378232, -2.333057)",22,29,580,12,1
BA27DG,OK,N,6.1,6,8.5,N,4,-2.34515774069563,51.3423916472716,"(51.342392, -2.345158)",10,114,60,10,1
BA20NT,No Data,,,,,N,0,-2.46506914655268,51.3356644819232,"(51.335664, -2.465069)",14,88,456,16,1
BA21QP,OK,Y,27.8,20,30,Y,18,-2.40426982262707,51.3772342159798,"(51.377234, -2.40427)",28,90,473,11,1
BA23AG,OK,Y,14.6,6.3,30,Y,29,-2.37298802831689,51.3732827754866,"(51.373283, -2.372988)",18,5,250,17,1
BA21NR,OK,Y,29.2,20,30,Y,13,-2.40418301115671,51.3755350836038,"(51.375535, -2.404183)",28,90,474,11,1
BA16NU,OK,Y,12.9,4.1,30,Y,11,-2.34892595584639,51.3999363437035,"(51.399936, -2.348926)",23,56,223,4,1
BS395BL,Insufficient Premises,,,,,N,2,-2.54247624174625,51.317977202795,"(51.317977, -2.542476)",2,7,270,20,1
BA24SJ,OK,N,18.6,7.6,30,Y,47,-2.36423618767799,51.3711343345783,"(51.371134, -2.364236)",18,3,251,17,1
BS312HJ,OK,N,24,20,30,Y,11,-2.5122228404776,51.4127336760775,"(51.412734, -2.512223)",24,48,167,1,1
BA11UP,No premises,,,,,Y,0,-2.36263768896663,51.3797263655752,"(51.379726, -2.362638)",35,20,14,7,1
BA27BD,No premises,,,,,Y,0,-2.31131278056133,51.3753602465752,"(51.37536, -2.311313)",1,27,49,10,1
BA28XJ,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA32QU,OK,N,30,18.1,30,Y,9,-2.48862448267531,51.2869946960999,"(51.286995, -2.488624)",25,14,301,27,1
BA23QQ,OK,N,25.1,30,30,Y,5,-2.3810123154775,51.3759544509893,"(51.375954, -2.381012)",32,101,533,13,1
BA12QE,OK,N,21.4,17.6,30,Y,18,-2.36295168289562,51.386720922788,"(51.386721, -2.362952)",35,22,25,7,1
BA20EF,Insufficient Premises,,,,,N,2,-2.48632661117093,51.3436257554295,"(51.343626, -2.486327)",8,40,128,16,1
BS397QS,OK,Y,16.5,5.5,30,Y,8,-2.49775606117703,51.3039777933857,"(51.303978, -2.497756)",13,69,370,23,1
BS311NH,OK,N,6.3,6.2,7.6,N,3,-2.48653560672816,51.4161700888821,"(51.41617, -2.486536)",16,45,152,3,1
BS312LB,OK,N,28.5,20,30,Y,26,-2.51376636192209,51.4106138724468,"(51.410614, -2.513766)",24,48,168,1,1
BA29DR,Insufficient Data,,,,,Y,2,-2.39837869666669,51.363955664107,"(51.363956, -2.398379)",9,28,67,22,1
BS140PY,OK,N,19.9,15.4,30,Y,8,-2.55748456775011,51.4054056164468,"(51.405406, -2.557485)",7,75,401,20,1
BA21BH,No Data,,,,,Y,0,-2.3881511515255,51.3791500335143,"(51.37915, -2.388151)",32,102,522,13,1
BA20DU,No Data,,,,,N,0,-2.44182293974652,51.3335515326055,"(51.333552, -2.441823)",9,28,66,22,1
BS312DQ,OK,N,21.6,20,30,Y,15,-2.50076638294923,51.4183130836653,"(51.418313, -2.500766)",24,49,171,1,1
BS394HN,OK,N,7.4,7.8,8.1,N,16,-2.54779102119379,51.3714086671423,"(51.371409, -2.547791)",7,74,400,20,1
BA25RN,OK,N,17.2,17.2,20,Y,3,-2.37279631944882,51.3602993548726,"(51.360299, -2.372796)",18,4,259,17,1
BA20HL,Insufficient Premises,,,,,N,2,-2.51597707670902,51.3400460003154,"(51.340046, -2.515977)",8,40,126,16,1
BA28AX,Insufficient Data,,,,,N,1,-2.43129480789541,51.3313158726995,"(51.331316, -2.431295)",9,28,66,22,1
BA13HX,OK,Y,13.8,2.6,30,Y,13,-2.40291991342552,51.3871207407992,"(51.387121, -2.40292)",29,17,321,8,1
BA29EF,OK,Y,2.3,2.5,4,N,19,-2.44138949821828,51.3422212362909,"(51.342221, -2.441389)",9,28,69,22,1
BA28SU,OK,Y,27.9,2.6,30,Y,9,-2.42253338037328,51.3119435353274,"(51.311944, -2.422533)",15,72,387,22,1
BA12NN,Insufficient Data,,,,,N,1,-2.36400967839249,51.3842269433818,"(51.384227, -2.36401)",34,55,193,9,1
BA32SZ,OK,Y,18.5,7.7,30,Y,13,-2.4881960067595,51.2925624451692,"(51.292562, -2.488196)",11,10,280,25,1
BA19BT,Insufficient Data,,,,,N,1,-2.39587090340623,51.4162238183411,"(51.416224, -2.395871)",1,25,47,10,1
BA33XQ,OK,Y,10.3,7.8,30,Y,10,-2.47067536702951,51.2859802445061,"(51.28598, -2.470675)",26,97,509,26,1
BS313BY,OK,N,29.6,25.1,30,N,4,-2.46290475102058,51.4057455955122,"(51.405746, -2.462905)",17,80,428,16,1
BA24JW,Insufficient Data,,,,,Y,1,-2.35280790859856,51.3794956356901,"(51.379496, -2.352808)",33,111,562,12,1
BA19BX,OK,Y,1,0.9,1.9,N,7,-2.39103262855127,51.4221835399113,"(51.422184, -2.391033)",1,25,47,10,1
BA21PJ,OK,Y,30,30,30,Y,41,-2.39992523501872,51.3733017755102,"(51.373302, -2.399925)",27,86,451,15,1
BA27HN,OK,Y,6.2,7.1,9.2,N,9,-2.33343956706767,51.3577834854098,"(51.357783, -2.33344)",10,113,56,10,1
