postcode,status,has_lines_below_2m,average_speed,median_speed,max_speed,has_fibre,connections,longitude,latitude,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
BA11AG,No Data,,,,,Y,0,-2.3632289879371,51.3800032752815,"(51.380003, -2.363229)",34,55,196,9,1
BS408QF,OK,N,18.4,20.4,23.3,N,5,-2.62093548143637,51.365594699645,"(51.365595, -2.620935)",6,31,81,21,1
BA23LJ,OK,N,10.1,8.9,20,Y,5,-2.37765483544525,51.3764958374675,"(51.376496, -2.377655)",31,63,347,14,1
BA10TP,No Data,,,,,N,0,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BA33AG,OK,N,14.6,16.4,22,N,5,-2.44974840645803,51.2970955339212,"(51.297096, -2.449748)",12,76,409,24,1
BA14EB,OK,Y,17,4.8,30,Y,27,-2.39669956420958,51.3973385387414,"(51.397339, -2.3967)",20,108,543,5,1
BA21SS,OK,Y,3.4,2.7,7,Y,4,-2.40197784845291,51.3829338505285,"(51.382934, -2.401978)",28,92,478,11,1
BS311QJ,OK,Y,22.1,10.8,30,Y,10,-2.4869658473505,51.4065921701761,"(51.406592, -2.486966)",16,47,148,3,1
BA13RR,OK,N,9.4,6.1,25,Y,15,-2.39868296514063,51.3907049392837,"(51.390705, -2.398683)",29,18,312,8,1
BA12UE,No Data,,,,,Y,0,-2.37025477492784,51.3924077744398,"(51.392408, -2.370255)",21,1,238,7,1
BA32NR,No Data,,,,,Y,0,-2.49398146034584,51.2810915248266,"(51.281092, -2.493981)",25,13,302,27,1
BS408PU,OK,N,19.2,19.3,22.2,N,3,-2.61770692213627,51.3690466335374,"(51.369047, -2.617707)",6,31,81,21,1
BS312SZ,Insufficient Data,,,,,N,2,-2.48785138787956,51.395240974485,"(51.395241, -2.487851)",16,44,151,3,1
BA11SH,No Data,,,,,Y,0,-2.3616950691802,51.3804486160046,"(51.380449, -2.361695)",35,20,12,7,1
BA25AB,OK,N,9.1,8.5,18.4,N,43,-2.34793964858837,51.3627946336686,"(51.362795, -2.34794)",19,38,106,18,1
BS394AH,No Data,,,,,N,0,-2.54993217567658,51.3714615751287,"(51.371462, -2.549932)",7,74,400,20,1
BA27DB,OK,N,7.6,7.9,8.3,N,4,-2.33726157843419,51.3521706945484,"(51.352171, -2.337262)",10,113,56,10,1
BA24DL,OK,N,15.1,14.1,30,Y,30,-2.3551980423207,51.3838493769237,"(51.383849, -2.355198)",35,21,9,7,1
BS395AT,OK,Y,3.9,3,8.8,N,17,-2.58600140058636,51.3070311490348,"(51.307031, -2.586001)",2,6,273,21,1
BA26BU,No Data,,,,,Y,0,-2.34765409644142,51.3819747721447,"(51.381975, -2.347654)",22,29,77,12,1
BA25JB,OK,N,12.6,13.3,16.7,N,3,-2.34905618348414,51.3585202453018,"(51.35852, -2.349056)",19,38,104,18,1
BA24PT,OK,N,27.7,15.4,30,Y,15,-2.36232205380015,51.3761486492755,"(51.376149, -2.362322)",33,109,571,12,1
BA13HL,OK,N,12.5,5.9,30,Y,5,-2.40085538130325,51.3876763182933,"(51.387676, -2.400855)",29,17,321,8,1
BA33RN,Insufficient Data,,,,,N,2,-2.44871806361293,51.291452612333,"(51.291453, -2.448718)",26,99,521,26,1
BA16TD,OK,Y,12.6,4.3,30,Y,17,-2.34271614798576,51.4018699023312,"(51.40187, -2.342716)",23,58,217,4,1
BA11QB,No Data,,,,,N,0,-2.35924914590101,51.3800335360927,"(51.380034, -2.359249)",35,20,12,7,1
BS397TE,OK,Y,11.1,4.7,30,Y,14,-2.49990754246232,51.301316030744,"(51.301316, -2.499908)",13,67,373,23,1
BA28EF,OK,Y,28.3,20,30,Y,25,-2.4206764032186,51.3191076981841,"(51.319108, -2.420676)",15,71,395,22,1
BS395RF,OK,N,12.8,13.4,16.6,N,7,-2.54624088239164,51.3304853088544,"(51.330485, -2.546241)",5,35,96,20,1
BS394BG,OK,N,7.7,7.6,8.1,N,7,-2.54674859892868,51.3695252698874,"(51.369525, -2.546749)",7,74,400,20,1
BA22DE,OK,Y,18.9,15.5,30,Y,29,-2.37362932350411,51.3691175717104,"(51.369118, -2.373629)",18,5,253,17,1
BA26LH,No Data,,,,,Y,0,-2.35308553234607,51.3875603369602,"(51.38756, -2.353086)",36,96,498,6,1
BS397NT,No Data,,,,,Y,0,-2.50208598176044,51.3090306968433,"(51.309031, -2.502086)",13,68,362,23,1
BA29BQ,Insufficient Premises,,,,,N,2,-2.4368646079677,51.3781691890138,"(51.378169, -2.436865)",9,28,68,22,1
BA33NS,OK,N,23.9,16.1,30,Y,6,-2.43766619446001,51.2889587649666,"(51.288959, -2.437666)",12,78,418,24,1
BS395TF,No Data,,,,,N,0,-2.5620340650738,51.3273533405956,"(51.327353, -2.562034)",2,7,269,20,1
BA16ST,No Data,,,,,Y,0,-2.34401070840633,51.4000587847298,"(51.400059, -2.344011)",23,58,220,4,1
BS408PP,No premises,,,,,N,0,-2.61096819362828,51.3657010707221,"(51.365701, -2.610968)",6,31,80,21,1
BA27AD,OK,N,7.8,7.8,9.8,N,8,-2.33491342517072,51.3629495133785,"(51.36295, -2.334913)",19,37,113,18,1
BS311JF,OK,Y,8.9,9.4,20,Y,15,-2.49305081533946,51.4015763318565,"(51.401576, -2.493051)",16,44,151,3,1
BA24AA,No Data,,,,,Y,0,-2.35693691824014,51.3801754823266,"(51.380175, -2.356937)",35,21,13,7,1
BA16AB,OK,N,19.4,10,30,Y,25,-2.35552251556225,51.3904842492687,"(51.390484, -2.355523)",36,96,485,6,1
BA25QR,OK,N,9.6,9.7,13.6,N,9,-2.354292076591,51.3577222380464,"(51.357722, -2.354292)",19,38,104,18,1
BS311PU,OK,Y,16.1,15.2,30,Y,10,-2.48438973880685,51.4063420919334,"(51.406342, -2.48439)",16,47,145,3,1
BA16RA,OK,Y,14.4,5.5,30,Y,18,-2.34643683093149,51.3977317858057,"(51.397732, -2.346437)",23,56,229,4,1
BA29DE,OK,Y,1.6,1.2,3.2,N,4,-2.42016074002716,51.3788327536558,"(51.378833, -2.420161)",9,28,68,22,1
BS312PF,OK,N,25.7,19.3,30,Y,14,-2.51360209163928,51.407503470051,"(51.407503, -2.513602)",37,51,176,2,1
BA28SP,OK,Y,17.3,2.4,30,Y,31,-2.41996270192602,51.3132386153415,"(51.313239, -2.419963)",15,72,376,22,1
BA25EF,OK,N,11.8,12.3,16.9,N,7,-2.3457378032651,51.3603194435428,"(51.360319, -2.345738)",19,37,103,18,1
BA23QS,OK,N,17.6,22.4,22.4,Y,3,-2.3703933344716,51.3810958027897,"(51.381096, -2.370393)",33,112,559,12,1
BS311LF,OK,N,30,30,30,Y,20,-2.49144724183855,51.3981572359681,"(51.398157, -2.491447)",16,44,151,3,1
BA13RN,OK,N,18.8,5.5,30,Y,5,-2.39706436391308,51.3913308639658,"(51.391331, -2.397064)",29,18,314,8,1
BA26ER,OK,N,13.2,8.6,30,Y,21,-2.34693524791486,51.381922954055,"(51.381923, -2.346935)",22,30,75,12,1
BS312RD,OK,N,30,30,30,Y,13,-2.51271979337244,51.4070307755064,"(51.407031, -2.51272)",37,51,176,2,1
BA28LU,OK,Y,2.2,1.9,4.7,Y,13,-2.41277691635477,51.3071137806416,"(51.307114, -2.412777)",10,114,57,10,1
BA26AS,OK,N,15.5,7.5,30,Y,5,-2.34060813862687,51.3735522847074,"(51.373552, -2.340608)",33,110,558,12,1
BA27SB,OK,N,5.8,5.8,7.3,N,7,-2.33185318376765,51.3250850285281,"(51.325085, -2.331853)",10,113,54,10,1
BA25BL,OK,Y,14.5,17.6,20.5,N,13,-2.36668621567279,51.3577380261491,"(51.357738, -2.366686)",18,4,262,17,1
BA33NN,OK,Y,25.1,19.3,30,Y,11,-2.43697797882252,51.2889703286009,"(51.28897, -2.436978)",12,78,418,24,1
BS313LA,OK,Y,22.5,9.7,30,N,21,-2.4678803648777,51.400240903145,"(51.400241, -2.46788)",17,82,434,16,1
BS312HP,OK,Y,25.5,20,30,Y,14,-2.5097601051839,51.4136705605466,"(51.413671, -2.50976)",24,50,163,1,1
BA17PP,OK,N,14.4,14.9,19.2,N,22,-2.30952591986424,51.4043630965699,"(51.404363, -2.309526)",1,26,42,10,1
BS394AB,OK,N,8.1,8.1,8.1,N,3,-2.55053709644377,51.3739854153369,"(51.373985, -2.550537)",7,74,399,20,1
BA26TA,OK,Y,7.6,2.1,30,Y,7,-2.32384229311157,51.3959081987021,"(51.395908, -2.323842)",1,27,30,10,1
BA22HA,OK,Y,30,30,30,Y,6,-2.3827376864234,51.3692230292843,"(51.369223, -2.382738)",31,66,358,14,1
BA14DA,OK,Y,8,2.7,30,Y,7,-2.38951891038153,51.3963915397268,"(51.396392, -2.389519)",20,108,540,5,1
BA15HU,OK,N,30,25.2,30,Y,6,-2.36115526581151,51.3885338037595,"(51.388534, -2.361155)",21,59,245,7,1
BS397YX,OK,Y,11.9,2.9,30,Y,44,-2.49942858472733,51.3060837512513,"(51.306084, -2.499429)",13,69,366,23,1
BA15JG,No Data,,,,,N,0,-2.35383229641447,51.3949402436527,"(51.39494, -2.353832)",36,93,502,6,1
BS395UP,OK,Y,2.6,2.6,4,N,14,-2.59234271052672,51.3326799475718,"(51.33268, -2.592343)",4,33,90,21,1
BS406DL,Insufficient Premises,,,,,N,2,-2.63457124141407,51.2941802983826,"(51.29418, -2.634571)",2,6,271,21,1
BA21QA,OK,N,30,30,30,Y,4,-2.39701270141665,51.3754067536072,"(51.375407, -2.397013)",28,89,472,11,1
BA21PS,No Data,,,,,Y,0,-2.40443417679799,51.3730614969682,"(51.373061, -2.404434)",28,90,471,11,1
BA17HD,Insufficient Premises,,,,,N,2,-2.31968818524069,51.4123653274599,"(51.412365, -2.319688)",1,23,40,10,1
BA12DU,No premises,,,,,N,0,-2.36240626559351,51.3849872177837,"(51.384987, -2.362406)",35,22,4,7,1
BA24EW,Insufficient Premises,,,,,Y,2,-2.35211325095945,51.3844611358569,"(51.384461, -2.352113)",35,21,3,7,1
BS395TL,OK,N,2.8,2.6,3.5,N,3,-2.58412496965365,51.3400046064251,"(51.340005, -2.584125)",4,33,91,21,1
BA32RS,OK,N,16.9,13.4,30,Y,8,-2.49169269105495,51.2882946579527,"(51.288295, -2.491693)",11,10,286,25,1
BA11RJ,Insufficient Premises,,,,,Y,2,-2.36172525416955,51.3824536688095,"(51.382454, -2.361725)",35,20,11,7,1
BA32DQ,OK,N,18.7,20.1,23.1,Y,13,-2.47805983674049,51.2887198055113,"(51.28872, -2.47806)",11,11,290,25,1
BA29AD,Insufficient Premises,,,,,N,2,-2.49383088946365,51.3525501497877,"(51.35255, -2.493831)",8,40,130,16,1
BA18BJ,OK,N,7.2,7.8,10,N,7,-2.34444045604796,51.411333044806,"(51.411333, -2.34444)",1,25,51,10,1
BA23NT,OK,N,25,10.2,30,Y,21,-2.37309761782203,51.3726260321179,"(51.372626, -2.373098)",31,64,354,14,1
BS395XB,OK,Y,2.3,2.4,4.2,N,22,-2.59512402551596,51.3324230643456,"(51.332423, -2.595124)",4,33,92,21,1
BS406JA,OK,N,6.3,6.8,7.6,N,12,-2.6556766083089,51.3108788260277,"(51.310879, -2.655677)",4,32,86,21,1
BA23BT,OK,N,30,20.2,30,Y,10,-2.37584039147183,51.381249289267,"(51.381249, -2.37584)",33,112,560,12,1
BA21LJ,OK,Y,26.3,30,30,Y,7,-2.3960247547809,51.3708063449306,"(51.370806, -2.396025)",27,83,436,15,1
BA12EJ,No premises,,,,,N,0,-2.36253267821735,51.3846181675672,"(51.384618, -2.362533)",35,22,4,7,1
BA26HA,OK,N,12.1,6.7,30,Y,4,-2.33887604295745,51.3782869394965,"(51.378287, -2.338876)",22,29,77,12,1
BA23FL,No Data,,,,,N,0,-2.37391112325307,51.3825412767564,"(51.382541, -2.373911)",32,103,538,13,1
BA21PW,OK,Y,22.6,20,30,Y,28,-2.40202020435453,51.3746523497504,"(51.374652, -2.40202)",27,86,452,15,1
BA22UA,No Data,,,,,N,0,-2.37633052987715,51.3586785300422,"(51.358679, -2.376331)",30,60,331,19,1
BS312AT,OK,N,6.4,3.8,12.3,N,3,-2.51175569194987,51.4224017633634,"(51.422402, -2.511756)",24,48,161,1,1
BA33QN,OK,Y,15.2,11.1,30,Y,27,-2.45215104583747,51.2832568132446,"(51.283257, -2.452151)",12,79,420,24,1
BA32XL,Insufficient Data,,,,,Y,2,-2.47734695045597,51.2932636017955,"(51.293264, -2.477347)",11,8,277,25,1
BS311HU,OK,Y,30,20,30,Y,7,-2.49291449532399,51.4089500860871,"(51.40895, -2.492914)",16,46,142,3,1
BA22WZ,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA15QJ,OK,N,14.7,7.2,30,Y,18,-2.36246289307699,51.3976023573722,"(51.397602, -2.362463)",21,59,236,7,1
BA10NY,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA12RN,Insufficient Premises,,,,,Y,2,-2.36249488196689,51.3889252984664,"(51.388925, -2.362495)",21,2,249,7,1
BS140QY,No Data,,,,,N,0,-2.54796236699293,51.3929700490598,"(51.39297, -2.547962)",7,74,398,20,1
BS313AD,OK,N,26.8,20,30,N,22,-2.46033893139735,51.3979149622688,"(51.397915, -2.460339)",17,81,425,16,1
BS395ED,No Data,,,,,N,0,-2.58906660183328,51.3066560900844,"(51.306656, -2.589067)",2,6,273,21,1
BS394DF,OK,Y,1.6,1.6,2.8,N,4,-2.57767742508892,51.3558531671324,"(51.355853, -2.577677)",5,34,101,20,1
BS408RN,OK,N,16.8,18.8,23.1,N,7,-2.60626836677085,51.367667718564,"(51.367668, -2.606268)",6,31,81,21,1
BA11QX,No premises,,,,,N,0,-2.36016750881892,51.3798778563268,"(51.379878, -2.360168)",35,20,12,7,1
BA28PW,OK,Y,20.1,30,30,Y,11,-2.41621572448975,51.3193304556555,"(51.31933, -2.416216)",15,70,390,22,1
BA12AB,OK,N,19,19.7,20.5,Y,3,-2.36323732085118,51.3810552769346,"(51.381055, -2.363237)",34,55,196,9,1
BA21PY,OK,Y,17.8,13,30,Y,34,-2.40225574440756,51.3752989436901,"(51.375299, -2.402256)",28,90,474,11,1
BS395SP,OK,N,6.4,6.8,8.1,N,14,-2.53983634883989,51.3290043896807,"(51.329004, -2.539836)",5,35,99,20,1
BA22DY,OK,Y,5,4.8,15,N,25,-2.37424603605273,51.353146306897,"(51.353146, -2.374246)",30,61,327,19,1
BA28BG,OK,Y,1.1,1,1.9,Y,7,-2.41807675374947,51.3346188467936,"(51.334619, -2.418077)",9,28,65,22,1
BA22TS,OK,Y,7.2,7.7,10.5,N,40,-2.38554210652422,51.3610583419564,"(51.361058, -2.385542)",30,62,582,19,1
BA23ET,No Data,,,,,Y,0,-2.37344055287377,51.3812210001641,"(51.381221, -2.373441)",33,112,559,12,1
BA15JJ,OK,N,18.7,13.6,30,Y,17,-2.35952751164395,51.3917128727962,"(51.391713, -2.359528)",21,59,239,7,1
BA24SL,OK,N,22.3,7.3,30,Y,8,-2.36307835581764,51.3718662583828,"(51.371866, -2.363078)",18,3,255,17,1
BS140QQ,No Data,,,,,Y,0,-2.5544423505953,51.4058696390442,"(51.40587, -2.554442)",7,75,403,20,1
BA32SN,OK,N,10.3,6.7,30,Y,9,-2.49203175207016,51.2958643765124,"(51.295864, -2.492032)",13,67,373,23,1
BA20PH,OK,Y,2.3,2.7,3,N,3,-2.445468856709,51.323188167969,"(51.323188, -2.445469)",9,28,62,22,1
BA17EE,OK,N,18.2,17.8,22.3,N,6,-2.32084485135351,51.4091701348791,"(51.40917, -2.320845)",1,23,40,10,1
BS394AP,OK,N,6.2,7.6,7.9,N,3,-2.54790506088359,51.3701313046706,"(51.370131, -2.547905)",7,74,400,20,1
BA32DU,OK,N,19.7,21.1,24.2,N,11,-2.47773161634146,51.2888740073513,"(51.288874, -2.477732)",11,11,290,25,1
BA11NT,No premises,,,,,N,0,-2.35861136716721,51.3811594518798,"(51.381159, -2.358611)",35,20,12,7,1
BA15PX,Insufficient Premises,,,,,Y,2,-2.36345728462672,51.3961156512094,"(51.396116, -2.363457)",21,1,234,7,1
BA14BU,OK,N,11,5.9,30,Y,12,-2.39010476994128,51.3959849646568,"(51.395985, -2.390105)",20,108,549,5,1
BA11AG,Insufficient Premises,,,,,Y,2,-2.3632289879371,51.3800032752815,"(51.380003, -2.363229)",34,55,196,9,1
BS311AN,OK,N,29.7,20.8,30,Y,24,-2.49947333852472,51.4091920557748,"(51.409192, -2.499473)",37,52,179,2,1
BA23NR,Insufficient Premises,,,,,Y,2,-2.37584760723022,51.3733635488823,"(51.373364, -2.375848)",31,64,353,14,1
BS312DR,OK,N,30,21,30,Y,31,-2.50528127376986,51.4169539401264,"(51.416954, -2.505281)",24,49,171,1,1
BS394DG,OK,Y,2.6,2.5,6.3,N,16,-2.57774346521535,51.356536217084,"(51.356536, -2.577743)",5,34,102,20,1
BA33UG,OK,N,20.5,17.1,30,Y,8,-2.46179733761932,51.2886322438361,"(51.288632, -2.461797)",26,99,507,26,1
BA32QJ,OK,N,18.4,15.4,30,Y,28,-2.49027492153336,51.2884714511502,"(51.288471, -2.490275)",11,10,286,25,1
BA26ST,OK,Y,29.7,30,30,Y,11,-2.32729743719829,51.3946667357256,"(51.394667, -2.327297)",1,27,30,10,1
BA18EA,Insufficient Premises,,,,,N,2,-2.30549684163997,51.3951752218689,"(51.395175, -2.305497)",1,24,45,10,1
BA13DX,OK,N,20.9,9.9,30,Y,15,-2.3888947491881,51.3838142547876,"(51.383814, -2.388895)",29,15,326,8,1
BA28QZ,OK,Y,2,2.2,2.7,N,4,-2.37628840905064,51.3237547028579,"(51.323755, -2.376288)",10,114,61,10,1
BA21AQ,OK,N,26.7,20,30,Y,36,-2.38482499912845,51.3748809627442,"(51.374881, -2.384825)",32,104,534,13,1
BA32DJ,OK,N,20.7,14.1,30,Y,26,-2.47638462277592,51.2931236531522,"(51.293124, -2.476385)",11,8,279,25,1
BA12LZ,Insufficient Data,,,,,Y,1,-2.37230620861217,51.386628614678,"(51.386629, -2.372306)",34,115,205,9,1
BA17DW,OK,N,16.8,19.6,23.1,N,6,-2.32307241905418,51.4049559241799,"(51.404956, -2.323072)",1,23,32,10,1
BA11JT,Insufficient Data,,,,,N,2,-2.35791227339851,51.3799567046994,"(51.379957, -2.357912)",35,20,12,7,1
BA27EX,OK,Y,3.7,3.4,6.4,N,6,-2.32909073063298,51.3561592984343,"(51.356159, -2.329091)",10,113,56,10,1
BA21EY,No premises,,,,,Y,0,-2.38813253670377,51.3803459906327,"(51.380346, -2.388133)",32,102,523,13,1
BA10TL,Insufficient Premises,,,,,N,2,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BA23DP,No premises,,,,,Y,0,-2.37257529976065,51.3808371136189,"(51.380837, -2.372575)",33,112,559,12,1
BA33LL,Insufficient Data,,,,,Y,2,-2.43038701073155,51.2880236341564,"(51.288024, -2.430387)",12,78,416,24,1
BS312QD,OK,Y,21.6,20,30,Y,18,-2.50657661602332,51.4066528753769,"(51.406653, -2.506577)",37,53,190,2,1
BA16QZ,OK,N,20,6.7,30,Y,21,-2.34764327036582,51.3976023275318,"(51.397602, -2.347643)",23,57,225,4,1
BA16DW,OK,N,7.9,8,12.3,N,10,-2.35338946360334,51.3934309810592,"(51.393431, -2.353389)",36,93,494,6,1
BS397RU,OK,N,4.5,4.8,5.8,Y,12,-2.50475876845158,51.304199576558,"(51.3042, -2.504759)",13,67,367,23,1
BS140QL,OK,N,12.1,11.5,16.2,Y,9,-2.54834649966243,51.4046574756742,"(51.404657, -2.548346)",7,75,403,20,1
BA17NY,OK,Y,13.8,15.7,21.3,N,45,-2.31750788791027,51.4110494888416,"(51.411049, -2.317508)",1,23,33,10,1
BA26PZ,OK,N,13.2,14.3,17.3,N,19,-2.35652051153641,51.3876038797212,"(51.387604, -2.356521)",35,20,16,7,1
BA27HR,OK,Y,7.1,6.9,12.5,N,22,-2.33724333788331,51.3614142343331,"(51.361414, -2.337243)",19,37,113,18,1
BA17EQ,OK,N,16.1,19.5,20.9,N,3,-2.32006101753348,51.4122204430957,"(51.41222, -2.320061)",1,23,40,10,1
BA22ST,OK,Y,19.8,9,30,Y,14,-2.38317781728354,51.3565612485456,"(51.356561, -2.383178)",30,60,333,19,1
BA12LJ,Insufficient Premises,,,,,Y,2,-2.36470084998091,51.3862119544099,"(51.386212, -2.364701)",35,22,23,7,1
BS396TQ,OK,Y,2.9,3.1,5.1,N,3,-2.53331452939173,51.3000625871135,"(51.300063, -2.533315)",3,43,131,23,1
BA26RB,OK,N,9.1,7.6,25.7,Y,9,-2.35488244467046,51.3894881151337,"(51.389488, -2.354882)",36,96,498,6,1
BS397SA,OK,Y,4.9,2.4,10.5,Y,3,-2.49437202179747,51.3000986674055,"(51.300099, -2.494372)",13,67,372,23,1
BA26JU,OK,Y,15.7,9.4,30,Y,11,-2.3421560075954,51.3826833260116,"(51.382683, -2.342156)",22,30,73,12,1
BA12JN,No premises,,,,,N,0,-2.36171570843162,51.3830651328269,"(51.383065, -2.361716)",35,20,11,7,1
BS397QL,Insufficient Premises,,,,,Y,2,-2.50077170989795,51.3055924535443,"(51.305592, -2.500772)",13,69,366,23,1
BA11UQ,OK,N,9.1,8.9,15.6,Y,5,-2.3611431961709,51.379704009195,"(51.379704, -2.361143)",35,20,14,7,1
BS396HQ,Insufficient Data,,,,,N,1,-2.50964482626107,51.3205255534067,"(51.320526, -2.509645)",3,42,135,23,1
BA33DQ,OK,Y,10.9,13.5,16.1,Y,9,-2.45900557502287,51.303461781407,"(51.303462, -2.459006)",12,76,405,24,1
BA26TP,Insufficient Data,,,,,Y,2,-2.32233829235538,51.396649663981,"(51.39665, -2.322338)",1,27,30,10,1
BA23AD,OK,N,24.1,7.9,30,Y,12,-2.37073517502948,51.3736136311536,"(51.373614, -2.370735)",18,5,250,17,1
BS312RA,OK,Y,9.1,9.8,18,Y,7,-2.51436000849294,51.4071404772712,"(51.40714, -2.51436)",37,51,176,2,1
BA29DD,No Data,,,,,N,0,-2.42256196784101,51.3790219315112,"(51.379022, -2.422562)",9,28,68,22,1
BA23WD,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA17NP,No premises,,,,,N,0,-2.31737254013103,51.4060415147272,"(51.406042, -2.317373)",1,23,35,10,1
BA11UD,No Data,,,,,N,0,-2.36066998167898,51.3779970465653,"(51.377997, -2.36067)",35,20,12,7,1
BA32RZ,OK,N,14.5,13.8,30,Y,27,-2.49330907823118,51.287919189553,"(51.287919, -2.493309)",11,10,286,25,1
BA21RT,OK,Y,21.2,5.6,30,Y,4,-2.40698081744948,51.3832043053529,"(51.383204, -2.406981)",28,91,477,11,1
BA33SH,OK,N,14.9,14.9,20.5,Y,9,-2.45961675207884,51.2885419175729,"(51.288542, -2.459617)",26,99,506,26,1
BA22DJ,OK,N,30,30,30,Y,14,-2.37825280146952,51.3723487333847,"(51.372349, -2.378253)",31,65,355,14,1
BS313JN,OK,N,27.6,20,30,N,5,-2.45010509323009,51.3979727182341,"(51.397973, -2.450105)",17,81,424,16,1
BA13NH,OK,N,4.4,4.7,7.1,N,11,-2.38937101651289,51.3908261853799,"(51.390826, -2.389371)",29,16,316,8,1
BA25QX,OK,N,18.2,19.3,22.4,N,12,-2.36087417189447,51.3582955883372,"(51.358296, -2.360874)",19,36,119,18,1
BA26QG,Insufficient Premises,,,,,Y,2,-2.35084131824347,51.3872523734786,"(51.387252, -2.350841)",36,96,499,6,1
BS395BS,Insufficient Premises,,,,,N,2,-2.5404675395022,51.3167725961701,"(51.316773, -2.540468)",2,7,268,20,1
BA14AY,OK,N,21.1,20.6,30,Y,6,-2.38699243018679,51.3950781395716,"(51.395078, -2.386992)",20,107,551,5,1
BA24LP,OK,N,13.7,7.6,30,Y,18,-2.35452747120693,51.3714608594,"(51.371461, -2.354527)",33,110,575,12,1
BA33SG,Insufficient Premises,,,,,Y,2,-2.45668635937854,51.2894795501699,"(51.28948, -2.456686)",26,99,508,26,1
BS395SL,Insufficient Premises,,,,,N,2,-2.54101119081214,51.328828122188,"(51.328828, -2.541011)",5,35,99,20,1
BA29BL,Insufficient Premises,,,,,N,2,-2.43766549641727,51.377779555167,"(51.37778, -2.437665)",9,28,68,22,1
BS397XD,OK,N,16.6,4,30,Y,6,-2.5111211349535,51.3074629813365,"(51.307463, -2.511121)",13,68,374,23,1
BA11EP,OK,Y,13.2,14.4,22,Y,9,-2.36191875465852,51.3814819688894,"(51.381482, -2.361919)",35,20,10,7,1
BA26HU,No premises,,,,,Y,0,-2.34365029050623,51.3865004131893,"(51.3865, -2.34365)",22,29,71,12,1
BA18BR,OK,N,5.8,6.3,6.4,N,3,-2.34634675158313,51.4143396208821,"(51.41434, -2.346347)",1,25,51,10,1
BS397QQ,OK,N,3.4,3.5,4.2,Y,5,-2.50234156291264,51.306161204561,"(51.306161, -2.502342)",13,68,363,23,1
BA32AU,OK,N,25.6,19,30,Y,15,-2.47669116687006,51.2894896961144,"(51.28949, -2.476691)",11,11,289,25,1
BA16DX,OK,N,30,9.5,30,Y,9,-2.35539560149524,51.3926516268096,"(51.392652, -2.355396)",36,94,493,6,1
BS312EJ,OK,N,30,20,30,Y,18,-2.50718920748479,51.4152372783886,"(51.415237, -2.507189)",24,50,160,1,1
BA29DD,Insufficient Premises,,,,,N,2,-2.42256196784101,51.3790219315112,"(51.379022, -2.422562)",9,28,68,22,1
BS408QZ,OK,N,11.9,12.2,21.3,N,7,-2.60921461292158,51.3677783151765,"(51.367778, -2.609215)",6,31,78,21,1
BA26PB,OK,N,22.4,13.3,30,Y,15,-2.35405252532298,51.3880969178388,"(51.388097, -2.354053)",36,96,498,6,1
BA10PR,No premises,,,,,N,0,-2.3555616880202,51.37885788809,"(51.378858, -2.355562)",35,21,13,7,1
BA14HH,OK,Y,8.1,3.3,30,Y,27,-2.39197429603426,51.4011399394863,"(51.40114, -2.391974)",20,106,553,5,1
BS394JD,OK,N,7.3,7.3,8.1,N,4,-2.54532747978623,51.3780740564462,"(51.378074, -2.545327)",7,74,398,20,1
BS397QJ,OK,Y,3.6,3.7,5.1,Y,10,-2.50116117124833,51.3057886071555,"(51.305789, -2.501161)",13,69,366,23,1
BA23LF,OK,N,30,30,30,Y,28,-2.37578748790695,51.3765468034267,"(51.376547, -2.375787)",31,63,348,14,1
BA14LH,OK,Y,18.3,18.3,30,Y,5,-2.40251862863609,51.4036128513629,"(51.403613, -2.402519)",20,105,552,5,1
BA14LT,OK,Y,6.2,3,30,Y,10,-2.40072593757752,51.404104547963,"(51.404105, -2.400726)",20,105,552,5,1
BA34PZ,OK,N,19.5,15.4,30,Y,21,-2.47571024475622,51.2819944745213,"(51.281994, -2.47571)",26,100,517,26,1
BA12RE,No Data,,,,,Y,0,-2.3618680588271,51.3878032775976,"(51.387803, -2.361868)",21,2,249,7,1
BA14BW,OK,Y,20.2,7.6,30,Y,24,-2.38898354061099,51.3942802763261,"(51.39428, -2.388984)",20,107,551,5,1
BA29HY,No Data,,,,,N,0,-2.46586636629647,51.3661433758978,"(51.366143, -2.465866)",8,40,130,16,1
BA32SJ,Insufficient Premises,,,,,Y,2,-2.49278914485197,51.2929298457948,"(51.29293, -2.492789)",11,10,280,25,1
BA10SP,No Data,,,,,N,0,-2.35879075452497,51.382049079234,"(51.382049, -2.358791)",35,20,12,7,1
BA34PY,OK,N,20.8,15.4,30,Y,12,-2.47652998762188,51.2822339198624,"(51.282234, -2.47653)",26,100,517,26,1
