Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles,id,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
2006,77950,South West,Bath and North East Somerset,A36,PU,373000,164660,Connection Rd,A3604,0.74,20,22,3251,82,568,106,17,7,4,6,12,151,4074,8cc06d7c98366632adc908e49a8ebe3a76a12822,"(51.38035, -2.38934)",32,103,578,13,1
2006,77951,South West,Bath and North East Somerset,A36,TR,378950,164000,"Hanton Hill, Bathampton",B3108,2.85,11,55,9238,94,960,317,50,50,46,96,217,776,11123,312726152920f075e68415be8a22537f3f128375,"(51.37467, -2.30381)",1,27,49,10,1
2006,77952,South West,Bath and North East Somerset,A4,PU,372500,165230,Old Newbridge Hill,A431,0.86,18,109,5231,82,646,78,5,1,2,7,3,96,6163,e538ba5342aed6b45e724a04faee785b994ce8ae,"(51.38544, -2.39657)",29,17,317,8,1
2006,77953,South West,Bath and North East Somerset,A363,PU,378660,167000,Bathford Hill,A4,0.12,0,4,439,1,61,15,2,2,1,1,4,25,531,bd3f42e6cafeb83a6386883cd0204ebeaa4b0858,"(51.40162, -2.30815)",1,26,41,10,1
2006,77954,South West,Bath and North East Somerset,A431,PU,372600,165500,A4,Penn Hill Rd,0.8,30,9,1597,14,220,21,2,4,1,1,1,29,1870,bf234dbbaba2fcb778cd8e1ffac34fa58c5aeb6c,"(51.38787, -2.39515)",29,16,319,8,1
2006,77976,South West,Bath and North East Somerset,A37,PU,361230,168000,Staunton Lane,LA Boundary,0.31,2,29,1541,12,242,59,10,6,3,15,30,122,1947,49a7fda6f57c0969850f9da2ed01d2eee95f3f42,"(51.40969, -2.55882)",7,75,402,20,1
2006,78006,South West,Bath and North East Somerset,A4175,PU,365100,168910,road to Stockwood Hill,B3116,0.37,14,17,1435,22,249,43,7,1,1,2,9,62,1785,0f502e3d7fc88ff04de86412b38817ba8c66f241,"(51.41813, -2.50327)",24,49,171,1,1
2006,78024,South West,Bath and North East Somerset,A362,PR,370250,154360,Manor Rd,LA Boundary,0.12,1,3,237,3,59,10,2,2,0,1,5,20,321,d6251e48451fafd4ae97487d3ad81b669c38641a,"(51.2876, -2.42799)",12,78,416,24,1
2006,99383,South West,Bath and North East Somerset,A4,TR,377610,166610,A46,A363,1.3,4,141,8778,57,1214,231,36,61,20,34,44,427,10617,44e133c1fd3f89b3ce66b8717617e125b65ef77a,"(51.39808, -2.32322)",1,24,31,10,1
2007,6133,South West,Bath and North East Somerset,A4,PU,375000,165200,Broad St,A3039,0.31,21,11,1275,4,225,24,2,0,0,0,0,27,1543,d803557c832f7370bbc32cba2e152dda71c1fbad,"(51.3853, -2.36064)",35,20,7,7,1
2007,6134,South West,Bath and North East Somerset,A4,PR,365000,169290,A4174/A4175,B3116,1.73,20,424,13745,104,2383,469,75,38,22,55,139,798,17453,ecde8928e45ca332dfc631a88a98244e689f977f,"(51.42154, -2.50474)",24,49,171,1,1
2007,6382,South West,Bath and North East Somerset,A37,PR,361700,165000,B3130,Staunton Lane,1.98,21,125,8175,65,1460,316,59,52,32,99,208,766,10590,27bb6c7be5b134cb899c4f783143fd6276937227,"(51.38275, -2.55174)",7,74,399,20,1
2007,6990,South West,Bath and North East Somerset,A36,PU,375300,164240,A367 roundabout,A3062 roundabout,0.31,20,35,2415,25,335,63,10,4,3,6,20,106,2916,5ef9eb8ea96a1bec43357d34de94f4fe29d697f1,"(51.37668, -2.35627)",33,109,567,12,1
2007,7128,South West,Bath and North East Somerset,A367,PU,374700,164540,Avon St,A4,0.43,13,19,1165,25,136,16,0,1,0,0,0,18,1362,304d04178b901975ff938c6147a94bf6596fb215,"(51.37935, -2.36491)",34,55,196,9,1
2007,7937,South West,Bath and North East Somerset,A4,PR,372000,165640,Broadway,Old Newbridge Hill,0.24,5,28,1337,20,184,20,1,0,0,2,1,25,1594,e7588f55a192d93d204401db37b86d3c26a223b6,"(51.3891, -2.40378)",29,18,313,8,1
2007,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,0.93,6,20,1815,19,381,42,8,6,1,1,8,66,2300,f689e65051c5a3cbdc595c27abb56446699dacef,"(51.29284, -2.48899)",11,10,280,25,1
2007,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.12,9,7,573,12,86,19,3,2,1,2,4,30,708,da8715a877254870fa7da5cc80e6ccbc11c2f02c,"(51.38601, -2.35175)",35,21,24,7,1
2007,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,0.93,6,87,3784,23,789,180,22,27,10,16,53,307,4989,40ab92a41974eb26023d0eefe956c504f4e679a9,"(51.38336, -2.40086)",28,92,478,11,1
2007,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,3.54,3,282,11388,129,2172,521,145,164,65,233,198,1325,15296,b1010c832080efa6f67d085c7b7cd3e2f31a12fd,"(51.33781, -2.54832)",5,34,95,20,1
2007,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,2.17,17,156,7408,72,1199,192,10,12,6,13,4,237,9072,5b2aa177a354e37acf9a5b988fe37d13d66285c9,"(51.338, -2.5067)",8,40,126,16,1
2007,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Rd roundabout,1.05,14,66,5662,73,878,112,18,14,1,4,19,168,6847,fa784b0be62cedd3a76a62cc728f99fbdc938610,"(51.34577, -2.40269)",9,28,67,22,1
2007,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.05,12,21,1697,44,198,22,5,0,0,0,1,29,1990,021f8041d37a98ad021c77dc2374e6716a7db410,"(51.37453, -2.35151)",33,110,574,12,1
2007,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.31,15,38,1780,15,275,61,11,8,5,8,31,123,2232,338e9a636ddf9ce55335425cd2ff48f7b0301a92,"(51.388, -2.35434)",35,21,19,7,1
2007,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.06,1,1,74,3,13,2,0,0,0,0,0,2,93,7ee14e09ed37f01bc004283f966770be7f2d3b08,"(51.38467, -2.3605)",35,20,7,7,1
2007,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,1.24,41,113,8313,186,1258,241,28,21,40,91,53,474,10345,cc4ba055f7ac55cec9ecce9b4adbe050b11120c3,"(51.39432, -2.34634)",36,95,490,4,1
2007,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,3.1,68,534,22115,284,3565,729,98,74,51,108,66,1125,27623,0b837d4408167948cbf26f6a1eca150853619d14,"(51.38774, -2.43252)",9,28,68,22,1
2007,26381,South West,Bath and North East Somerset,A36,TU,376000,165451,Sydney Rd/Beckford Rd,"Hantone Hill, Bathampton",1.18,21,40,5531,58,620,143,24,17,12,36,45,277,6525,150856275ce8afb52a6a3b4b56fcfce309886957,"(51.3876, -2.34629)",22,30,72,12,1
2007,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,0.62,3,21,1198,10,203,53,11,4,2,6,8,83,1515,d99063eda62ed843ce06124445ac957a83ead876,"(51.31094, -2.52505)",3,43,136,23,1
2007,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,0.68,16,82,4480,72,546,190,18,11,10,28,21,279,5459,470ac5b21f00a2346dd1bb6b21ca911d68fce0ab,"(51.38353, -2.35143)",35,21,3,7,1
2007,27025,South West,Bath and North East Somerset,A367,PU,368000,154500,LA boundary,A362,1.61,22,94,6186,112,829,120,35,17,9,22,13,217,7439,4f9da706c30698e467351fee00f363db0a3a001f,"(51.28874, -2.46026)",26,99,507,26,1
2007,27026,South West,Bath and North East Somerset,A368,PR,360000,161000,B3114,A37,5.59,29,125,10302,92,1204,247,39,16,8,12,22,345,12068,f572e3d8d599cd0be8b27ff1370faa40b6d687ad,"(51.34667, -2.57571)",6,31,79,21,1
2007,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,0.68,57,46,3355,116,589,88,10,1,0,0,0,100,4205,e6e95058d39fd4faa15dc1b43304d84d65af8509,"(51.38525, -2.37502)",34,115,205,9,1
2007,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,1.49,80,44,5507,61,615,42,17,0,1,0,0,60,6286,9917a65240016e3e4d9e280aa2db60d25d1b5b34,"(51.35886, -2.36044)",19,36,121,18,1
2007,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.31,14,8,915,20,166,36,5,4,4,6,19,75,1184,b6e7299b9095b4ee407c18fcd9563e9751359d8b,"(51.38752, -2.34941)",36,96,499,6,1
2007,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.37,7,8,889,12,212,26,2,1,0,0,0,30,1150,f173f5a9215d2e155bcce8e52da8ec9be6c1441a,"(51.38349, -2.36494)",34,55,193,9,1
2007,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,1.98,2,167,7982,61,1605,306,54,33,15,65,216,687,10502,cc7e2806d1ce63a457dd9a80986265fcb698b0cd,"(51.37376, -2.55062)",7,74,399,20,1
2007,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,3.72,37,248,13928,60,1667,267,57,34,30,34,26,448,16350,883bf88cd7d34a638e5ff1cffb21540b40dd4548,"(51.38594, -2.4325)",9,28,68,22,1
2007,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,1.86,54,166,9540,389,1048,162,33,33,5,20,15,267,11410,fa76c408a54b7ace26a3d992a7e98619dbc1fc63,"(51.3772, -2.36345)",33,109,,12,1
2007,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.55,44,5,387,98,68,16,3,0,0,0,0,19,577,0294cfd5cf988299dff6366297d83eb38ac7c53a,"(51.3831, -2.35941)",35,20,11,7,1
2007,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,1.92,5,51,5263,6,812,129,22,7,2,8,13,181,6312,810b17a794cd60ceb5affc351c9d6affb589b4a1,"(51.38367, -2.29912)",1,24,45,10,1
2007,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,0.86,15,193,7894,125,1379,260,34,23,8,15,52,393,9985,4f0148020713bbf9eea0855d133f7f2f5a46c741,"(51.3878, -2.41814)",9,28,68,22,1
2007,46389,South West,Bath and North East Somerset,A37,PR,362930,156000,A362,A39,0.86,2,71,4535,29,1031,241,50,29,13,25,145,503,6169,1a79350509f95046c1560d2237ba6efcd398713d,"(51.30191, -2.53312)",3,43,131,23,1
2007,46421,South West,Bath and North East Somerset,A39,PR,364000,157500,B3355,B3115,1.73,15,87,5049,61,846,119,36,23,8,12,8,206,6249,b83ae834eb653e31129c342442bd40fed573af17,"(51.31547, -2.51793)",3,43,136,23,1
2007,47026,South West,Bath and North East Somerset,A362,PR,365000,154900,A37,B3355,1.86,24,101,5895,50,1099,218,31,18,6,19,83,375,7520,74672abf7bc2c509685fc9c30ec11f1f1924aaf0,"(51.29215, -2.50332)",13,67,373,23,1
2007,47031,South West,Bath and North East Somerset,A367,PR,370000,156940,A362,B3115,5.4,20,264,21784,209,2609,499,170,65,30,93,89,945,25811,c572e774ebcbfbf92dfc95ed6bea4e5fb57134c3,"(51.31078, -2.43179)",15,72,377,22,1
2007,47162,South West,Bath and North East Somerset,A431,PR,370000,167400,"Penn Hill Rd, Bath",LA boundary,2.85,19,188,6849,64,997,75,5,0,1,8,2,92,8190,2e4d776d301522af6e7fc105a40639fa8e5c5d15,"(51.40483, -2.43268)",1,25,50,10,1
2007,47897,South West,Bath and North East Somerset,A3604,PU,373580,165000,A4,A36,0.18,6,5,861,9,186,18,2,5,0,0,1,26,1086,b0d515453c4f5b99b9d2163563be37ad86efc86d,"(51.38344, -2.38103)",32,103,538,13,1
2007,48359,South West,Bath and North East Somerset,A367,PU,375005,164350,A36/A3064 roundabout,Broad Quay,0.06,4,3,298,14,36,4,0,0,0,0,0,5,357,56f124eb93fd09d7154df87ae532738c06afb2ad,"(51.37765, -2.36051)",35,20,12,7,1
2007,56111,South West,Bath and North East Somerset,A4,PR,380000,167630,A363,LA Boundary,1.24,12,67,4682,55,568,104,21,11,15,34,18,203,5575,8160acf2341bcd523f004bae5cd42089e6761abb,"(51.40734, -2.28893)",1,26,41,10,1
2007,56378,South West,Bath and North East Somerset,A36,TR,377840,160000,LA Boundary,LA Boundary,1.92,6,89,7259,32,983,224,33,13,34,103,117,524,8886,5b1830bc931b3bebbe8330df7b51c0e59f31a5c2,"(51.33865, -2.31951)",10,113,52,10,1
2007,56445,South West,Bath and North East Somerset,A4,PU,373300,165100,A431,A3604,0.18,8,25,1350,44,190,19,2,1,0,0,1,23,1631,d28cb940c771ed30d0fadc6d1fea4a8bf69f0f26,"(51.38432, -2.38506)",34,54,207,9,1
2007,56503,South West,Bath and North East Somerset,A46,TR,375273,170000,A4,LA Boundary,3.16,8,232,17715,76,3379,763,131,124,184,289,268,1759,23161,4ea6795258f6d8a149428acd50678c80ce38e165,"(51.42846, -2.35706)",1,25,51,10,1
2007,56952,South West,Bath and North East Somerset,A362,PU,368000,154759,B3355,A367,1.3,18,63,6057,62,768,103,18,12,12,20,13,178,7128,138c892da8bbe8128a5208d29b21a56791ec6c97,"(51.29106, -2.46029)",26,99,507,26,1
2007,57032,South West,Bath and North East Somerset,A368,PR,365000,161630,A37,A39,2.73,7,50,4543,25,706,110,13,12,3,3,20,161,5484,107e1e40b03301203ca917e13e59f959607c279e,"(51.35267, -2.50399)",8,40,130,16,1
2007,57046,South West,Bath and North East Somerset,A362,PU,370000,154560,A367,Manor Rd,0.86,3,23,1792,20,475,68,18,13,2,5,38,144,2454,e7cb1801e352aebbc729444da8bb6537b80011cd,"(51.28939, -2.43159)",12,78,416,24,1
2007,57290,South West,Bath and North East Somerset,A4175,PR,364728,169000,A4174 roundabout,road from Stockwood Hill,0.62,22,27,2197,38,431,73,11,2,2,2,15,107,2800,632ddd00fe926c978dc6f6e1d25f6ef76c8fcd74,"(51.41891, -2.50862)",24,49,171,1,1
2007,57772,South West,Bath and North East Somerset,A4,PU,375156,165673,A3039,A36,0.12,12,10,545,14,64,11,0,0,0,0,0,12,645,a93146ec327a86d81880c4c6cbe3c8928379e183,"(51.38955, -2.35844)",35,22,15,7,1
2007,57774,South West,Bath and North East Somerset,A3039,PU,375070,165290,Saracen St,A4 London Rd,0.31,26,9,564,29,67,10,1,0,0,0,0,12,680,8d958fd8e28aaa55df0cb8108fb7d4e78ecaf54f,"(51.38611, -2.35964)",35,22,17,7,1
2007,57934,South West,Bath and North East Somerset,A3604,PU,374000,164775,A36,A367 roundabout,0.99,51,110,6882,132,984,160,20,12,12,26,30,260,8368,9ae970349d8695ef12f21ca9ceb9739d38218dbc,"(51.38143, -2.37498)",32,103,538,13,1
2007,73016,South West,Bath and North East Somerset,A368,PR,355000,156980,LA boundary,B3114,2.98,22,50,4051,20,638,108,11,4,1,10,23,157,4915,e7978748b1658b0b3e95e432f8940e6f254d0c76,"(51.31015, -2.64699)",4,32,87,21,1
2007,73017,South West,Bath and North East Somerset,A37,PR,362894,155349,LA boundary,A362,0.12,0,6,507,3,122,22,4,3,2,4,12,48,686,f523167b86d7517076a368b9692c9b0e6140fe87,"(51.29605, -2.53357)",3,43,133,23,1
2007,73020,South West,Bath and North East Somerset,A36,TR,378080,162056,LA boundary,B3018,0.06,0,5,248,1,31,7,1,1,2,2,4,18,303,015bfd2234d55f94b81dff329ddd5d49ed48ee9f,"(51.35715, -2.31619)",10,113,56,10,1
2007,73024,South West,Bath and North East Somerset,A4175,PU,365600,168940,B3116,LA boundary,0.31,22,36,1898,10,225,25,4,0,0,2,2,32,2201,858c46b85da2f3a3c7918b4e32d37cd6707203e2,"(51.41843, -2.49608)",24,48,161,1,1
2007,73025,South West,Bath and North East Somerset,A4174,PR,364290,169940,A4,LA boundary,0.31,2,66,3262,6,547,91,17,15,4,12,26,165,4045,76124655c188edb4a149bfef34765ed6bf2444e8,"(51.42734, -2.51502)",24,48,161,1,1
2007,73026,South West,Bath and North East Somerset,A4,PR,363955,169760,LA boundary,A4174,0.31,29,109,3310,38,516,92,17,12,6,16,13,155,4128,ed74a05bdb2d651c18de59b81ead9dfa4f0988f6,"(51.4257, -2.51982)",24,48,161,1,1
2007,74521,South West,Bath and North East Somerset,A36,PU,375856,165236,Darlington St,Warminster Rd,0.31,5,5,647,5,70,10,1,0,0,0,0,10,738,a2f549292fd4caeb5076c1cdc59c83d4fc5693e3,"(51.38566, -2.34834)",22,30,74,12,1
2007,75360,South West,Bath and North East Somerset,A367,PU,374950,164450,Broad Quay,Corn St,0.06,0,2,113,10,23,2,0,0,0,0,0,2,149,69e917e0518675ec5c7451b1cf558c98ccae16b5,"(51.37855, -2.36131)",35,20,14,7,1
2007,75361,South West,Bath and North East Somerset,A367,PU,375000,164490,Ambury,A3039,0.12,2,3,348,25,56,5,1,0,0,0,0,6,439,8dc0e5e62bbd9e6a7cee76f42350815fd39c6045,"(51.37891, -2.36059)",35,20,14,7,1
2007,75362,South West,Bath and North East Somerset,A367,PU,375040,164370,Churchill Bridge,A3039,0.06,1,2,174,13,28,3,0,0,0,0,0,3,220,a5cc3f46f5d8f2de3239815f938677bdb7bddcb6,"(51.37784, -2.36001)",35,21,13,7,1
2007,75363,South West,Bath and North East Somerset,A367,PU,374970,164380,Churchill Bridge,Ambury,0.06,1,2,174,13,28,3,0,0,0,0,0,3,220,34afe0df0993cd5a548fcf1b86d6aa003a5ae857,"(51.37792, -2.36102)",35,20,12,7,1
2007,75364,South West,Bath and North East Somerset,A367,PU,374900,164410,Broad Quay,Avon St,0.06,0,1,87,3,9,1,0,0,0,0,0,1,101,e159d9d340669fc608742740cd4b2304520a646a,"(51.37819, -2.36203)",35,20,14,7,1
2007,75365,South West,Bath and North East Somerset,A367,PU,374900,164510,Green Park Rd,Ambury,0.12,0,2,174,6,18,2,0,0,0,0,0,2,202,9864b64584ca85f944fba21bdc6c458e904aaa0f,"(51.37909, -2.36203)",35,20,14,7,1
2007,75366,South West,Bath and North East Somerset,A3039,PU,375030,165050,Northgate St,Saracen St,0.06,4,2,119,8,19,3,0,0,0,0,0,3,149,ca74e1c4c51e40034c28aae62e80f354b668b23c,"(51.38395, -2.3602)",35,20,11,7,1
2007,75367,South West,Bath and North East Somerset,A3039,PU,375040,165110,Broad St,Walcot St,0.06,2,1,42,3,5,1,0,0,0,0,0,1,52,f534418d47cd3cac1fd9a4da23027e8eaea8a7bc,"(51.38449, -2.36006)",35,20,7,7,1
2007,75368,South West,Bath and North East Somerset,A3039,PU,375070,165050,Northgate St,Walcot St,0.06,3,1,73,3,8,1,0,0,0,0,0,2,86,fe4d80a4f78ffcb3b63c006fcb9593bb5e8dde9e,"(51.38395, -2.35963)",35,20,11,7,1
2007,76061,South West,Bath and North East Somerset,A4,PR,371600,165740,A36,A4 principal,0.24,5,28,1337,20,184,20,1,0,0,2,1,25,1594,db8c299e155b3d88c41f9637f29167f9e8089bad,"(51.38998, -2.40954)",9,28,68,22,1
2007,77949,South West,Bath and North East Somerset,A367,PU,373750,162070,Sulis Manor Rd roundabout,A3062,0.49,7,35,2957,38,459,58,9,7,1,2,10,87,3576,ff6f8a8a0640d00fae20378d7290c58848389ff9,"(51.3571, -2.37837)",30,60,334,19,1
2007,77950,South West,Bath and North East Somerset,A36,PU,373000,164660,Connection Rd,A3604,0.74,13,20,3199,75,598,99,16,7,3,5,11,140,4033,b64b4289a73f48cc210edbf35d73cb05256a086e,"(51.38035, -2.38934)",32,103,578,13,1
2007,77951,South West,Bath and North East Somerset,A36,TR,378950,164000,"Hanton Hill, Bathampton",B3108,2.85,66,104,11836,134,1186,275,52,20,61,124,104,636,13897,e82b5f8f3c114eab1b215f4c2e8b409c09265105,"(51.37467, -2.30381)",1,27,49,10,1
2007,77952,South West,Bath and North East Somerset,A4,PU,372500,165230,Old Newbridge Hill,A431,0.86,18,110,5194,77,715,79,6,1,2,7,3,97,6194,c7fd5d76f525dd229cd9c4879f98fbea8d6b0a1b,"(51.38544, -2.39657)",29,17,317,8,1
2007,77953,South West,Bath and North East Somerset,A363,PU,378660,167000,Bathford Hill,A4,0.12,0,4,377,0,58,9,2,1,0,1,1,13,452,c45721c72f96ea392ae99ec13d1d5a1d710b7fac,"(51.40162, -2.30815)",1,26,41,10,1
2007,77954,South West,Bath and North East Somerset,A431,PU,372600,165500,A4,Penn Hill Rd,0.8,19,8,1571,13,232,20,2,4,1,1,1,28,1852,8d07dcfadae9181722de999fe97c6b50dc22aa2f,"(51.38787, -2.39515)",29,16,319,8,1
2007,77976,South West,Bath and North East Somerset,A37,PU,361230,168000,Staunton Lane,LA Boundary,0.31,4,24,1546,12,276,60,11,10,6,19,39,145,2002,1d3a2cf28f3cfa03f77bf169cfcb23594558dd75,"(51.40969, -2.55882)",7,75,402,20,1
2007,78006,South West,Bath and North East Somerset,A4175,PU,365100,168910,road to Stockwood Hill,B3116,0.37,14,17,1398,24,274,47,7,2,1,2,10,68,1781,35a0de6a2fbe363315d83edd7dca996d881b27c2,"(51.41813, -2.50327)",24,49,171,1,1
2007,78024,South West,Bath and North East Somerset,A362,PR,370250,154360,Manor Rd,LA Boundary,0.12,0,3,233,3,62,9,2,2,0,1,5,19,319,b3159a8e960b5d63302c4bc0a6a45558b2d853d7,"(51.2876, -2.42799)",12,78,416,24,1
2007,99383,South West,Bath and North East Somerset,A4,TR,377610,166610,A46,A363,1.3,4,142,8717,54,1345,236,36,69,18,33,46,437,10694,bd86e5bb0f8892e8181d90e3b1f4e10d224319d4,"(51.39808, -2.32322)",1,24,31,10,1
2008,6133,South West,Bath and North East Somerset,A4,PU,375000,165200,Broad St,A3039,0.31,24,11,1247,4,230,24,2,0,0,0,0,27,1519,fb0607895055e93e257161b24f57febea822edae,"(51.3853, -2.36064)",35,20,7,7,1
2008,6134,South West,Bath and North East Somerset,A4,PR,365000,169290,A4174/A4175,B3116,1.73,29,302,12240,123,2080,372,66,53,19,63,62,636,15381,6b750a7ed7657266b256ead4e178fd4a09e4eea0,"(51.42154, -2.50474)",24,49,171,1,1
2008,6382,South West,Bath and North East Somerset,A37,PR,361700,165000,B3130,Staunton Lane,1.98,22,122,8118,66,1464,308,65,54,30,94,218,768,10537,7d6f673fd0adc44bfe017e32685a4c6353e328e5,"(51.38275, -2.55174)",7,74,399,20,1
2008,6990,South West,Bath and North East Somerset,A36,PU,375300,164240,A367 roundabout,A3062 roundabout,0.31,23,33,2370,25,351,61,11,4,2,5,19,103,2881,53678e9ba12f84afac5538a4c79040bf3c3a967d,"(51.37668, -2.35627)",33,109,567,12,1
2008,7128,South West,Bath and North East Somerset,A367,PU,374700,164540,Avon St,A4,0.43,14,18,1139,22,138,16,0,1,0,0,0,18,1335,67ba1f19b26dd499d36d15d3fca6c11d63101358,"(51.37935, -2.36491)",34,55,196,9,1
2008,7937,South West,Bath and North East Somerset,A4,PR,372000,165640,Broadway,Old Newbridge Hill,0.24,5,27,1328,20,185,20,2,0,0,2,1,24,1584,33a42bfb2cade28c066dfab021f0ce2041b71b0f,"(51.3891, -2.40378)",29,18,313,8,1
2008,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,0.93,6,19,1775,17,389,41,9,7,0,1,7,66,2266,d3844fce54814911222fbbda793979d75fab63b9,"(51.29284, -2.48899)",11,10,280,25,1
2008,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.12,10,6,561,10,87,19,3,2,1,1,4,30,695,c6f2abef643b503875421c26eabf4e5ab70274b5,"(51.38601, -2.35175)",35,21,24,7,1
2008,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,0.93,6,84,3757,23,790,175,24,28,9,15,56,306,4961,a7bc5cc24a334cbc56ace81bf6e515e551b82065,"(51.38336, -2.40086)",28,92,478,11,1
2008,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,3.54,4,255,11680,80,2306,491,100,34,89,193,253,1160,15481,f348e93b88a4ab78eac62f796dc0c8a9317c1458,"(51.33781, -2.54832)",5,34,95,20,1
2008,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,2.17,17,156,7134,79,1199,180,11,12,5,12,4,224,8792,87faeeb3fc8170e807e80985e8ed45b80950250d,"(51.338, -2.5067)",8,40,126,16,1
2008,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Rd roundabout,1.05,22,66,6442,97,716,135,25,20,8,14,18,219,7540,d375862585f571b3e1e283461d0eb46c3c06665f,"(51.34577, -2.40269)",9,28,67,22,1
2008,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.05,14,20,1660,38,202,22,7,0,0,0,1,30,1950,4c70acc974722dd08e1f1acdeabacba0308fd53f,"(51.37453, -2.35151)",33,110,574,12,1
2008,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.31,17,37,1741,13,281,61,12,9,4,7,29,122,2194,53f2591261a93e897e3174e6e21df66a17384eed,"(51.388, -2.35434)",35,21,19,7,1
2008,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.06,2,1,73,2,13,2,0,0,0,0,0,2,91,7af5cbc4624291ee781bd562e852836b9a1b8c17,"(51.38467, -2.3605)",35,20,7,7,1
2008,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,1.24,173,124,9038,204,1344,203,41,85,16,40,56,440,11150,72c66588929b334fe6655375d02a7c0db244f932,"(51.39432, -2.34634)",36,95,490,4,1
2008,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,3.1,242,507,25291,406,3455,479,86,65,25,48,61,763,30422,0103ae674d0d1b48976c7f612284790bd85a5c2c,"(51.38774, -2.43252)",9,28,68,22,1
2008,26381,South West,Bath and North East Somerset,A36,TU,376000,165451,Sydney Rd/Beckford Rd,"Hantone Hill, Bathampton",1.18,23,38,5410,50,632,143,27,19,11,31,44,274,6405,94d7abe176b029b4f707c9aa55e3da0dc517c270,"(51.3876, -2.34629)",22,30,72,12,1
2008,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,0.62,3,21,1153,11,203,50,11,4,2,5,8,80,1468,10e8c85c54584e5ce268c4266aa3a054091eabe5,"(51.31094, -2.52505)",3,43,136,23,1
2008,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,0.68,18,76,4395,73,572,183,19,11,9,24,21,268,5384,9bcce24c583f0f07e475de23e5eec8ff39e2e88f,"(51.38353, -2.35143)",35,21,3,7,1
2008,27025,South West,Bath and North East Somerset,A367,PU,368000,154500,LA boundary,A362,1.61,41,103,6440,107,1005,123,14,18,6,21,25,206,7862,f77702ae7769b030fee8ca8f5cd655124c1bc2ab,"(51.28874, -2.46026)",26,99,507,26,1
2008,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,0.68,64,44,3281,101,601,88,11,1,0,0,0,101,4128,ab4441da39b63e89ec063902381114606e8734d6,"(51.38525, -2.37502)",34,115,205,9,1
