Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles,id,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
2012,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Road roundabout,1.1,26,91,5824,101,790,103,19,13,3,10,23,170,6976,ef18c4aba95aa4a01183d9c0ec26e3866c05e4bd,"(51.34577, -2.40269)",9,28,67,22,1
2012,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.1,33,13,1805,30,227,17,4,0,0,1,1,22,2097,074bd95173bd66d84be71fc407340d819615b379,"(51.37453, -2.35151)",33,110,574,12,1
2012,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.3,28,13,1624,17,265,50,16,6,2,10,12,97,2016,3546fa41c546bb40d89c6b37d2dada05527d58f1,"(51.388, -2.35434)",35,21,19,7,1
2012,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.1,2,1,45,4,9,1,0,0,0,0,0,1,59,f4c4454a0f5ea6a123eb1067d6e2cca1a3e2290f,"(51.38467, -2.3605)",35,20,7,7,1
2012,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,1.2,142,113,7437,177,1142,213,35,37,31,60,57,432,9302,8d03edd74f6d8f60f49b2726392d5669658e6fea,"(51.39432, -2.34634)",36,95,490,4,1
2012,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,3.1,83,424,22048,285,3653,634,104,77,19,118,91,1043,27453,9c4c168ac0ca69a09808abe07400b5bf138f3fb4,"(51.38774, -2.43252)",9,28,68,22,1
2012,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,0.6,3,20,1089,12,236,49,13,4,1,4,8,79,1435,2aa3b20392da51a4f592e20c51eabbcb41ea73d7,"(51.31094, -2.52505)",3,43,136,23,1
2012,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,0.7,30,30,3764,89,584,96,23,16,4,23,13,175,4643,c161b0f2c6980d9647b94ff13401e617dc0cae04,"(51.38353, -2.35143)",35,21,3,7,1
2012,27025,South West,Bath and North East Somerset,A367,PU,368000,154500,LA boundary,A362,1.6,43,89,6420,124,1231,123,16,18,4,15,25,201,8065,c00caf5dd48c50cb3445999b31475d88c1b4d10f,"(51.28874, -2.46026)",26,99,507,26,1
2012,27026,South West,Bath and North East Somerset,A368,PR,360000,161000,B3114,A37,5.6,27,114,9371,106,1398,227,51,18,4,8,20,329,11319,1946584e6b7b5973fc2eb16e849caa308465a971,"(51.34667, -2.57571)",6,31,79,21,1
2012,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,0.7,102,58,3061,150,590,36,4,5,0,1,0,45,3904,db13f227aeddf1af30eea577631d3a645b71e2d8,"(51.38525, -2.37502)",34,115,205,9,1
2012,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,1.5,94,35,5370,61,769,42,24,0,1,0,0,66,6301,848e7e0c6cb96ac65e773a2231f6f670decde827,"(51.35886, -2.36044)",19,36,121,18,1
2012,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.3,47,7,546,15,77,10,3,1,0,1,1,15,660,9ad3b5179a52254ffcf0f10b10e920e6e45402d7,"(51.38752, -2.34941)",36,96,499,6,1
2012,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.4,27,11,803,7,168,12,3,0,0,0,0,15,1002,12a3ba695d9366f4b3e3acd58f53d22ca2c5d372,"(51.38349, -2.36494)",34,55,193,9,1
2012,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,2,9,102,7213,70,1351,222,72,42,4,89,158,587,9324,83ea077c7861b1b2f4417a1ac89784243e64c6f8,"(51.37376, -2.55062)",7,74,399,20,1
2012,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,3.7,49,123,12499,114,2138,158,87,30,4,37,40,355,15229,03860393309e73c59d5bec3c2a238bdbfd6715db,"(51.38594, -2.4325)",9,28,68,22,1
2012,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,1.9,63,136,9302,389,1311,161,44,38,3,14,15,274,11412,89846752b9758d6b27c7f7b0e26d6f185220ee34,"(51.3772, -2.36345)",33,109,,12,1
2013,75360,South West,Bath and North East Somerset,A367,PU,374950,164450,Broad Quay,Corn St,0.1,2,0,15,17,3,0,0,0,0,0,0,0,37,a67663a6e34ca33fade02b22002df73c2614fe60,"(51.37855, -2.36131)",35,20,14,7,1
2012,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.6,116,7,423,116,71,11,2,0,0,0,0,13,631,fbbf564a87af117163361048f88842a14828255e,"(51.3831, -2.35941)",35,20,11,7,1
2012,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,1.9,5,47,4788,6,945,120,27,8,1,6,13,174,5960,e8d961599b4cc3c75481b1398dd4ff642b07168e,"(51.38367, -2.29912)",1,24,45,10,1
2012,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,0.9,34,84,5524,120,870,105,45,30,5,14,45,245,6842,199ef4f84372a3ed5475efa23cc912e84a35b76c,"(51.3878, -2.41814)",9,28,68,22,1
2012,46389,South West,Bath and North East Somerset,A37,PR,362930,156000,A362,A39,0.9,7,51,4110,45,897,173,39,30,12,50,81,385,5487,a472ae2d2c8306d0acbcfdba2b2d665b25165ea0,"(51.30191, -2.53312)",3,43,131,23,1
2012,46421,South West,Bath and North East Somerset,A39,PR,364000,157500,B3355,B3115,1.7,18,74,5020,69,951,151,32,12,4,8,13,220,6334,7b0a218f003df81c97789a9b2b2aa4ce13300e1a,"(51.31547, -2.51793)",3,43,136,23,1
2012,47026,South West,Bath and North East Somerset,A362,PR,365000,154900,A37,B3355,1.9,10,60,5545,25,1034,143,27,17,5,35,31,257,6920,4eee031e0fb5fd544693c67db6f78aeb507a8f82,"(51.29215, -2.50332)",13,67,373,23,1
2012,47031,South West,Bath and North East Somerset,A367,PR,370000,156940,A362,B3115,5.4,87,377,22697,430,2942,556,144,85,28,53,71,937,27384,abccbd561e1834c19314dfa00bd8b630e55cb5ec,"(51.31078, -2.43179)",15,72,377,22,1
2012,47162,South West,Bath and North East Somerset,A431,PR,370000,167400,"Penn Hill Rd, Bath",LA boundary,2.9,29,82,6377,53,1075,60,5,5,1,1,1,73,7660,d136bf4f4aac9c8f4362445cc7dca0dff71b58b3,"(51.40483, -2.43268)",1,25,50,10,1
2012,47897,South West,Bath and North East Somerset,A3604,PU,373580,165000,A4,A36,0.2,10,6,908,18,183,12,5,5,0,0,1,23,1137,34fea454d1514af5d22112ce8e8f880d5f6dac88,"(51.38344, -2.38103)",32,103,538,13,1
2012,48359,South West,Bath and North East Somerset,A367,PU,375005,164350,A36/A3064 roundabout,Broad Quay,0.1,6,5,295,19,36,3,1,0,0,0,0,4,359,3688c4b8097305678c5709089e46bcde63e38796,"(51.37765, -2.36051)",35,20,12,7,1
2012,56111,South West,Bath and North East Somerset,A4,PR,380000,167630,A363,LA Boundary,1.2,10,54,4199,59,702,102,28,20,8,14,16,188,5202,e50b2f85c662ff2416a141f4cc96a5a5bd6a64e9,"(51.40734, -2.28893)",1,26,41,10,1
2012,56378,South West,Bath and North East Somerset,A36,TR,377840,160000,LA Boundary,LA Boundary,1.9,6,82,6605,37,1143,207,43,15,18,64,113,458,8325,57351ba664ff48deb7bf2dfa8fbb839dfeb55d09,"(51.33865, -2.31951)",10,113,52,10,1
2012,56445,South West,Bath and North East Somerset,A4,PU,373300,165100,A431,A3604,0.2,23,18,1169,49,133,8,1,0,0,0,0,10,1379,e561dac6ed8c0fb5f4a78915a8db55fb97066d3a,"(51.38432, -2.38506)",34,54,207,9,1
2012,56503,South West,Bath and North East Somerset,A46,TR,375273,170000,A4,LA Boundary,3.2,10,219,19790,57,3145,517,106,109,65,305,234,1336,24546,59b3833ad7332f7a5fd52600565433eb2480f33e,"(51.42846, -2.35706)",1,25,51,10,1
2012,56952,South West,Bath and North East Somerset,A362,PU,368000,154759,B3355,A367,1.3,21,52,5906,61,960,101,23,13,6,12,13,170,7150,8e4743e41519be068e196ce231c1919d0699f826,"(51.29106, -2.46029)",26,99,507,26,1
2012,57032,South West,Bath and North East Somerset,A368,PR,365000,161630,A37,A39,2.7,19,59,4150,18,573,91,11,4,0,2,5,113,4913,ae47c267f4a96cf77171bd48867039d2106510e5,"(51.35267, -2.50399)",8,40,130,16,1
2012,57046,South West,Bath and North East Somerset,A362,PU,370000,154560,A367,Manor Rd,0.9,8,17,2501,54,560,67,20,17,2,5,13,123,3255,432dfdc080b9ba0d43f1aab4e8285135ad6ed3e2,"(51.28939, -2.43159)",12,78,416,24,1
2012,57290,South West,Bath and North East Somerset,A4175,PR,364728,169000,A4174 roundabout,road from Stockwood Hill,0.6,48,53,2449,41,474,44,7,2,1,2,5,61,3077,524b5d5ac67cfe33e61d40a0399e94caa0684142,"(51.41891, -2.50862)",24,49,171,1,1
2012,57772,South West,Bath and North East Somerset,A4,PU,375156,165673,A3039,A36,0.1,14,8,532,14,80,11,1,0,0,0,0,12,646,a02f85a88b618d6bc824a2fcb57b86e9616b453f,"(51.38955, -2.35844)",35,22,15,7,1
2012,57774,South West,Bath and North East Somerset,A3039,PU,375070,165290,Saracen St,A4 London Rd,0.3,35,5,476,29,58,9,1,0,0,0,0,10,578,b39449e1e1b6561e2a823f2b0af34a730aa73086,"(51.38611, -2.35964)",35,22,17,7,1
2012,57934,South West,Bath and North East Somerset,A3604,PU,374000,164775,A36,A367 roundabout,1,113,93,6767,160,975,122,27,15,13,18,13,208,8203,c4e22930bd9b837ee8db35dbb7ec561faeaadac5,"(51.38143, -2.37498)",32,103,538,13,1
2012,73016,South West,Bath and North East Somerset,A368,PR,355000,156980,LA boundary,B3114,3,5,29,3401,35,756,65,8,2,9,19,10,112,4333,6839ee7c61710f162d328e1ff6f9ee88da714067,"(51.31015, -2.64699)",4,32,87,21,1
2012,73017,South West,Bath and North East Somerset,A37,PR,362894,155349,LA boundary,A362,0.1,1,6,453,4,92,14,3,2,1,7,7,35,589,b112b7cdc8a0d7272efbf9c720c119beab623b51,"(51.29605, -2.53357)",3,43,133,23,1
2012,73020,South West,Bath and North East Somerset,A36,TR,378080,162056,LA boundary,B3018,0.1,0,4,241,1,40,5,1,0,1,3,2,13,299,c0964c710941c1e69865e458574a81fa7195af2f,"(51.35715, -2.31619)",10,113,56,10,1
2012,73024,South West,Bath and North East Somerset,A4175,PU,365600,168940,B3116,LA boundary,0.3,17,21,1530,12,237,13,5,1,0,0,1,21,1820,67873f252e1f968fe7ec6a683a6264831eada1ba,"(51.41843, -2.49608)",24,48,161,1,1
2012,73025,South West,Bath and North East Somerset,A4174,PR,364290,169940,A4,LA boundary,0.3,1,49,3113,16,619,57,17,18,2,18,16,129,3925,91ff91e338271b6922db77fcf9fcd7a8759b966f,"(51.42734, -2.51502)",24,48,161,1,1
2012,73026,South West,Bath and North East Somerset,A4,PR,363955,169760,LA boundary,A4174,0.3,46,73,3132,37,536,87,10,10,3,10,10,130,3908,230422fff38f9306fef594d2d8f49c63459f7767,"(51.4257, -2.51982)",24,48,161,1,1
2012,74521,South West,Bath and North East Somerset,A36,PU,375856,165236,Darlington St,Warminster Rd,0.3,6,4,631,5,88,10,1,0,0,0,0,11,739,3b515e99c6bf142efa1fccd8d2a72d1d919047c9,"(51.38566, -2.34834)",22,30,74,12,1
2012,75360,South West,Bath and North East Somerset,A367,PU,374950,164450,Broad Quay,Corn St,0.1,2,0,16,16,3,0,0,0,0,0,0,0,36,71f1c5941345ad25f43c7d16ad88b69c0208ea71,"(51.37855, -2.36131)",35,20,14,7,1
2012,75361,South West,Bath and North East Somerset,A367,PU,375000,164490,Ambury,A3039,0.1,5,4,224,46,26,3,1,0,0,0,0,4,304,8b7ee389d010d7c7e27133fe44ae122d635dbcf1,"(51.37891, -2.36059)",35,20,14,7,1
2012,75362,South West,Bath and North East Somerset,A367,PU,375040,164370,Churchill Bridge,A3039,0.1,2,2,112,23,13,2,1,0,0,0,0,2,152,5ed59bdb5dd0ff21d5246b544c882be30f86b111,"(51.37784, -2.36001)",35,21,13,7,1
2012,75363,South West,Bath and North East Somerset,A367,PU,374970,164380,Churchill Bridge,Ambury,0.1,2,2,112,23,13,2,1,0,0,0,0,2,152,ca0e33338f98cfb20eedcedafa7a5d9c4f534353,"(51.37792, -2.36102)",35,20,12,7,1
2012,75364,South West,Bath and North East Somerset,A367,PU,374900,164410,Broad Quay,Avon St,0.1,0,1,85,3,11,1,0,0,0,0,0,1,101,61e8f3315e06d878a6128ce086d24e5709c227a3,"(51.37819, -2.36203)",35,20,14,7,1
2012,75365,South West,Bath and North East Somerset,A367,PU,374900,164510,Green Park Rd,Ambury,0.1,0,2,169,6,23,2,0,0,0,0,0,2,202,b0c0afc8e5b8f1dd9937c77221eddf4d0e727c6c,"(51.37909, -2.36203)",35,20,14,7,1
2012,75366,South West,Bath and North East Somerset,A3039,PU,375030,165050,Northgate St,Saracen St,0.1,1,1,96,2,15,2,0,0,0,0,0,3,117,27552ca60db692ea4229116c3b589a9c6981856a,"(51.38395, -2.3602)",35,20,11,7,1
2012,75367,South West,Bath and North East Somerset,A3039,PU,375040,165110,Broad St,Walcot St,0.1,3,1,45,3,6,1,0,0,0,0,0,1,55,9a55d19a1f339b3c3e3b59631b3ac04c8115dbc7,"(51.38449, -2.36006)",35,20,7,7,1
2012,75368,South West,Bath and North East Somerset,A3039,PU,375070,165050,Northgate St,Walcot St,0.1,4,1,53,3,6,1,0,0,0,0,0,1,63,0f5eff76997f91452754791f6a024f0ea2fb2411,"(51.38395, -2.35963)",35,20,11,7,1
2012,76061,South West,Bath and North East Somerset,A4,PR,371600,165740,A36,A4 principal,0.2,9,24,1320,27,198,15,3,2,0,3,1,23,1593,b567d17f4c8561d781f9a3866c5cceb6630fb50d,"(51.38998, -2.40954)",9,28,68,22,1
2012,77949,South West,Bath and North East Somerset,A367,PU,373750,162070,Sulis Manor Road roundabout,A3062,0.5,14,48,3042,53,413,54,10,7,2,5,12,88,3644,4b7c9799b85ce5916463a83aa2ebd2a21dab1a0f,"(51.3571, -2.37837)",30,60,334,19,1
2012,77950,South West,Bath and North East Somerset,A36,PU,373000,164660,Connection Rd,A3604,0.7,61,44,3000,107,609,89,26,15,2,10,12,154,3913,7248d33547d167e5561138cd4bb7d78a24c88edc,"(51.38035, -2.38934)",32,103,578,13,1
2012,77952,South West,Bath and North East Somerset,A4,PU,372500,165230,Old Newbridge Hill,A431,0.9,35,95,5128,106,771,58,10,6,1,10,3,88,6187,afd789a0303f26d6ebac54704818b882c10e4e77,"(51.38544, -2.39657)",29,17,317,8,1
2012,77953,South West,Bath and North East Somerset,A363,PU,378660,167000,Bathford Hill,A4,0.1,0,3,343,0,68,9,2,1,0,0,1,13,427,52d0dff8e7300f1cca6b9eca925b6008809d4647,"(51.40162, -2.30815)",1,26,41,10,1
2012,77954,South West,Bath and North East Somerset,A431,PU,372600,165500,A4,Penn Hill Rd,0.8,11,19,2460,26,493,22,4,0,0,0,0,26,3024,9072292b6dbe4a027a8ef7c507b85fa88266859d,"(51.38787, -2.39515)",29,16,319,8,1
2012,77976,South West,Bath and North East Somerset,A37,PU,361230,168000,Staunton Lane,LA Boundary,0.3,1,20,1611,9,298,44,8,7,8,20,29,115,2052,3ccd45b9ac59908995b635ab8bc937d04b662eb3,"(51.40969, -2.55882)",7,75,402,20,1
2012,78006,South West,Bath and North East Somerset,A4175,PU,365100,168910,road to Stockwood Hill,B3116,0.4,31,34,1557,26,301,28,4,1,0,1,3,39,1957,47f8c7e9c87ac0ce81841d0bd3edc36c94c69494,"(51.41813, -2.50327)",24,49,171,1,1
2012,78024,South West,Bath and North East Somerset,A362,PR,370250,154360,Manor Rd,LA Boundary,0.1,1,2,325,7,73,9,3,2,0,1,2,16,423,28065690171b58388d1b369c2a15f3570e5f5343,"(51.2876, -2.42799)",12,78,416,24,1
2012,81328,South West,Bath and North East Somerset,A36,TR,378950,164000,Bathampton edge of BUA,B3108,2.6,58,89,9833,143,1261,231,60,20,28,72,91,501,11827,94080bba7f85725006355e3d06ced1a0a9b7dba4,"(51.37467, -2.30381)",1,27,49,10,1
2012,81329,South West,Bath and North East Somerset,A36,PU,376103,165510,Sydney Rd/Beckford Rd,Footpath 80m before Trossachs Drive,0.4,8,13,1405,20,180,33,9,3,4,10,13,72,1690,2e202586b626c23c41fdfdb658edb2b64d457a38,"(51.38813, -2.34481)",22,29,71,12,1
2012,81330,South West,Bath and North East Somerset,A36,TU,377116,165944,Footpath 80m before Trossachs,Bathampton end of BUA,1.1,24,36,3980,58,511,93,24,8,11,29,37,203,4787,08a87aef68cb4a2f68ecdf193d33966e85c376ca,"(51.39207, -2.33028)",1,27,26,10,1
2012,99383,South West,Bath and North East Somerset,A4,TR,377610,166610,A46,A363,1.3,18,141,9260,39,1416,226,44,35,17,40,41,403,11258,01d64659d0249e3cac7cb22fb4c27e0a0b9e0a88,"(51.39808, -2.32322)",1,24,31,10,1
2013,6133,South West,Bath and North East Somerset,A4,PU,375000,165200,Broad St,A3039,0.3,10,8,713,8,144,17,2,1,0,0,0,21,894,f02f26524e032410677328119785976af4e6e972,"(51.3853, -2.36064)",35,20,7,7,1
2013,6134,South West,Bath and North East Somerset,A4,PR,365000,169290,A4174/A4175,B3116,1.7,22,289,12409,129,2384,373,99,78,11,114,63,736,15946,2025152726eaa91f8af8b84bdcf7cda707c35156,"(51.42154, -2.50474)",24,49,171,1,1
2013,6382,South West,Bath and North East Somerset,A37,PR,361700,165000,B3130,Staunton Lane,2,5,110,8419,46,1674,236,45,42,34,102,160,619,10868,bd1fe9e5f0081f84795cd2231fd25b2c6d50e222,"(51.38275, -2.55174)",7,74,399,20,1
2013,6990,South West,Bath and North East Somerset,A36,PU,375300,164240,A367 roundabout,A3062 roundabout,0.3,46,36,2230,33,296,41,10,8,5,8,6,78,2673,6f4436a95b94914171c95b31fed0219a464b8a36,"(51.37668, -2.35627)",33,109,567,12,1
2013,7128,South West,Bath and North East Somerset,A367,PU,374700,164540,Avon St,A4,0.4,17,16,1054,56,155,16,3,0,0,0,0,19,1300,16ec6b00181a04dd282635a7f5bc63019a17b651,"(51.37935, -2.36491)",34,55,196,9,1
2013,7937,South West,Bath and North East Somerset,A4,PR,372000,165640,Broadway,Old Newbridge Hill,0.2,9,26,1304,28,211,15,3,2,0,3,1,23,1592,6143e14becf521f16617d8d58dabe186bc8fe4d2,"(51.3891, -2.40378)",29,18,313,8,1
2013,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,0.9,6,13,2241,25,388,35,12,8,1,4,6,65,2732,47240d2d2a38293c4daaa59d3f7448ea5a8baa4f,"(51.29284, -2.48899)",11,10,280,25,1
2013,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.1,18,9,373,14,80,15,5,4,1,2,4,29,504,ac5ae8c9691b54070624dba6be9749431582e470,"(51.38601, -2.35175)",35,21,24,7,1
2013,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,0.9,15,50,3144,29,660,98,30,32,2,11,15,187,4070,474648af21b89c9b60d3fb0bdbfe76f98b3adf6f,"(51.38336, -2.40086)",28,92,478,11,1
2013,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,3.5,6,132,10981,136,2227,510,119,74,29,183,242,1156,14632,920d19627d3953f3bed03086b6dc9b5b686495c0,"(51.33781, -2.54832)",5,34,95,20,1
2013,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,2.2,13,52,5414,53,959,190,30,22,3,8,18,270,6748,4bd0f3185cba441ae6445ddd73150c88dc2b83dd,"(51.338, -2.5067)",8,40,126,16,1
2013,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Road roundabout,1.1,26,97,5754,105,839,105,20,15,2,9,24,176,6969,b6cfe26e0569b17c3892128f2c27470beed1534d,"(51.34577, -2.40269)",9,28,67,22,1
2013,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.1,32,15,1789,31,236,17,4,0,0,1,1,22,2093,b43f8d50c3b335abd2af0c436ee0ef5a502abbe0,"(51.37453, -2.35151)",33,110,574,12,1
2013,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.3,28,15,1610,18,276,51,18,7,2,9,12,99,2016,84a375bdf3e3a9e7bcd74e89c4bb981643aa503d,"(51.388, -2.35434)",35,21,19,7,1
2013,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.1,2,1,44,4,9,1,0,0,0,0,0,1,59,cdd49101c932aff98f793e051af1af716d9cb682,"(51.38467, -2.3605)",35,20,7,7,1
2013,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,1.2,140,114,7395,166,1155,212,37,42,23,56,57,427,9257,b3a3192e4efe6ff8d0bcb880e042a22d2c83b145,"(51.39432, -2.34634)",36,95,490,4,1
2013,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,3.1,82,448,21785,294,3878,646,115,89,15,116,96,1076,27480,05ba5fec209ba8ebd9062de214f61b04b4a7208f,"(51.38774, -2.43252)",9,28,68,22,1
2013,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,0.6,3,20,1069,11,253,49,14,5,1,3,8,80,1433,6b556d8b9a074e47400d3ec3e53ffef097c6f201,"(51.31094, -2.52505)",3,43,136,23,1
2013,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,0.7,29,34,3731,93,607,97,25,18,3,22,14,178,4644,54adef44dd25bf912d2fbdfd3e097c41ff3707df,"(51.38353, -2.35143)",35,21,3,7,1
2013,27025,South West,Bath and North East Somerset,A367,PU,368000,154500,LA boundary,A362,1.6,42,99,6364,129,1280,124,18,21,3,14,26,204,8076,eb095ff563de2d425210c38b30dd4773af53b30a,"(51.28874, -2.46026)",26,99,507,26,1
2013,27026,South West,Bath and North East Somerset,A368,PR,360000,161000,B3114,A37,5.6,26,116,9197,98,1501,226,55,21,3,7,21,333,11245,72452cb95eb807fdccb3cfada3933fb3b1e96ebf,"(51.34667, -2.57571)",6,31,79,21,1
2013,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,0.7,101,65,3034,157,613,36,4,6,0,0,0,46,3914,551d734bafed202a5ac3cc015628d0281a5954ea,"(51.38525, -2.37502)",34,115,205,9,1
2013,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,1.5,139,51,5431,76,647,36,12,16,0,1,1,66,6271,d49d8a65be6e82908d8022ffe4f9888a6554e66a,"(51.35886, -2.36044)",19,36,121,18,1
2013,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.3,46,8,542,16,80,10,3,1,0,1,1,15,660,77cec0ef8413e9e9d28d07c4013a51f92e9b9470,"(51.38752, -2.34941)",36,96,499,6,1
2013,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.4,27,12,795,7,174,12,3,0,0,0,0,15,1004,058e8038325788070e46a75189899f5508b8c196,"(51.38349, -2.36494)",34,55,193,9,1
2013,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,2,9,104,7080,64,1451,220,77,47,3,84,161,593,9291,5d36edd8f8f06381b93aa064ca66ea5236b8165b,"(51.37376, -2.55062)",7,74,399,20,1
2013,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,3.7,48,123,12268,105,2295,157,94,33,3,35,40,362,15152,00fc0b9ecdca9473bc87e244a1ef7e9dc0fe9e9f,"(51.38594, -2.4325)",9,28,68,22,1
2013,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,1.9,62,152,9220,406,1362,162,48,43,2,13,15,283,11423,ae87fff3fa21df9ef0284f9ced6600d2809d733c,"(51.3772, -2.36345)",33,109,,12,1
2013,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.6,114,8,420,122,73,11,2,0,0,0,0,13,636,dc241be2e611564a319db3514c823954b017ae9c,"(51.3831, -2.35941)",35,20,11,7,1
2013,75361,South West,Bath and North East Somerset,A367,PU,375000,164490,Ambury,A3039,0.1,4,4,222,48,27,3,1,0,0,0,0,4,305,434d52aa6abe2b4d2de59e196fb0e02a82658d67,"(51.37891, -2.36059)",35,20,14,7,1
2013,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,1.9,5,48,4699,5,1014,119,30,9,1,6,13,177,5944,9e68742743eec7ab9d9029c850d909717ba0d67e,"(51.38367, -2.29912)",1,24,45,10,1
2013,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,0.9,34,88,5458,124,923,107,50,34,4,14,48,256,6850,4704c48cb9052c51ad0559a9b313d01e3162bcbb,"(51.3878, -2.41814)",9,28,68,22,1
2013,46389,South West,Bath and North East Somerset,A37,PR,362930,156000,A362,A39,0.9,7,65,4399,39,735,163,40,30,22,66,67,387,5625,661bda86d12dd321ca87cbbd79d8ccd392098e14,"(51.30191, -2.53312)",3,43,131,23,1
2013,46421,South West,Bath and North East Somerset,A39,PR,364000,157500,B3355,B3115,1.7,18,75,4927,63,1021,149,34,14,3,7,14,221,6308,bb0c3d23f22e90d819de6f4562fd2b244867d8d6,"(51.31547, -2.51793)",3,43,136,23,1
