postcode,data status,lines < 2mbps,average speed,median speed,maximum speed,super fast available,connections
BA19BA,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA13EW,OK,Y,10,8.2,>=30,Y,23
BA28BT,OK,Y,2.3,2.1,3.5,N,4
BA13PF,OK,N,11.8,6.9,>=30,Y,12
BA23JP,OK,N,23.9,25,>=30,Y,14
BS312WB,OK,N,18.6,18.4,23.1,Y,5
BA10QD,No premises,N/A,N/A,N/A,N/A,N,0
BS140QS,OK,Y,2.5,2.1,6.5,N,13
BA17DP,OK,N,14.2,18.3,22.4,N,5
BA13JW,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA17TJ,OK,N,6.1,5.7,7.2,N,3
BA32NX,OK,N,15,10.2,>=30,Y,17
BA22QZ,OK,N,20,20,20,Y,3
BA11EA,OK,N,21,20.7,23.9,Y,12
BA11AN,OK,N,16.1,15.3,18.9,N,3
BA26PS,OK,N,15.4,15.9,18.2,N,4
BA22HZ,OK,Y,11.4,11.8,20,Y,9
BA22LZ,OK,Y,>=30,>=30,>=30,Y,29
BS408RU,OK,N,13.3,14.1,19.2,N,3
BS311RQ,OK,Y,17.1,13.9,>=30,Y,16
BA27TH,OK,N,5.9,5.9,7.8,N,3
BA11SR,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA15SP,OK,N,16.6,9.9,>=30,Y,4
BA16DT,OK,N,14.8,9.8,>=30,Y,7
BA17JS,OK,N,12.7,13.2,15.5,N,4
BA23PU,OK,N,25.1,>=30,>=30,Y,11
BA26DQ,OK,Y,21,19.6,>=30,Y,10
BA15QS,No Data,N/A,N/A,N/A,N/A,Y,0
BA13HQ,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA22DA,OK,Y,18.6,7.5,>=30,Y,11
BA28PE,No Data,N/A,N/A,N/A,N/A,Y,0
BS311QE,OK,N,21,20,>=30,Y,16
BA16SL,OK,N,>=30,>=30,>=30,Y,3
BA28EP,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA22UX,OK,N,21.7,11,>=30,Y,9
BA14LD,OK,Y,12.3,3.8,>=30,Y,12
BS311PG,No premises,N/A,N/A,N/A,N/A,N,0
BS397YS,OK,Y,13.1,3.5,>=30,Y,16
BA22BW,OK,Y,5.7,6.1,7.5,N,17
BA13LA,OK,Y,22.9,7.5,>=30,Y,19
BA28EU,OK,N,9.5,4.5,>=30,Y,8
BA15SZ,No premises,N/A,N/A,N/A,N/A,Y,0
BS312AP,OK,Y,9.4,10.2,15.7,N,9
BA24LU,OK,N,13.6,7.2,29.6,Y,3
BA24JT,OK,N,16.3,13.4,>=30,Y,22
BA33SR,OK,Y,12.4,10,>=30,Y,31
BS395AS,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA16ER,OK,N,7.8,9,9.2,Y,3
BS394HA,OK,Y,1.6,1.7,3.1,N,8
BS408HH,No Data,N/A,N/A,N/A,N/A,N,0
BS312TF,OK,Y,2.9,3.3,4.8,N,15
BS311BJ,OK,Y,19,16.1,>=30,Y,8
BA23LP,OK,N,27.9,20,>=30,Y,17
BA25PL,OK,N,16.3,18.4,21.6,N,15
BA26BZ,OK,N,15.2,10.7,>=30,Y,19
BA32ND,OK,Y,10.1,11.2,18,Y,13
BA39AR,No premises,N/A,N/A,N/A,N/A,N,0
BA14BP,OK,Y,10.4,5.1,>=30,Y,6
BA32UN,OK,N,12.1,7.5,>=30,Y,19
BA22NB,OK,Y,17.2,20,>=30,Y,14
BA26HZ,OK,Y,2.9,2.7,4.8,Y,6
BA32BH,OK,N,18.5,14.9,>=30,Y,13
BA25LZ,OK,Y,20,7,>=30,Y,14
BS396WZ,No premises,N/A,N/A,N/A,N/A,N,0
BA24EX,No Data,N/A,N/A,N/A,N/A,Y,0
BA28QN,No Data,N/A,N/A,N/A,N/A,N,0
BA22JN,OK,N,20.4,25,>=30,Y,8
BS406HQ,OK,N,6.8,7.6,8.1,N,8
BA15SY,OK,N,17.2,9.7,>=30,Y,5
BS312JJ,OK,N,26.6,20,>=30,Y,20
BS313HW,OK,N,14.1,14.1,20,N,4
BA16EY,OK,N,17.9,7.6,>=30,Y,17
BA25AG,No Data,N/A,N/A,N/A,N/A,N,0
BA25LT,OK,N,17.6,19.1,21.9,N,9
BA33YS,OK,Y,14.8,10.1,>=30,Y,19
BA16LJ,OK,N,22.7,11.7,>=30,Y,14
BA34PR,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA25AY,OK,Y,5.6,5.5,9.4,N,10
BA15RU,OK,N,4.9,5.3,7.5,Y,9
BS395QE,OK,Y,4.1,3.4,7.1,N,3
BA11HD,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS394DP,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS312EZ,OK,N,25.8,20,>=30,Y,15
BS311BL,OK,Y,26.2,26.7,>=30,Y,12
BS312DW,OK,Y,19.2,19.9,>=30,Y,24
BA24EP,No Data,N/A,N/A,N/A,N/A,Y,0
BA16JZ,OK,Y,15.2,3.9,>=30,Y,15
BA13JX,OK,Y,20,12.2,>=30,Y,17
BA23NL,OK,N,22.6,14.4,>=30,Y,13
BA22TX,OK,Y,7.5,7.6,28.6,N,21
BS313JJ,OK,N,26.9,20,>=30,N,14
BA27SD,OK,N,4.1,3.8,6.8,N,9
BA15LW,OK,N,25.1,14.5,>=30,Y,4
BA15JZ,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA23HJ,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS395TQ,No Data,N/A,N/A,N/A,N/A,N,0
BA21BZ,OK,N,24.4,20,>=30,Y,18
BA19BB,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS408YW,OK,Y,0.5,0.5,0.8,N,4
BA11LT,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA28BQ,OK,Y,1,1.1,1.4,Y,5
BS406PG,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BS395BG,OK,N,10.9,8.1,20.4,N,10
BA20JR,No premises,N/A,N/A,N/A,N/A,N,0
BS397QX,OK,Y,11.9,5.2,>=30,Y,14
BA10DQ,No premises,N/A,N/A,N/A,N/A,N,0
BA28PE,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA12JR,OK,N,16.9,18.9,23.8,Y,8
BA26QL,OK,N,20.3,9.5,>=30,Y,19
BA27HN,OK,Y,6.2,7.1,9.2,N,9
BS394AZ,No Data,N/A,N/A,N/A,N/A,N,0
BA21JD,OK,N,24.7,20,>=30,Y,11
BA26UZ,OK,Y,10.2,2.6,>=30,Y,11
BA15DF,OK,Y,9.8,9.4,19,Y,11
BA12UW,OK,N,21.1,8.1,>=30,Y,15
BA12AG,OK,Y,15.8,17.6,24.4,Y,13
BA24QL,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA11RS,OK,Y,9.8,7.7,16.7,N,5
BS408YF,OK,Y,0.9,0.9,1.4,N,4
BA29BZ,OK,Y,2.2,2.3,2.8,N,4
BS397PS,OK,Y,22.7,21.5,>=30,Y,4
BA33ST,OK,N,12.2,10.2,>=30,Y,11
BS408XG,OK,Y,3.2,2.9,6.1,N,7
BA32NS,OK,Y,16.3,11.6,>=30,Y,33
BA10SQ,No Data,N/A,N/A,N/A,N/A,N,0
BS312PA,OK,N,>=30,20,>=30,Y,7
BA20SJ,No Data,N/A,N/A,N/A,N/A,N,0
BS311DE,OK,N,26,20,>=30,Y,13
BS408XD,OK,Y,3.8,4.5,4.7,N,3
BA24EJ,OK,N,23,11.2,>=30,Y,4
BS406DL,No Data,N/A,N/A,N/A,N/A,N,0
BA23AJ,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA21SH,OK,Y,15,2.4,>=30,Y,27
BA26TE,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA13AY,OK,N,22.3,18.2,>=30,Y,22
BA17RW,OK,N,8.6,8.5,16.7,N,10
BS311SU,No Data,N/A,N/A,N/A,N/A,N,0
BA17PW,OK,Y,12.6,13.1,20.6,N,22
BA13LW,OK,N,19.4,7.4,>=30,Y,15
BA26DH,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA16FD,OK,N,6.9,7.3,8.5,Y,6
BA29DP,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA21PF,OK,N,>=30,>=30,>=30,Y,15
BS311BY,OK,Y,11.8,11.1,18.3,N,8
BA25QX,OK,N,18.2,19.3,22.4,N,12
BS311NW,OK,N,>=30,>=30,>=30,Y,4
BA34BN,OK,Y,16.8,13.3,>=30,Y,56
BS395SW,OK,N,6.7,6.9,8.1,N,6
BA26NJ,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA10SE,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS311TB,OK,N,>=30,25,>=30,Y,8
BA26PR,OK,N,10.8,12,16.4,Y,5
BA20AA,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA17DA,OK,N,11.8,11.4,19.3,N,16
BA15DH,No Data,N/A,N/A,N/A,N/A,Y,0
BS313AJ,OK,N,22.9,20,>=30,N,5
BA33DQ,OK,Y,10.9,13.5,16.1,Y,9
BS312RQ,OK,Y,13.1,8.2,>=30,Y,12
BA11LZ,No premises,N/A,N/A,N/A,N/A,N,0
BS312BN,OK,N,>=30,20,>=30,Y,5
BA12PG,OK,N,19.6,19.6,21.9,Y,4
BA11LJ,No Data,N/A,N/A,N/A,N/A,Y,0
BA24QE,OK,N,13.6,8.1,>=30,Y,20
BA12NH,OK,N,22.5,8.1,>=30,Y,6
BA34NW,OK,N,28.4,15.6,>=30,Y,14
BA26ER,OK,N,13.2,8.6,>=30,Y,21
BS312DL,OK,Y,22.2,20.1,>=30,Y,20
BA15HT,OK,Y,29.7,14,>=30,Y,11
BA33SY,OK,N,10.9,11.2,13.3,Y,3
BA23JF,OK,N,22.5,10.9,>=30,Y,5
BA33AJ,OK,N,19.7,20.9,22.9,N,4
BS394JF,OK,N,7.2,7.6,8.1,N,7
BA22UL,OK,N,9.6,10.1,19,N,23
BS311UL,OK,N,24,17.5,>=30,Y,8
BS397RR,OK,N,10.5,5,>=30,Y,12
BA28QL,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA27BB,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA15SL,Insufficient Data,N/A,N/A,N/A,N/A,Y,1
BA15TJ,OK,Y,25.9,22.9,>=30,Y,6
BA15HY,OK,N,23.6,14.1,>=30,Y,50
BA17JQ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS311EZ,OK,N,9,8.1,14.1,N,8
BA12QF,OK,N,27.6,20,>=30,Y,43
BA27TJ,OK,Y,3.2,3.1,4.9,N,11
BS406BE,OK,N,5.6,5.7,8.1,N,20
BA27AT,OK,Y,26.6,7,>=30,Y,27
BA33NG,No Data,N/A,N/A,N/A,N/A,Y,0
BS406AY,OK,Y,6.8,7.4,8.1,N,15
BS311PH,No premises,N/A,N/A,N/A,N/A,Y,0
BA14NR,OK,Y,9.4,2.9,>=30,Y,25
BA17NS,No Data,N/A,N/A,N/A,N/A,N,0
BS406AD,OK,Y,5.9,6.2,8,N,13
BS140QQ,No Data,N/A,N/A,N/A,N/A,Y,0
BA16LH,OK,Y,18.2,9.8,>=30,Y,36
BA34PQ,OK,N,24.3,16.6,>=30,Y,9
BA26TA,OK,Y,7.6,2.1,>=30,Y,7
BA27UD,OK,N,5.9,5.7,8.3,N,10
BS311XD,OK,N,29.4,20,>=30,Y,23
BA32JH,OK,N,19,15.7,>=30,Y,28
BA16JP,OK,Y,8.8,3.4,>=30,Y,14
BS408YG,OK,Y,0.8,0.9,1.2,N,9
BS394HE,No Data,N/A,N/A,N/A,N/A,N,0
BA23QB,OK,Y,>=30,>=30,>=30,Y,35
BA16BH,OK,Y,3.3,3.4,5,Y,5
BS396UH,OK,Y,3.7,5,5.2,N,5
BA16EQ,OK,N,10.4,8.9,>=30,Y,9
BA28BZ,No Data,N/A,N/A,N/A,N/A,N,0
BS395BX,OK,Y,7.5,4.5,16.8,N,7
BA33RR,OK,N,13.4,13.5,14.3,Y,4
BA28AP,OK,Y,3.1,2.6,9.4,Y,22
BA25HX,OK,Y,13.5,14.5,22.1,N,24
BS395XW,OK,Y,2.4,2.3,3,N,8
BS312RA,OK,Y,9.1,9.8,18,Y,7
BA32JW,OK,Y,15.5,18,>=30,Y,14
BA12HS,No premises,N/A,N/A,N/A,N/A,N,0
BA21DS,OK,N,>=30,>=30,>=30,Y,20
BA17BQ,OK,Y,17.8,4.8,>=30,Y,12
BA28SS,OK,Y,5.6,1.7,>=30,Y,11
BS408TT,OK,Y,6,7.3,9.2,N,9
BA32NH,OK,N,11.1,14.6,16,Y,5
BA20QG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS395WF,No premises,N/A,N/A,N/A,N/A,N,0
BA24SX,OK,N,15,5.9,>=30,Y,10
BA22LA,OK,Y,>=30,>=30,>=30,Y,13
BA15BJ,No premises,N/A,N/A,N/A,N/A,N,0
BA25LW,OK,Y,13.2,16.2,20.1,N,7
BA14HF,No Data,N/A,N/A,N/A,N/A,Y,0
BS313JT,OK,N,7.4,7.9,8.1,N,3
BS312TS,OK,Y,14.9,20,>=30,Y,9
BS312PS,OK,N,23.4,19.5,>=30,Y,26
BA21EP,OK,Y,5.8,5.1,10.9,Y,5
BA28PY,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA32QQ,OK,N,26.9,18.7,>=30,Y,25
BS396UE,OK,Y,3.4,3.1,5.8,N,4
BA10LP,No premises,N/A,N/A,N/A,N/A,N,0
BA17EZ,OK,N,17.6,18.6,20.7,N,9
BS313AW,OK,N,16.1,20,>=30,N,15
BS396EB,OK,N,6.5,5.2,13.9,N,5
BS311PR,OK,N,28.9,25,>=30,Y,18
BS311PZ,OK,N,21,20,>=30,Y,13
BA10TR,No Data,N/A,N/A,N/A,N/A,N,0
BA17BL,No Data,N/A,N/A,N/A,N/A,Y,0
BA10SX,No Data,N/A,N/A,N/A,N/A,N,0
BA28TP,OK,Y,20.9,1.8,>=30,Y,18
BS311UT,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA24RT,OK,N,8.7,7.9,14.7,Y,8
BS397PH,No Data,N/A,N/A,N/A,N/A,Y,0
BA17AF,OK,N,10,8.9,14.1,N,5
BA24NZ,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS311JE,OK,Y,22.2,18,>=30,Y,10
BA25BZ,OK,N,11.9,11.6,20,N,14
BA27WW,No premises,N/A,N/A,N/A,N/A,Y,0
BA29HA,No Data,N/A,N/A,N/A,N/A,N,0
BS312JF,OK,N,22.4,22,>=30,Y,10
BA16QW,OK,Y,>=30,>=30,>=30,Y,4
BA34XA,OK,N,7.2,6.6,14.7,Y,14
BA16BB,OK,N,4.5,4.3,5.9,Y,7
BA28QX,OK,Y,3.1,2.4,7.3,N,11
BS394HR,OK,N,6.7,7.1,7.4,N,3
BS312LB,OK,N,28.5,20,>=30,Y,26
BA25PG,OK,N,17.1,18.2,22,N,13
BA15ST,OK,N,16.5,11.8,>=30,Y,6
BS408SN,OK,N,17.6,19.7,24.4,N,9
BA28LZ,OK,Y,2.1,1.1,10.2,Y,29
BA11HA,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA21RX,No Data,N/A,N/A,N/A,N/A,N,0
BA12RG,OK,N,16.5,19.4,21.8,Y,3
BA20ER,OK,N,11.5,13,15,N,6
BS397NH,OK,Y,2.6,2.9,4,Y,13
BA33NF,OK,N,20.3,9,>=30,Y,15
BS394AN,OK,Y,5.8,7.6,8.1,N,3
BS397RP,OK,N,22.5,7.5,>=30,Y,7
BS406HD,OK,N,7.2,7.2,7.6,N,3
BA25PA,OK,Y,13.6,13.8,21,N,32
BS395PG,OK,N,6.8,6.8,8.1,N,13
BA12PR,OK,Y,16,16.5,22.2,N,47
BS140QB,OK,Y,25,20,>=30,Y,26
BA16NJ,OK,Y,19,5.3,>=30,Y,19
BA25DH,No Data,N/A,N/A,N/A,N/A,N,0
BA15EE,OK,N,28.2,16,>=30,Y,12
BA10NW,No premises,N/A,N/A,N/A,N/A,N,0
BA12JU,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA21BH,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA32DA,OK,Y,15.6,18.1,22.5,Y,16
BA17JT,No Data,N/A,N/A,N/A,N/A,N,0
BA10TQ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA16JS,OK,Y,3.8,3.8,6.6,Y,8
BS312LW,OK,N,27.1,25.9,>=30,Y,12
BA25DS,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS311EA,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA34BE,No Data,N/A,N/A,N/A,N/A,N,0
BS394LF,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA29AJ,OK,Y,3.4,3.4,5.7,N,5
BS408RL,No Data,N/A,N/A,N/A,N/A,N,0
BA26TL,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS312AF,No Data,N/A,N/A,N/A,N/A,N,0
BS312LA,OK,Y,18.3,11.6,>=30,Y,25
BA23JJ,OK,N,>=30,>=30,>=30,Y,16
BA13LG,OK,Y,7.6,5.3,20.8,Y,11
BS311PS,OK,N,>=30,>=30,>=30,Y,4
BA29BG,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA33BQ,OK,N,13.2,13.5,21.1,Y,10
BS312TR,OK,N,25.2,15.1,>=30,Y,26
BA13EG,OK,N,16.6,7.7,>=30,Y,34
BA33NR,OK,N,23.2,15.8,>=30,Y,22
BA16PR,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA33SL,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA26LS,No Data,N/A,N/A,N/A,N/A,N,0
BS311PW,OK,Y,22.3,14.9,>=30,Y,16
BA22RT,OK,N,19.2,16.7,>=30,Y,6
BS397NU,OK,Y,3.4,3.1,4.4,N,14
BA15TT,OK,Y,10,6.3,>=30,Y,9
BS396UL,OK,Y,2.7,2.6,7.6,N,11
BS408UQ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS311HN,OK,Y,9.7,4.4,>=30,Y,4
BA12AJ,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BA15JX,OK,N,18.6,8.3,>=30,Y,4
BA22EH,OK,Y,26.1,20,>=30,Y,26
BA33EY,OK,Y,17.1,20.3,24.1,N,28
BA29DB,OK,N,2.7,2.3,4,N,4
BA13BS,OK,N,10.9,11.8,16,Y,14
BS312DJ,OK,Y,16.4,19.8,23,N,10
BA16DP,OK,N,7.5,8.1,10,N,9
BS408SU,OK,N,16.4,19.9,23.5,N,16
BS395RB,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA15PX,No Data,N/A,N/A,N/A,N/A,Y,0
BA32HJ,No premises,N/A,N/A,N/A,N/A,N,0
BA33BL,OK,N,25.5,14.3,>=30,Y,11
BA26HE,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA32DD,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BS408PP,No premises,N/A,N/A,N/A,N/A,N,0
BA33LY,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA21LL,OK,Y,>=30,>=30,>=30,Y,11
BS408SS,OK,N,16.3,17.8,19.8,N,8
BA25NE,No Data,N/A,N/A,N/A,N/A,Y,0
BA15NE,OK,N,8.6,8.9,13.2,Y,12
BA23HP,OK,N,28.1,18.5,>=30,Y,48
BA24DG,OK,N,9.1,9.9,10.4,Y,3
BA13HB,OK,N,10.4,11.2,11.9,Y,5
BA32HS,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA12RD,OK,N,>=30,>=30,>=30,Y,4
BA12NP,No Data,N/A,N/A,N/A,N/A,Y,0
BA14BZ,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS140EZ,No Data,N/A,N/A,N/A,N/A,Y,0
BS312NW,OK,Y,17.2,20,>=30,Y,8
BA12AA,OK,N,17.1,18.4,24,N,4
BS408PN,OK,Y,14.2,20.9,23.1,N,7
BS395UB,No Data,N/A,N/A,N/A,N/A,N,0
BA33QR,OK,N,10.9,9.8,>=30,Y,22
BA20HS,OK,N,14.2,14.3,22,N,8
BA23DX,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA29HP,OK,Y,2.8,2.5,5.8,N,32
BA23PQ,OK,N,>=30,20,>=30,Y,11
BS311RR,OK,N,16.5,15.3,>=30,Y,4
BA19BL,No Data,N/A,N/A,N/A,N/A,N,0
BS406AB,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA26SH,OK,Y,8.4,5.6,22.2,Y,13
BA20PD,OK,N,5.5,4.9,7.9,N,3
BA13AN,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA22LB,OK,Y,27.7,>=30,>=30,Y,21
BA32DU,OK,N,19.7,21.1,24.2,N,11
BA12QD,No Data,N/A,N/A,N/A,N/A,Y,0
BA22BL,OK,Y,24.8,17,>=30,Y,24
BA22AS,OK,Y,10.7,6.4,>=30,Y,11
BA11EB,OK,N,17.3,20.3,20.9,N,5
BA12NT,OK,N,13.7,12.1,24.4,Y,14
BA24LZ,OK,Y,12.8,6,>=30,Y,12
BA34BR,OK,N,16.3,13.8,>=30,Y,53
BS312AT,OK,N,6.4,3.8,12.3,N,3
BA33PY,Insufficient Data,N/A,N/A,N/A,N/A,N,1
BS396TQ,OK,Y,2.9,3.1,5.1,N,3
BA28DL,OK,N,16,5.7,>=30,Y,15
BS312DN,OK,N,21.9,23.3,24,Y,10
BA12XE,OK,N,16.1,9.9,>=30,Y,15
BA21AS,OK,Y,26.8,20,>=30,Y,19
BS397LS,OK,N,29.7,22.1,>=30,Y,4
BA13YS,No premises,N/A,N/A,N/A,N/A,N,0
BA22SE,OK,Y,28.6,>=30,>=30,Y,14
BA22TE,OK,Y,22.7,20,>=30,Y,9
BA25HZ,OK,N,14.2,14.8,21.4,N,12
BA20LJ,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA27GW,OK,N,18.2,18.5,19.4,N,7
BA12PH,OK,N,15.5,17.7,24.2,Y,21
BS394DS,OK,Y,4.3,4.6,6.4,N,6
BS397PL,OK,Y,11.2,3.3,>=30,Y,11
BS395PD,OK,Y,5.4,6,8.1,N,16
BA22SY,OK,Y,>=30,25,>=30,Y,8
BA10TP,No Data,N/A,N/A,N/A,N/A,N,0
BS313BL,No Data,N/A,N/A,N/A,N/A,N,0
BA33DJ,OK,N,15.2,8.6,>=30,Y,15
BA32NA,OK,N,12.4,11.3,>=30,Y,33
BA13LL,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA23RQ,OK,N,>=30,>=30,>=30,Y,13
BA29EQ,OK,Y,1.2,0.9,3.4,Y,8
BA16RP,OK,Y,8.3,6.1,>=30,Y,13
BA32UD,OK,N,11.3,13.5,18.3,N,7
BS408RL,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS311SX,OK,Y,6.4,7.2,9,Y,11
BS312FG,OK,N,18.5,19.8,22.8,N,8
BA22JY,OK,N,17.1,9.7,>=30,Y,10
BA17TU,OK,Y,7.3,7.3,14.3,N,16
BS311HL,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS312HY,OK,Y,12.8,14.1,22.5,N,6
BA32TE,OK,Y,12.7,9.5,>=30,Y,7
BA12AE,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA11SP,No Data,N/A,N/A,N/A,N/A,Y,0
BA21AN,OK,Y,26,20,>=30,Y,19
BS397XQ,OK,Y,17.3,3.7,>=30,Y,20
BA22XX,No premises,N/A,N/A,N/A,N/A,N,0
BA27BL,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA13RR,OK,N,9.4,6.1,25,Y,15
BA25BJ,No Data,N/A,N/A,N/A,N/A,N,0
BS407XB,No Data,N/A,N/A,N/A,N/A,N,0
BA21EH,OK,Y,26.7,20,>=30,Y,23
BA10SZ,No Data,N/A,N/A,N/A,N/A,N,0
BA33QA,OK,N,19.1,13.5,>=30,Y,33
BA26BD,OK,N,7.6,6.2,10.8,Y,4
BA18EN,OK,N,13.1,13.5,16.9,N,5
BS311RZ,OK,N,18.1,9.9,>=30,Y,9
BS311EW,OK,N,14.8,16,21,Y,19
BA12XG,OK,N,15,16.8,19.2,Y,7
BA27UA,OK,Y,8,8,12.9,N,14
BA16EF,OK,N,24.4,9.2,>=30,Y,33
BA24WF,No premises,N/A,N/A,N/A,N/A,N,0
BA15NG,No Data,N/A,N/A,N/A,N/A,Y,0
BS312BL,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA29BT,OK,Y,3.6,4.2,5.8,N,10
BA13LR,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA11TQ,OK,N,23,15.8,>=30,Y,3
BA33EN,OK,N,11.6,10.5,>=30,Y,20
BA12RN,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA32SZ,OK,Y,18.5,7.7,>=30,Y,13
BS394EG,OK,Y,3.9,3.2,7,N,18
BS396TZ,OK,N,5.5,5.9,6.2,N,4
BA19AA,Insufficient Data,N/A,N/A,N/A,N/A,Y,2
BA21NE,OK,Y,>=30,25,>=30,Y,25
BA33HB,OK,N,18.3,19,22.4,N,9
BS396YD,OK,Y,1.2,0.6,2.5,N,3
BA20NQ,No Data,N/A,N/A,N/A,N/A,N,0
BA14LR,OK,Y,16.6,4,>=30,Y,11
BS395QR,OK,Y,2.7,2.8,3.4,N,4
BA21JF,OK,N,>=30,>=30,>=30,Y,11
BA23HS,OK,Y,>=30,20,>=30,Y,30
BA27NX,No Data,N/A,N/A,N/A,N/A,N,0
BS397LW,OK,Y,4.7,3.3,15.8,N,15
BA26JB,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BA25HF,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BS396YZ,No premises,N/A,N/A,N/A,N/A,N,0
BA32SH,OK,N,22.7,7.8,>=30,Y,11
BA21LN,OK,N,26,>=30,>=30,Y,5
BS312ET,OK,N,21.4,22.3,23.2,N,4
BS396LB,OK,Y,2.4,2.8,4.2,N,29
BA24AL,OK,N,14,10.6,21.4,Y,11
BA16ND,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS395RJ,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA25DW,OK,N,13,14,20.8,N,46
BS396TY,OK,Y,4.2,4,7.4,N,16
BA25AU,No Data,N/A,N/A,N/A,N/A,N,0
BS396YQ,OK,Y,2,2.1,2.8,N,4
BA23JB,OK,N,>=30,>=30,>=30,Y,20
BS395AR,OK,Y,1.5,1.3,2.7,N,4
BS140TS,OK,N,23.6,25.5,>=30,Y,9
BA14NP,OK,Y,17.2,4.1,>=30,Y,16
BA28NL,No Data,N/A,N/A,N/A,N/A,Y,0
BS312NL,OK,N,>=30,22.5,>=30,Y,35
BA25BD,Insufficient Data,N/A,N/A,N/A,N/A,N,2
BA24RX,OK,N,14.6,9.5,>=30,Y,9
BA27DP,No Data,N/A,N/A,N/A,N/A,N,0
BA33TB,OK,Y,13.6,9.4,>=30,Y,15
BA17LP,Insufficient Premises,N/A,N/A,N/A,N/A,N,<3
BA24EW,Insufficient Premises,N/A,N/A,N/A,N/A,Y,<3
BS397PR,OK,Y,2.9,2.7,3.9,Y,9
BS396UP,OK,Y,2.4,2.4,2.8,N,3
BA13PQ,OK,N,>=30,7,>=30,Y,3
BA26DE,OK,Y,16.8,6.4,>=30,Y,18
BS406HB,Insufficient Data,N/A,N/A,N/A,N/A,N,2
