Ref,Description,LocationDescription,Status,Start,End,OrganisationName,TrafficType,Easting,Northing,Latitude,Longitude,Location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
600045,Replacement of Street Lights in Claverton Road,CLAVERTON RD SALTFORDBATH AND NORTH EAST SOMERSET,Completed,16/01/2017 12:00:00 AM,22/02/2017 12:00:00 AM,SSE Street Lighting,Signing Only,367849.75,167013.75,51.401235952011341,-2.463552844860351,"(51.40123595201134, -2.463552844860351)",17,82,433,16,1
30009953,REPLACE 91M OF 150MM DI WITH 91M OF 125MM PE AND REPLACE OR TRANSFER APPROX 6 SERVICES,O/S NO. 15 COURTENAY ROAD - JUNC COURTENAY ROAD/LYTES CARY ROAD,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,366055,166822,51.399406937562418,-2.489333234732314,"(51.39940693756242, -2.4893332347323143)",16,44,151,3,1
30009926,REPLACE 1051M OF 6IN CI WITH 1051M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES.,Greenbank,Completed,01/07/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Two-Way Signals,376169,167726,51.408052349986072,-2.344013265137184,"(51.40805234998607, -2.3440132651371837)",1,25,51,10,1
30009972,"REPLACE 15M OF 4IN DI, SI WITH 14M OF 75MM PE AND REPLACE OR TRANSFER ANY AFFECTED SERVICES.",O/S NO. 42 WAVENEY ROAD - JUNC WAVENEY ROAD/EVENLODE WAY,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,366272,167309,51.403798684852894,-2.486260530666774,"(51.403798684852894, -2.486260530666774)",16,47,148,3,1
30011958,REPLACE TEMPORARY REINSTATEMENT WITH PERMANENT,17,Completed,01/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,BRISTOL SOUTH,Give and Take,366038,166617,51.397562701748626,-2.4895579055151,"(51.397562701748626, -2.4895579055151003)",16,44,151,3,1
30012724,New Connection,Rear of 15 St Stephen's Close,Completed,25/07/2016 12:00:00 AM,27/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374853.03,165924.82,51.391800053857978,-2.36280466977434,"(51.39180005385798, -2.36280466977434)",21,1,240,7,1
30009927,"REPLACE 151M OF 6IN, 4IN CI WITH 151M OF 75MM, 125MM PE AND REPLACE OR TRANSFER APPROX 12 SERVICES.",THE OLD BAKEHOUSE,Completed,20/06/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Road Closure,375949,168379,51.41391442452192,-2.347220705067193,"(51.41391442452192, -2.3472207050671927)",1,25,51,10,1
30015350,Section 81/Defect,Junct Norman Road & High Street,Completed,17/08/2016 12:00:00 AM,19/08/2016 12:00:00 AM,WESSEX WATER (Northern Waste R&M),Multi-Way Signals,368325,167329,51.404097303887227,-2.456749544969298,"(51.40409730388723, -2.4567495449692975)",17,80,430,16,1
30014998,3m trenching in tarmac road for new supply,Adjacent 2 the close,Completed,21/07/2016 12:00:00 AM,27/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Signing Only,370091,159214,51.331228227870703,-2.430676834669972,"(51.3312282278707, -2.4306768346699723)",9,28,66,22,1
30015160,TRACE AND REPAIR GAS ESCAPE AND PERMANENTLY REINSTATE WHERE POSSIBLE.,FIR TREE COTTAGE,Completed,18/07/2016 12:00:00 PM,22/07/2016 12:00:00 AM,BATH,Give and Take,375936,165750,51.390275349967055,-2.347228448236746,"(51.390275349967055, -2.3472284482367463)",36,95,496,6,1
30011958,REPLACE TEMPORARY REINSTATEMENT WITH PERMANENT,uplands farm wellsway,Completed,01/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,BRISTOL SOUTH,Give and Take,366015,166632,51.397696189015058,-2.489889935794336,"(51.39769618901506, -2.489889935794336)",16,44,151,3,1
30015118,Urgent excavation in highway to locate and repair LV cable fault.,Outside 14 to 16,Completed,14/07/2016 10:00:00 AM,21/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Signing Only,366772,153768,51.282075859373379,-2.477804473070466,"(51.28207585937338, -2.477804473070466)",26,100,519,26,1
30015174,URGENT RELAY AFTER SERVICE ALTER.,6,Completed,19/07/2016 09:50:00 AM,25/07/2016 12:00:00 AM,BRISTOL SOUTH,Give and Take,365072,168441,51.413903910681611,-2.503622823603978,"(51.41390391068161, -2.503622823603978)",24,49,164,1,1
30015131,REPLACING OVERHEAD CONDUCTORS,outside Karnille cottage to Adjacent 2-3 The Batch,Completed,20/07/2016 12:00:00 AM,22/07/2016 12:00:00 AM,Melksham Depot,Stop/Go Boards,377133,158243,51.322825634536443,-2.329540805440998,"(51.32282563453644, -2.329540805440998)",10,114,55,10,1
30012171,REPLACE 336M OF 4IN SI WITH 336M OF 75MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES.,27,Completed,18/03/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374532,166818,51.399816643377171,-2.367482852788022,"(51.39981664337717, -2.367482852788022)",21,1,233,7,1
30014994,Rolling programme of underground cabling works In Carriageway & Footway,Outside 197 to 201,Completed,25/07/2016 12:00:00 AM,05/08/2016 12:00:00 AM,BT,Two-Way Signals,377959.25,167446.75,51.405614256459828,-2.318257372002949,"(51.40561425645983, -2.318257372002949)",1,23,35,10,1
30015336,Urgent Sewer Repair. Owner:Richard Lewis,Rear of 50 King Edward Road,Completed,29/07/2016 09:30:00 AM,09/09/2016 12:00:00 AM,WESSEX WATER (Northern Waste R&M),Road Closure,374064,164027,51.374700217379164,-2.374005276168023,"(51.374700217379164, -2.374005276168023)",31,64,352,14,1
202660,REVISED DATE - Carriageway micro asphalt surfacing work - 1 day approx.,Turner Close,Completed,09/08/2016 12:00:00 AM,09/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,366102.01,168358.06,51.413220904898822,-2.488804818567085,"(51.41322090489882, -2.4888048185670852)",16,45,155,3,1
30015251,TRACE AND REPAIR GAS ESCAPE AND PERMANENTLY REINSTATE WHERE POSSIBLE.,35,Completed,18/07/2016 08:30:00 AM,25/07/2016 12:00:00 AM,BATH,Give and Take,377531,165963,51.392256262221736,-2.324319562600714,"(51.392256262221736, -2.3243195626007145)",1,27,27,10,1
30014861,NEW GAS SERVICE 5M PUBLIC 15M PRIVATE,O/S LITTLE ORCHARD,Completed,27/09/2016 12:00:00 AM,03/10/2016 12:00:00 AM,BRISTOL CENTRAL,Road Closure,358598,159794,51.335720144033345,-2.595697901409196,"(51.335720144033345, -2.595697901409196)",4,33,90,21,1
30015330,Repair Service Leak,26,Completed,28/07/2016 02:30:00 PM,01/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374057.73,161924.29,51.355793455101178,-2.373941236730798,"(51.35579345510118, -2.3739412367307975)",30,61,336,19,1
30015191,Excavate footway to add swept tee,Outside 2,Completed,23/07/2016 12:00:00 AM,25/07/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,No Carriageway Incursion,365437,168449,51.413998284156207,-2.498375442365861,"(51.41399828415621, -2.4983754423658606)",24,49,158,1,1
30015155,Urgent excavation in highway to locate and repair LV cable fault.,Opposite 3,Completed,16/07/2016 05:30:00 PM,25/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Give and Take,370280,154827,51.291792449343774,-2.427597130874444,"(51.291792449343774, -2.427597130874444)",12,78,410,24,1
600043,Replacement of Street Lights in Queens Road,QUEENS ROAD KEYNSHAMBATH AND NORTH EAST SOMERSET,Completed,05/12/2016 12:00:00 AM,16/01/2017 12:00:00 AM,SSE Street Lighting,Signing Only,365157.5,168048,51.410375626588724,-2.502354712149474,"(51.410375626588724, -2.502354712149474)",37,52,174,2,1
30015102,Install 22x 100m of fibre cable and sub-duct  into duct,"From O/S 47 to O/S 49 on High Street, HIGH STREET",Completed,28/07/2016 12:00:00 AM,09/08/2016 12:00:00 AM,BT,Two-Way Signals,357200,163095,51.365296200537145,-2.616162624540172,"(51.365296200537145, -2.616162624540172)",6,31,80,21,1
30006760,REPLACE 127M OF 6IN CI WITH 127M OF 125MM PE AND REPLACE OR TRANSFER APPROX 18 SERVICES,Junction of The brow,Completed,01/08/2016 12:00:00 AM,09/09/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,372860,164378,51.377799690698531,-2.391329424280663,"(51.37779969069853, -2.3913294242806633)",28,89,464,11,1
202690,Construction of new highway drainage system.,80m length of road between junction with Priors Hill and Bungays Hill,Completed,12/09/2016 12:00:00 AM,30/09/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,366001.98,158283.74,51.322633273196281,-2.489276265851369,"(51.32263327319628, -2.489276265851369)",14,87,460,16,1
30012525,Renovations- snagging,18m to the rhs of The Linney 10mm,Completed,29/07/2016 12:00:00 AM,02/08/2016 12:00:00 AM,Bristol Water,Road Closure,355906.22,157220.84,51.312381447173131,-2.63401581475554,"(51.31238144717313, -2.6340158147555397)",2,6,274,21,1
30015085,Section 81/Defect,Little Knowle,Completed,17/07/2016 12:00:00 AM,20/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Stop/Go Boards,365851.22,160602.7,51.343474885127542,-2.491662753492443,"(51.34347488512754, -2.491662753492443)",8,40,129,16,1
30015260,Urgent excavation in highway to locate and repair LV cable fault.,Opposite 10,Completed,23/07/2016 12:00:00 PM,02/08/2016 12:00:00 AM,1171 SE BRISTOL CONSTRUCTION,Two-Way Signals,365779,168171,51.411519528690953,-2.493431047993293,"(51.41151952869095, -2.493431047993293)",16,45,156,3,1
30009927,"REPLACE 151M OF 6IN, 4IN CI WITH 151M OF 75MM, 125MM PE AND REPLACE OR TRANSFER APPROX 12 SERVICES.",Outside of the old cottage,Completed,20/06/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Road Closure,375900,168399,51.414092162359793,-2.347926633126985,"(51.41409216235979, -2.3479266331269852)",1,25,51,10,1
30014577,Access required to overhead BT structure to provide  service - No structural changes. Work being carried out on existing BT Plant,"Blackrock Lane,  Publow, BS39 4JB",Completed,11/09/2016 12:00:00 AM,12/09/2016 12:00:00 AM,BT,Road Closure,361973.5,166091.5,51.392579096783642,-2.547921804330726,"(51.39257909678364, -2.5479218043307257)",7,74,398,20,1
30009944,"REPLACE 275M OF 1.5IN, 4IN, 6IN ST, SI WITH 246M OF 125MM, 63MM, 75MM PE AND REPLACE OR TRANSFER APPROX 30 SERVICES",O/S NO. 1 COXLEY DRIVE - ACCESS TO UPHILL DRIVE FOOTPATHS,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,375612,166875,51.400376838266212,-2.351962454349584,"(51.40037683826621, -2.3519624543495845)",23,56,221,4,1
30012474,REPLACE 4M OF 100MM DI WITH 4M OF 125MM PE AND REPLACE OR TRANSFER ANY AFFECTED SERVICES.,J/O HARLEY STREET & JULIAN ROAD,Completed,06/05/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374653,165516,51.38811522789446,-2.365650150695943,"(51.38811522789446, -2.3656501506959433)",34,115,199,9,1
30015323,Erect/Renew 1 PCP cabinet and base (600mm x 300mm x 1000mm),"OPP ROSE BANK, TADWICK LANE",Completed,09/08/2016 12:00:00 AM,11/08/2016 12:00:00 AM,BT,Signing Only,376009.06,168363.93,51.413781480549595,-2.346356088571566,"(51.413781480549595, -2.346356088571566)",1,25,51,10,1
30015198,Repair Service,Longview,Completed,24/07/2016 12:00:00 AM,27/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374220.08,167604,51.406869747833298,-2.372023878897979,"(51.4068697478333, -2.372023878897979)",21,1,233,7,1
30013325,REMEDIAL REINSTATEMENT,junc temple inn lane cw/skid,Completed,18/07/2016 12:00:00 AM,20/07/2016 12:00:00 AM,Bristol Water,Two-Way Signals,362190.94,158065.14,51.320426432551322,-2.54394104553038,"(51.32042643255132, -2.54394104553038)",2,7,268,20,1
30014897,1 joint hole in tarmac footway and 20m trenching in tarmac footway for new supply,Outside 1,Completed,18/07/2016 12:00:00 AM,25/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Signing Only,364541,158396,51.323553146408095,-2.510252476668338,"(51.323553146408095, -2.510252476668338)",3,42,139,23,1
30015164,Excavate footway to add swept tee,Outside 504,Completed,22/07/2016 12:00:00 AM,26/07/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,No Carriageway Incursion,368433,166965,51.400830503253552,-2.455164478194102,"(51.40083050325355, -2.4551644781941024)",17,81,423,16,1
30014897,1 joint hole in tarmac footway and 20m trenching in tarmac footway for new supply,Outside 3,Completed,18/07/2016 12:00:00 AM,25/07/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Signing Only,364527,158406,51.323642184377761,-2.510454378626219,"(51.32364218437776, -2.5104543786262186)",3,42,139,23,1
30014529,"REPLACE 115M OF 4IN CI WITH 271M OF 63MM, 180MM PE AND REPLACE OR TRANSFER APPROX 14 SERVICES",FROM THE FOOTPATH OPPOSITE HAMILTON HOUSE TO THE END OF THE TRACK AT THEREAR OF HAMILTON HOUSE.,Completed,01/10/2016 12:00:00 AM,31/03/2017 12:00:00 AM,BATH,Give and Take,374068,167342,51.404507031615957,-2.374191026622673,"(51.40450703161596, -2.374191026622673)",21,1,233,7,1
30015308,Repair Service,2,Completed,01/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,373029,163982,51.374247166377465,-2.3888711391517,"(51.374247166377465, -2.3888711391517004)",27,85,438,15,1
87603,"To ensure compliance with the Overhead Line Electrification requirements, works to existing bridge parapets will include raising the height of the parapets and providing anti-climb measures",At Road over rail bridge named: Sydney Wharf,Completed,06/06/2016 12:00:00 AM,15/08/2016 12:00:00 AM,NR-WESTERN Electricfication,Road Closure,375783,165107,51.384487294358692,-2.349383208857331,"(51.38448729435869, -2.349383208857331)",22,30,74,12,1
30012171,REPLACE 336M OF 4IN SI WITH 336M OF 75MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES.,1 - 3,Completed,18/03/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374448,166804,51.399686968517919,-2.368689286495685,"(51.39968696851792, -2.368689286495685)",21,1,233,7,1
30014495,Interim to perm of the footway,Outside 584,Completed,22/08/2016 12:00:00 AM,23/08/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,No Carriageway Incursion,368893,166437,51.396108580896559,-2.448505733633528,"(51.39610858089656, -2.4485057336335276)",17,81,424,16,1
30014673,NEW GAS SERVICE 3M PUBLIC 10M PRIVATE,20,Completed,14/07/2016 12:00:00 AM,21/07/2016 12:00:00 AM,BRISTOL SOUTH,Give and Take,365213,168529,51.414703838531899,-2.501604115183202,"(51.4147038385319, -2.501604115183202)",24,49,159,1,1
30015188,Excavate footway to add swept tee,Outside 16A,Completed,24/07/2016 12:00:00 AM,26/07/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,No Carriageway Incursion,373934,164768,51.381356907755311,-2.3759275284432,"(51.38135690775531, -2.3759275284431998)",33,112,560,12,1
30014911,NEW GAS SERVICE 1M PUBLIC 2M PRIVATE,O/S 5,Completed,01/08/2016 12:00:00 AM,04/08/2016 12:00:00 AM,BATH,Give and Take,374439,165607,51.388923807184575,-2.368732060826141,"(51.388923807184575, -2.3687320608261406)",34,115,200,9,1
30015371,Replace cst & fit meter,7,Completed,04/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,Bristol Water,Signing Only,364458.18,156619.95,51.307578802447388,-2.51126334056643,"(51.30757880244739, -2.51126334056643)",13,68,374,23,1
30004564,"Works to raise the heights of the bridge parapets to 1.8m to comply with EU legislation on the safety of Electrified railways works 22.00 to 05.00 with traffic management removed after each shift, notice to be updated as more information becomes available.",Road over Tunnel Mouth under Sydney Road,Completed,21/01/2017 12:00:00 AM,24/04/2017 12:00:00 AM,NR-WESTERN Electricfication,Two-Way Signals,375805,165200,51.385324444248681,-2.349073444394091,"(51.38532444424868, -2.3490734443940906)",22,30,74,12,1
30015256,WECS. Install atplas box for C/P Cello. Owner:Lynsey Smith,Springdale,Completed,04/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,WESSEX WATER (Engineering Northern WECS),Signing Only,373927,165971,51.392173292521825,-2.376116833935746,"(51.392173292521825, -2.3761168339357455)",20,107,548,5,1
30015329,Replace 1 jointbox frame and cover(s) (2315mm x 737mm) in Footway,"OPP JUNC OF STOWEY ROAD ON , UPPER BRISTOL ROAD",Completed,02/08/2016 12:00:00 AM,04/08/2016 12:00:00 AM,BT,Signing Only,361899.75,158946.25,51.328329288621752,-2.548213872393449,"(51.32832928862175, -2.5482138723934487)",5,35,100,20,1
30015199,TRACE AND REPAIR GAS ESCAPE AND PERMANENTLY REINSTATE WHERE POSSIBLE.,24,Completed,20/07/2016 11:45:00 AM,26/07/2016 12:00:00 AM,BRISTOL CENTRAL,Give and Take,365273,156064,51.302630491362926,-2.499520227005918,"(51.302630491362926, -2.499520227005918)",13,67,371,23,1
30015138,"NEW NETWORK TO CONSTRUCT, CHAMBERS TO BUILD AND EXISTING CHAMBERS TO UPGRADE, INSTALLING SWEPT TEE'S",FROM F/W S/O 1 UPPER BRISTOL ROAD IN NELSON LANE TO F/W S/O 1 TO 7 NORFOLK COURT IN NELSON LANE,Completed,21/07/2016 12:00:00 AM,03/08/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,Signing Only,374289.14,165037.55,51.383796824975676,-2.370844273621793,"(51.383796824975676, -2.370844273621793)",34,115,209,9,1
30009971,"REPLACE 605M OF 150MM, 200MM, 6IN DI, SI WITH 605M OF 125MM, 180MM, 63MM PE AND REPLACE OR TRANSFER APPROX 26 SERVICES",JUNC MANOR ROAD/MEDWAY DRIVE - O/S NO. 109 MANOR ROAD,Completed,01/04/2016 12:00:00 AM,31/03/2017 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,366442,167154,51.402415153450676,-2.483802000628432,"(51.402415153450676, -2.483802000628432)",16,44,149,3,1
30013506,TRAFFIC MANAGEMENT REQUIRED TO RENEW TWO TELEGRAPH POLES(ROAD CLOSURE) FROM TWINNERS JCN BELLEVUE HOUSE TO JCN BUTCOMBE LANE WEST TOWN LANE NEMPNETT THRUBWELL BS40 7XD,OLD FARM WEST TOWN NEMPNETT THRUBWELL BS40 7XD,Completed,18/07/2016 12:00:00 AM,20/07/2016 12:00:00 AM,BT,Road Closure,351862,160580,51.34225530963252,-2.692490372957752,"(51.34225530963252, -2.6924903729577525)",4,32,88,21,1
30015358,TRACE AND REPAIR GAS ESCAPE AND PERMANENTLY REINSTATE WHERE POSSIBLE.,park,Completed,30/07/2016 11:00:00 PM,05/08/2016 12:00:00 AM,BRISTOL NORTH,Give and Take,364923,156454,51.306115611496168,-2.504579002356449,"(51.30611561149617, -2.5045790023564494)",13,68,363,23,1
30015345,New Connection,The Wight House,Completed,03/08/2016 12:00:00 AM,05/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374370,166383,51.395898039987266,-2.369779939106386,"(51.395898039987266, -2.3697799391063863)",21,1,235,7,1
30015291,Meter Option,50-51,Completed,29/07/2016 12:00:00 AM,02/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,373171.91,164056.17,51.374920862426627,-2.386823672022193,"(51.37492086242663, -2.386823672022193)",32,104,535,13,1
30015362,NEW GAS SERVICE 1M PUBLIC,O/S 42,Completed,17/08/2016 12:00:00 AM,23/08/2016 12:00:00 AM,BATH,Give and Take,372525,163504,51.369924986376411,-2.39607464930552,"(51.36992498637641, -2.39607464930552)",27,83,436,15,1
30011958,REPLACE TEMPORARY REINSTATEMENT WITH PERMANENT,UPLANDS FARM,Completed,01/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,BRISTOL SOUTH,Give and Take,366112,166442,51.395993665501322,-2.488477503555271,"(51.39599366550132, -2.4884775035552713)",16,44,151,3,1
30015213,leaking cst,",44,WITHIES PARK,RADSTOCK,MIDSOMER NORTON,BA3 2NX",Completed,20/07/2016 04:06:31 PM,26/07/2016 12:00:00 AM,Bristol Water,Signing Only,365599,153508,51.279668206200867,-2.494597065876179,"(51.27966820620087, -2.494597065876179)",25,14,293,27,1
30013822,"LAY 227M OF 90MM, 180MM PE AND REPLACE OR TRANSFER ANY AFFECTED SERVICES.",O/S WOODPECKER FURNITURE LTD - O/S PAVILLION,Completed,12/09/2016 12:00:00 AM,04/11/2016 12:00:00 AM,FROME,Multi-Way Signals,367230,153182,51.276833466486544,-2.471184009768304,"(51.27683346648654, -2.471184009768304)",26,100,520,26,1
30009927,"REPLACE 151M OF 6IN, 4IN CI WITH 151M OF 75MM, 125MM PE AND REPLACE OR TRANSFER APPROX 12 SERVICES.",Outside of limberlost,Completed,20/06/2016 12:00:00 AM,26/08/2016 12:00:00 AM,WGA - BRISTOL & BATH,Road Closure,375989,168375,51.413880162405832,-2.346645280157671,"(51.41388016240583, -2.3466452801576714)",1,25,51,10,1
30015324,Replace 1 jointbox frame and cover(s) (1220mm x 680mm) in Carriageway,"SECTION 81/CCH REF 300137, HAZARDOUS SITE, O/S RHODANNA/STRUGGLE, TENNIS COURT ROAD",Completed,28/07/2016 12:15:00 PM,01/08/2016 12:00:00 AM,BT,Give and Take,364828,156280,51.304545223244766,-2.505924548122769,"(51.304545223244766, -2.505924548122769)",13,67,367,23,1
30014148,"Detailed Examination of  above Retaining Walls using Road Mounted MEWP, ladders and small hand tools. Works to be carried out between the hours of  22:00 Tuesday 2nd August - 06:00 Wednesday 3rd August 2016","Retaining Walls / U/S BTL/ / Adjacent to A36, Lower Bristol Road, Twerton, Nr Bath,",Completed,02/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,NR-WESTERN TERRITORY STRUCTURES ENGINEER,Two-Way Signals,372764,164685,51.380555445056899,-2.392732334721373,"(51.3805554450569, -2.392732334721373)",28,92,466,11,1
30015153,Repair Mains Leak,Opp 142,Completed,17/07/2016 11:30:00 AM,20/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Road Closure,377074.08,167136.77,51.402791810467235,-2.330962654687465,"(51.402791810467235, -2.3309626546874647)",23,58,216,4,1
202638,REVISED DATES - Carriageway micro asphalt surfacing work - 1 day approx.,Colbourne Road,Completed,02/08/2016 12:00:00 AM,02/08/2016 12:00:00 AM,Bath and North East Somerset Council,Road Closure,373540.09,162007.29,51.356515770286322,-2.381381039421984,"(51.35651577028632, -2.3813810394219836)",30,60,334,19,1
30015295,Repair Service,"Junct Kingsmead West, Rear of Kingsmead Leisure Complex, James Street West",Completed,31/07/2016 12:00:00 AM,03/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,374644.91,164663.24,51.380447308410879,-2.365705248465124,"(51.38044730841088, -2.365705248465124)",34,55,195,9,1
30012171,REPLACE 336M OF 4IN SI WITH 336M OF 75MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES.,16,Completed,18/03/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374705,166852,51.400130128493622,-2.36499852217713,"(51.40013012849362, -2.3649985221771304)",21,1,233,7,1
30011958,REPLACE TEMPORARY REINSTATEMENT WITH PERMANENT,17,Completed,01/08/2016 12:00:00 AM,03/08/2016 12:00:00 AM,BRISTOL SOUTH,Give and Take,366034,166615,51.39754447886078,-2.489615207144836,"(51.39754447886078, -2.4896152071448356)",16,44,151,3,1
30015136,"NEW NETWORK TO CONSTRUCT, CHAMBERS TO BUILD AND EXISTING CHAMBERS TO UPGRADE, INSTALLING SWEPT TEE'S",FROM F/W S/O 1-7 NORFOLK HOUSE IN NELSON LANE TO F/W FRONT OF 1-7 NORFOLK COURT IN NELSON LANE,Completed,21/07/2016 12:00:00 AM,03/08/2016 12:00:00 AM,NATIONAL NOTICING DEPARTMENT,Signing Only,374282.43,165014.81,51.383592053926108,-2.370939037790499,"(51.38359205392611, -2.3709390377904986)",34,115,209,9,1
30015183,LAY NEW GAS MAIN TO RUSH HILL CARE HOME,OPP 159,Completed,02/08/2016 12:00:00 AM,14/08/2016 12:00:00 AM,West Area,Two-Way Signals,373284,162641,51.36220172210696,-2.385106502327944,"(51.36220172210696, -2.3851065023279436)",30,62,576,19,1
30015264,Urgent excavation in highway to locate and repair LV cable fault.,outside number 4,Completed,23/07/2016 06:00:00 PM,01/08/2016 12:00:00 AM,1163 NE MENDIP CONSTRUCTION,Signing Only,374785,164747,51.381206702495405,-2.363698366208509,"(51.381206702495405, -2.363698366208509)",34,55,196,9,1
30014901,1 joint hole in grass verge and 98m trenching in tarmac footway and concrete road and grass verge and 23m road crossing in tarmac road for new supply,From Newlands Road P Substation to Outside 11,Completed,25/07/2016 12:00:00 AM,15/08/2016 12:00:00 AM,1171 SE BRISTOL CONSTRUCTION,Signing Only,364753,167551,51.405881892117876,-2.50812081639296,"(51.405881892117876, -2.50812081639296)",37,51,191,2,1
30015101,"Install 22x 100m of fibre cable and sub-duct  into duct,Spend 2day clearing duct by jetting/ cleaning","From O/S Tennis Courts to Opp Sacred Heart On Winford Road, WINFORD ROAD",Completed,19/07/2016 12:00:00 AM,21/07/2016 12:00:00 AM,BT,Two-Way Signals,357087,163077,51.365125809824299,-2.617783466754494,"(51.3651258098243, -2.6177834667544935)",6,31,81,21,1
30015277,Replace cst & fit meter,10,Completed,28/07/2016 12:00:00 AM,01/08/2016 12:00:00 AM,Bristol Water,Signing Only,366676.9,155073.13,51.293805329817154,-2.479290167863253,"(51.293805329817154, -2.4792901678632533)",11,8,279,25,1
202701,Installation of new 90mm PE gas pipe connection to be undertaken by CMU.,Pulteney Court (University of Bath),Completed,08/08/2016 12:00:00 AM,12/08/2016 12:00:00 AM,Bath and North East Somerset Council,Signing Only,375660.95,164434.31,51.37843357148936,-2.351090702854636,"(51.37843357148936, -2.3510907028546355)",33,111,562,12,1
30015304,Meter Option,25,Completed,31/07/2016 12:00:00 AM,03/08/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,373616.08,162820.17,51.363828315120273,-2.38035033504379,"(51.36382831512027, -2.38035033504379)",30,62,341,19,1
30014919,NEW GAS SERVICE 5M PUBLIC,19a,Completed,27/07/2016 12:00:00 AM,02/08/2016 12:00:00 AM,BATH,Two-Way Signals,365980,154950,51.292656857539519,-2.48927264619236,"(51.29265685753952, -2.4892726461923598)",11,10,280,25,1
30015126,Repair Service,39,Completed,19/07/2016 12:00:00 AM,21/07/2016 12:00:00 AM,WESSEX WATER (Bath Operations),Signing Only,373469.61,164342.17,51.377506468480291,-2.382568201880705,"(51.37750646848029, -2.3825682018807046)",32,101,531,13,1
30012171,REPLACE 336M OF 4IN SI WITH 336M OF 75MM PE AND REPLACE OR TRANSFER APPROX 35 SERVICES.,14 COURTNEY HOUSE,Completed,18/03/2016 12:00:00 AM,29/07/2016 12:00:00 AM,WGA - BRISTOL & BATH,Give and Take,374672,166843,51.400047726294339,-2.36547223416073,"(51.40004772629434, -2.3654722341607304)",21,1,233,7,1
30014965,Overhead Works Only - No excavation for Reconductoring,Between The Old Inn Farm House and Alma Cottage,Completed,21/07/2016 12:00:00 AM,21/07/2016 12:00:00 AM,1164 SE MENDIP CONSTRUCTION,Stop/Go Boards,366380,161158,51.348499430054261,-2.484123951220306,"(51.34849943005426, -2.4841239512203064)",8,40,127,16,1
