AADFYear,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_km,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles,id,location,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
2011,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,1.1,0.68,434,243,12464,552,2337,142,13,17,2,2,0,176,15772,80a615c6782ad8d3db95a0212d491e79dec8dcdc,"(51.38525, -2.37502)",34,115,205,9,1
2011,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,2.4,1.49,183,68,10021,103,1395,76,40,0,1,0,0,117,11704,d95b29773899707d96d26e30fabd3b58f60d66c8,"(51.35886, -2.36044)",19,36,121,18,1
2011,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.5,0.31,438,62,4894,123,672,84,21,5,1,7,10,128,5879,85dd136d1cd57b28ff7ab63e460a9fba1c46fcf0,"(51.38752, -2.34941)",36,96,499,6,1
2011,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.6,0.37,209,84,5990,44,1218,85,17,2,2,1,0,107,7443,049f46b93bf4e9c88a5a67f424e47a1482717d0f,"(51.38349, -2.36494)",34,55,193,9,1
2011,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,3.2,1.98,14,153,10226,97,1775,302,91,51,8,131,218,801,13052,1e218fd7640ce0dbf529e0ea1f16ff835af03028,"(51.37376, -2.55062)",7,74,399,20,1
2011,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,6,3.72,38,97,9450,85,1497,115,59,19,4,29,29,255,11384,cbb3feb66b4c0d4cd5b50403797e3a5ba89c8c02,"(51.38594, -2.4325)",9,28,68,22,1
2011,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,3,1.86,97,209,13888,525,1904,234,59,49,6,22,23,393,16919,28d216ad4178a04924a5dfb0584faed582ea6a24,"(51.3772, -2.36345)",33,109,,12,1
2011,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.9,0.55,598,36,2107,524,342,54,8,1,0,0,0,63,3072,207c303f734b7a7c2a37a9e837251c56d81eb7f5,"(51.3831, -2.35941)",35,20,11,7,1
2011,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,3.1,1.92,7,73,7006,8,1281,168,36,10,3,9,18,244,8612,105c493fccb31e315667e5580f6ab29529190ca4,"(51.38367, -2.29912)",1,24,45,10,1
2011,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,1.4,0.86,115,271,17523,373,2630,333,134,83,22,46,135,753,21550,ab20bcdcf4011d6f098a269507e83afd35c2f5cc,"(51.3878, -2.41814)",9,28,68,22,1
2011,46389,South West,Bath and North East Somerset,A37,PR,362930,156000,A362,A39,1.4,0.86,25,164,13038,140,2714,548,114,85,49,159,243,1198,17254,95e2cec338d9c02092531382b2f2158526ff7564,"(51.30191, -2.53312)",3,43,131,23,1
2011,46421,South West,Bath and North East Somerset,A39,PR,364000,157500,B3355,B3115,2.8,1.73,31,127,8133,110,1428,234,46,17,9,13,21,340,10138,9d45f00ef2827e8ec10c1cfcecd5d88185b0d855,"(51.31547, -2.51793)",3,43,136,23,1
2011,47026,South West,Bath and North East Somerset,A362,PR,365000,154900,A37,B3355,3,1.86,15,95,8384,37,1449,208,36,22,10,55,45,376,10341,3e718e4e39da28bd843800893b06a36b1f046f5f,"(51.29215, -2.50332)",13,67,373,23,1
2011,47031,South West,Bath and North East Somerset,A367,PR,370000,156940,A362,B3115,8.7,5.4,19,222,11045,125,1860,191,82,35,7,25,60,400,13652,145df4f970d88584a16c8162b2c061d9bdd8c34b,"(51.31078, -2.43179)",15,72,377,22,1
2011,47162,South West,Bath and North East Somerset,A431,PR,370000,167400,"Penn Hill Rd, Bath",LA boundary,4.6,2.85,30,85,6288,52,982,56,5,4,2,1,1,69,7476,ee54f5cad160052ec6d07f8b3609037d8e62f527,"(51.40483, -2.43268)",1,25,50,10,1
2011,47897,South West,Bath and North East Somerset,A3604,PU,373580,165000,A4,A36,0.3,0.18,156,88,13559,240,2657,170,72,59,7,6,7,321,16865,e22f52185d606263300b96d82e58f189a1adcd6e,"(51.38344, -2.38103)",32,103,538,13,1
2011,48359,South West,Bath and North East Somerset,A367,PU,375005,164350,A36/A3064 roundabout,Broad Quay,0.1,0.06,290,246,13194,767,1571,115,34,8,2,1,2,162,15940,2cd35320a94dc3328e4acf9c8df237436d5e0096,"(51.37765, -2.36051)",35,20,12,7,1
2011,56111,South West,Bath and North East Somerset,A4,PR,380000,167630,A363,LA Boundary,2,1.24,23,130,9524,132,1475,222,56,39,23,33,36,409,11670,8dfb4736043db1050e4e56e4bc22ecef0543863f,"(51.40734, -2.28893)",1,26,41,10,1
2011,56378,South West,Bath and North East Somerset,A36,TR,377840,160000,LA Boundary,LA Boundary,3.1,1.92,9,126,9665,54,1550,291,56,18,34,98,160,657,12052,c6147cf5b159015e9200ceee93b7f26178d60b97,"(51.33865, -2.31951)",10,113,52,10,1
2011,56445,South West,Bath and North East Somerset,A4,PU,373300,165100,A431,A3604,0.3,0.18,355,295,17247,671,2037,125,20,4,2,4,6,161,20411,3abb6a14b57e1f90caa9118c94c921b1d87c0c1c,"(51.38432, -2.38506)",34,54,207,9,1
2011,56503,South West,Bath and North East Somerset,A46,TR,375273,170000,A4,LA Boundary,5.1,3.16,10,172,15690,87,2834,556,93,245,91,171,224,1380,20163,1175f506d5b7143a228846dd6679fb7166385512,"(51.42846, -2.35706)",1,25,51,10,1
2011,56952,South West,Bath and North East Somerset,A362,PU,368000,154759,B3355,A367,2.1,1.3,46,114,12598,119,1992,211,45,24,19,29,29,357,15180,dd388857fe0bc297707d7f76a623fc7d1b38e2e7,"(51.29106, -2.46029)",26,99,507,26,1
2011,57032,South West,Bath and North East Somerset,A368,PR,365000,161630,A37,A39,4.4,2.73,7,49,4262,30,784,99,15,11,2,3,19,149,5274,7f3aa76e3b0b4555f8dcedc2a3e5fad9aa1f64db,"(51.35267, -2.50399)",8,40,130,16,1
2011,57046,South West,Bath and North East Somerset,A362,PU,370000,154560,A367,Manor Rd,1.4,0.86,25,55,8001,157,1743,208,58,46,10,17,42,381,10337,814d8d331ea323640344d5a3b0aca8d50fb08986,"(51.28939, -2.43159)",12,78,416,24,1
2011,57290,South West,Bath and North East Somerset,A4175,PR,364728,169000,A4174 roundabout,road from Stockwood Hill,1,0.62,227,251,11108,184,1990,193,27,8,4,9,24,265,13798,1e4cbef3b8332fe79870c6bcf98bd46d8f27105d,"(51.41891, -2.50862)",24,49,171,1,1
2011,57772,South West,Bath and North East Somerset,A4,PU,375156,165673,A3039,A36,0.2,0.12,322,181,11905,290,1752,229,14,2,5,1,1,252,14380,3b6b9ed51b188ae156cbb7bd3354d237d32d8af1,"(51.38955, -2.35844)",35,22,15,7,1
2011,57774,South West,Bath and North East Somerset,A3039,PU,375070,165290,Saracen St,A4 London Rd,0.5,0.31,321,48,4263,233,507,76,6,0,4,0,0,86,5137,919f406569bc8c4d0dcfe7cd3e379da442b3d4db,"(51.38611, -2.35964)",35,22,17,7,1
2011,57934,South West,Bath and North East Somerset,A3604,PU,374000,164775,A36,A367 roundabout,1.6,0.99,349,275,16337,421,2833,275,65,33,13,21,38,445,20311,ab581459902b2d92e9edf9a9e83f0222a39456d7,"(51.38143, -2.37498)",32,103,538,13,1
2011,73016,South West,Bath and North East Somerset,A368,PR,355000,156980,LA boundary,B3114,4.8,2.98,5,29,3214,32,661,59,6,2,11,18,9,105,4041,e37c72c034b16c63f53e5ef4c97a882b97101fd8,"(51.31015, -2.64699)",4,32,87,21,1
2011,73017,South West,Bath and North East Somerset,A37,PR,362894,155349,LA boundary,A362,0.2,0.12,14,141,10055,80,1966,320,69,44,41,158,151,783,13025,720ba5f73eb07ac944c518c0e2c7efbf30d9fc13,"(51.29605, -2.53357)",3,43,133,23,1
2011,73020,South West,Bath and North East Somerset,A36,TR,378080,162056,LA boundary,B3018,0.1,0.06,17,168,10946,46,1687,223,54,17,36,160,93,583,13430,17de16472d8327ba7c1ef01717301a3f59cf40a6,"(51.35715, -2.31619)",10,113,56,10,1
2011,73024,South West,Bath and North East Somerset,A4175,PU,365600,168940,B3116,LA boundary,0.5,0.31,163,192,13591,101,2005,115,45,10,3,2,7,182,16071,7ace5100ad2d323fdf1a22563b4220d1b7d88d86,"(51.41843, -2.49608)",24,48,161,1,1
2011,73025,South West,Bath and North East Somerset,A4174,PR,364290,169940,A4,LA boundary,0.5,0.31,5,448,27646,139,5239,508,141,145,27,160,132,1113,34585,b5dfb457f3a03fe974778f47602f8505ac3c0146,"(51.42734, -2.51502)",24,48,161,1,1
2011,73026,South West,Bath and North East Somerset,A4,PR,363955,169760,LA boundary,A4174,0.5,0.31,278,859,28674,319,4961,525,125,91,24,96,90,951,35764,b95627461eff364d8fece9d60569b63a2df9f8d2,"(51.4257, -2.51982)",24,48,161,1,1
2011,74521,South West,Bath and North East Somerset,A36,PU,375856,165236,Darlington St,Warminster Rd,0.5,0.31,55,40,5652,38,766,84,6,0,1,1,0,92,6588,807202a820c228c279d9ce5e8005f5f9cc76b584,"(51.38566, -2.34834)",22,30,74,12,1
2011,75360,South West,Bath and North East Somerset,A367,PU,374950,164450,Broad Quay,Corn St,0.1,0.06,85,14,694,662,143,10,2,0,0,1,0,13,1526,9b75287da8a72c555a951065670e2f69343dbc7c,"(51.37855, -2.36131)",35,20,14,7,1
2011,75361,South West,Bath and North East Somerset,A367,PU,375000,164490,Ambury,A3039,0.2,0.12,64,59,7601,516,1526,115,15,10,1,1,1,143,9845,7a344971152ca999b22dedeae0c601782f19bf82,"(51.37891, -2.36059)",35,20,14,7,1
2011,75362,South West,Bath and North East Somerset,A367,PU,375040,164370,Churchill Bridge,A3039,0.1,0.06,64,59,7601,516,1526,115,15,10,1,1,1,143,9845,f8a28b70a0a4f4f4fc3144f53d8930c5ef9d6f35,"(51.37784, -2.36001)",35,21,13,7,1
2011,75363,South West,Bath and North East Somerset,A367,PU,374970,164380,Churchill Bridge,Ambury,0.1,0.06,64,59,7601,516,1526,115,15,10,1,1,1,143,9845,98e7e73dde424e27c2575dd936c7e0a275d5034f,"(51.37792, -2.36102)",35,20,12,7,1
2011,75364,South West,Bath and North East Somerset,A367,PU,374900,164410,Broad Quay,Avon St,0.1,0.06,10,33,3792,129,497,37,3,2,1,0,1,44,4495,1c86c6f29512642d0e3f3aef8aea3a97da804469,"(51.37819, -2.36203)",35,20,14,7,1
2011,75365,South West,Bath and North East Somerset,A367,PU,374900,164510,Green Park Rd,Ambury,0.2,0.12,10,33,3792,129,497,37,3,2,1,0,1,44,4495,65d394c66e3ec7ee4691a1643f8be56850ac2359,"(51.37909, -2.36203)",35,20,14,7,1
2011,75366,South West,Bath and North East Somerset,A3039,PU,375030,165050,Northgate St,Saracen St,0.1,0.06,227,68,4083,293,639,83,12,0,2,0,0,97,5180,c2be50fb3148284c4d59fcb5c4737784c1ed3780,"(51.38395, -2.3602)",35,20,11,7,1
2011,75367,South West,Bath and North East Somerset,A3039,PU,375040,165110,Broad St,Walcot St,0.1,0.06,142,26,1996,140,238,35,5,0,2,0,0,42,2442,7cb882a6bfd642715e7377c3629dab27f85301b0,"(51.38449, -2.36006)",35,20,7,7,1
2011,75368,South West,Bath and North East Somerset,A3039,PU,375070,165050,Northgate St,Walcot St,0.1,0.06,185,24,2362,100,280,42,2,0,2,0,0,46,2812,fceed7f9baab5d1cfbde95d391654296d8b19240,"(51.38395, -2.35963)",35,20,11,7,1
2011,76061,South West,Bath and North East Somerset,A4,PR,371600,165740,A36,A4 principal,0.4,0.24,47,181,12848,351,1849,239,20,3,2,21,15,300,15529,f519916a09b96dafba796b64f0481a4071ea65dd,"(51.38998, -2.40954)",9,28,68,22,1
2011,77949,South West,Bath and North East Somerset,A367,PU,373750,162070,Sulis Manor Rd roundabout,A3062,0.8,0.49,79,271,16888,288,2184,298,50,33,12,28,62,483,20114,114a7698f472fe58347dee3aae5ec52802b0a830,"(51.3571, -2.37837)",30,60,334,19,1
2011,77950,South West,Bath and North East Somerset,A36,PU,373000,164660,Connection Rd,A3604,1.2,0.74,238,167,11197,362,2210,322,88,49,12,39,47,557,14493,47f8ec44a556fbc86ea9d6c7dac3fd98d861ae76,"(51.38035, -2.38934)",32,103,578,13,1
2011,77952,South West,Bath and North East Somerset,A4,PU,372500,165230,Old Newbridge Hill,A431,1.4,0.86,52,201,14262,389,2052,265,22,4,2,24,16,333,17237,6abd504d5dd37924b73fe8e6168db4e133980f45,"(51.38544, -2.39657)",29,17,317,8,1
2011,77953,South West,Bath and North East Somerset,A363,PU,378660,167000,Bathford Hill,A4,0.2,0.12,8,81,7778,9,1422,187,40,10,3,10,20,270,9560,b76c2a224ef3e2698a885184eb5f8ffb1cae9a5a,"(51.40162, -2.30815)",1,26,41,10,1
2011,77954,South West,Bath and North East Somerset,A431,PU,372600,165500,A4,Penn Hill Rd,1.3,0.8,40,68,8476,81,1652,72,12,0,0,1,0,85,10362,a68dd5654b3f6325fe3059ac821c5ee8c1fa7397,"(51.38787, -2.39515)",29,16,319,8,1
2011,77976,South West,Bath and North East Somerset,A37,PU,361230,168000,Staunton Lane,LA Boundary,0.5,0.31,8,179,14308,75,2524,389,64,55,94,177,240,1019,18105,61ab6fdbb6912959158b915b8a81033afa3d9d30,"(51.40969, -2.55882)",7,75,402,20,1
2011,78006,South West,Bath and North East Somerset,A4175,PU,365100,168910,road to Stockwood Hill,B3116,0.6,0.37,240,266,11775,194,2110,204,29,9,4,9,25,280,14625,094c883e9bceb0daf8dd45b4178210de97ee7392,"(51.41813, -2.50327)",24,49,171,1,1
2011,78024,South West,Bath and North East Somerset,A362,PR,370250,154360,Manor Rd,LA Boundary,0.2,0.12,23,50,7281,143,1586,189,53,42,9,16,38,347,9407,c8d7023c54a8eb7df1e8480f76190f153bf53973,"(51.2876, -2.42799)",12,78,416,24,1
2011,81328,South West,Bath and North East Somerset,A36,TR,378950,164000,Bathampton edge of BUA,B3108,4.2,2.6,65,101,10621,152,1262,239,58,18,40,81,95,531,12667,2d1394e2b328450e1cae1aa0eeb5101c48b11950,"(51.37467, -2.30381)",1,27,49,10,1
2011,81329,South West,Bath and North East Somerset,A36,PU,376103,165510,Sydney Rd/Beckford Rd,Footpath 80m before Trossachs Drive,0.6,0.37,65,101,10621,152,1262,239,58,18,40,81,95,531,12667,286725a1cc9634d2b7da5160fe6e43ee95b2762f,"(51.38813, -2.34481)",22,29,71,12,1
2011,81330,South West,Bath and North East Somerset,A36,TU,377116,165944,Footpath 80m before Trossachs,Bathampton end of BUA,1.7,1.05,65,101,10621,152,1262,239,58,18,40,81,95,531,12667,2f84cdca7795cdd32fb6dc1063124db2099a5a27,"(51.39207, -2.33028)",1,27,26,10,1
2011,99383,South West,Bath and North East Somerset,A4,TR,377610,166610,A46,A363,2.1,1.3,16,256,17630,167,3121,338,116,45,30,82,109,720,21894,7252df663ffe2db6e4077be451410965822bade0,"(51.39808, -2.32322)",1,24,31,10,1
2012,6133,South West,Bath and North East Somerset,A4,PU,375000,165200,Broad St,A3039,0.5,0.3106855961,86,64,6346,66,1220,151,20,7,1,0,0,179,7876,ead67ae4e80f748947501477ace8b11720e0e9cd,"(51.3853, -2.36064)",35,20,7,7,1
2012,6134,South West,Bath and North East Somerset,A4,PR,365000,169290,A4174/A4175,B3116,2.8,1.7398393383,35,431,19777,197,3535,576,142,106,22,182,94,1122,25061,d0fa4673fdbd2c2884937713601e30af768f3939,"(51.42154, -2.50474)",24,49,171,1,1
2012,6382,South West,Bath and North East Somerset,A37,PR,361700,165000,B3130,Staunton Lane,3.2,1.9883878152,7,144,11740,62,2172,319,57,50,60,143,209,839,14957,3e761d538680f4d3a254a6b70897fb8cc119472b,"(51.38275, -2.55174)",7,74,399,20,1
2012,6990,South West,Bath and North East Somerset,A36,PU,375300,164240,A367 roundabout,A3062 roundabout,0.5,0.3106855961,379,294,18830,242,2664,331,69,21,14,40,85,559,22589,70b9098f3091b5837849bc8d98fd0f5a11535daa,"(51.37668, -2.35627)",33,109,567,12,1
2012,7128,South West,Bath and North East Somerset,A367,PU,374700,164540,Avon St,A4,0.7,0.4349598346,107,92,6699,339,938,97,15,2,0,0,0,115,8182,6af6b2cb863621595a931864570900cde7f3c802,"(51.37935, -2.36491)",34,55,196,9,1
2012,7937,South West,Bath and North East Somerset,A4,PR,372000,165640,Broadway,Old Newbridge Hill,0.4,0.2485484769,99,269,14549,301,2187,164,28,17,3,28,9,248,17553,d1562328baf5fc7d4ab1f6c8d819f8a94355980d,"(51.3891, -2.40378)",29,18,313,8,1
2012,8116,South West,Bath and North East Somerset,A362,PU,366000,154970,B3355,B3355,1.5,0.9320567884,17,34,6647,71,1097,103,32,19,3,11,18,186,8034,43e5a607d65747aa4eb920ea902ad40e2b17a1d5,"(51.29284, -2.48899)",11,10,280,25,1
2012,8292,South West,Bath and North East Somerset,A36,PU,375619,165276,Darlington St,Beckford Rd,0.2,0.1242742384,406,174,8292,285,1696,324,94,80,15,36,81,628,11075,fbb8ad520fc623f6fa7622e096198d1a73871976,"(51.38601, -2.35175)",35,21,24,7,1
2012,16122,South West,Bath and North East Somerset,A36,PR,372200,165000,A4(T),Connection Rd,1.5,0.9320567884,46,144,9416,93,1807,289,82,84,7,34,43,539,11998,dcf232510af1c56d5e3d23021ad64844d75f639a,"(51.38336, -2.40086)",28,92,478,11,1
2012,16354,South West,Bath and North East Somerset,A37,PR,361900,160000,A39,A368,5.7,3.5418157958,5,101,8654,115,1605,397,86,51,30,149,184,897,11371,22219e054c8c9448d576c576d5f09e17041a8984,"(51.33781, -2.54832)",5,34,95,20,1
2012,16389,South West,Bath and North East Somerset,A39,PR,364800,160000,B3115,A368,3.5,2.1747991728,16,65,6948,73,1126,241,35,25,4,10,22,337,8549,b003729ebce1598beb4c5f60565bd611f9d049d2,"(51.338, -2.5067)",8,40,126,16,1
2012,16957,South West,Bath and North East Somerset,A367,PR,372050,160820,B3115,Sulis Manor Road roundabout,1.7,1.0563310268,67,237,15104,263,2048,267,48,34,8,25,59,440,18093,ef18c4aba95aa4a01183d9c0ec26e3866c05e4bd,"(51.34577, -2.40269)",9,28,67,22,1
2012,17552,South West,Bath and North East Somerset,A3062,PU,375630,164000,A36 roundabout,North Rd/The Avenue,1.7,1.0563310268,85,34,4682,77,589,43,9,0,0,2,2,56,5438,074bd95173bd66d84be71fc407340d819615b379,"(51.37453, -2.35151)",33,110,574,12,1
2012,17920,South West,Bath and North East Somerset,A36,PU,375440,165500,Beckford Rd,A4,0.5,0.3106855961,248,117,14319,150,2338,442,145,55,19,87,107,854,17778,3546fa41c546bb40d89c6b37d2dada05527d58f1,"(51.388, -2.35434)",35,21,19,7,1
2012,18277,South West,Bath and North East Somerset,A4,PU,375010,165130,Saracen St,George St,0.1,0.0621371192,73,39,1961,160,395,47,8,0,0,0,0,54,2609,f4c4454a0f5ea6a123eb1067d6e2cca1a3e2290f,"(51.38467, -2.3605)",35,20,7,7,1
2012,26126,South West,Bath and North East Somerset,A4,PU,376000,166200,A36,A46,2,1.2427423845,313,250,16395,390,2518,469,77,81,69,132,125,953,20506,8d03edd74f6d8f60f49b2726392d5669658e6fea,"(51.39432, -2.34634)",36,95,490,4,1
2012,26127,South West,Bath and North East Somerset,A4,PR,370000,165500,B3116,A39,5,3.1068559612,73,374,19443,251,3221,559,92,68,17,104,80,921,24210,9c4c168ac0ca69a09808abe07400b5bf138f3fb4,"(51.38774, -2.43252)",9,28,68,22,1
2012,26417,South West,Bath and North East Somerset,A39,PR,363500,157000,A37,B3355,1,0.6213711922,12,87,4803,51,1039,217,58,19,5,16,34,349,6329,2aa3b20392da51a4f592e20c51eabbcb41ea73d7,"(51.31094, -2.52505)",3,43,136,23,1
2012,27024,South West,Bath and North East Somerset,A36,PU,375640,165000,A3062 roundabout,Sydney Place,1.1,0.6835083115,119,122,15089,356,2342,385,92,63,16,93,53,702,18612,c161b0f2c6980d9647b94ff13401e617dc0cae04,"(51.38353, -2.35143)",35,21,3,7,1
2012,27025,South West,Bath and North East Somerset,A367,PU,368000,154500,LA boundary,A362,2.6,1.6155650998,73,150,10888,210,2088,208,27,31,6,25,43,340,13677,c00caf5dd48c50cb3445999b31475d88c1b4d10f,"(51.28874, -2.46026)",26,99,507,26,1
2012,27026,South West,Bath and North East Somerset,A368,PR,360000,161000,B3114,A37,9,5.5923407301,13,56,4591,52,685,111,25,9,2,4,10,161,5546,1946584e6b7b5973fc2eb16e849caa308465a971,"(51.34667, -2.57571)",6,31,79,21,1
2012,27156,South West,Bath and North East Somerset,A4,PU,374000,165200,A3604,A367,1.1,0.6835083115,410,232,12270,600,2365,144,14,19,1,2,0,180,15647,db13f227aeddf1af30eea577631d3a645b71e2d8,"(51.38525, -2.37502)",34,115,205,9,1
2012,27638,South West,Bath and North East Somerset,A3062,PU,375000,162260,A367,The Avenue/Ralph Allen Drive,2.4,1.4912908614,173,65,9865,112,1412,77,44,0,1,0,0,121,11574,848e7e0c6cb96ac65e773a2231f6f670decde827,"(51.35886, -2.36044)",19,36,121,18,1
2012,28320,South West,Bath and North East Somerset,A36,PU,375783,165443,Bathwick St,Warminster Rd,0.5,0.3106855961,414,59,4818,134,680,85,23,6,1,6,10,130,5821,9ad3b5179a52254ffcf0f10b10e920e6e45402d7,"(51.38752, -2.34941)",36,96,499,6,1
2012,36131,South West,Bath and North East Somerset,A4,PU,374700,165000,A367,Broad St,0.6,0.3728227153,198,80,5897,48,1232,86,19,2,1,1,0,109,7366,12a3ba695d9366f4b3e3acd58f53d22ca2c5d372,"(51.38349, -2.36494)",34,55,193,9,1
2012,36389,South West,Bath and North East Somerset,A37,PR,361770,164000,A368,B3130,3.2,1.9883878152,13,141,9939,96,1862,306,99,58,6,122,218,809,12847,83ea077c7861b1b2f4417a1ac89784243e64c6f8,"(51.37376, -2.55062)",7,74,399,20,1
2012,36423,South West,Bath and North East Somerset,A39,PR,370000,165300,A368,A4,6,3.7282271534,36,90,9185,84,1571,116,64,22,3,27,29,261,11190,03860393309e73c59d5bec3c2a238bdbfd6715db,"(51.38594, -2.4325)",9,28,68,22,1
2012,37050,South West,Bath and North East Somerset,A367,PU,374800,164300,A3062,A36/A3064 roundabout,3,1.8641135767,92,200,13671,571,1927,237,64,56,4,20,22,402,16771,89846752b9758d6b27c7f7b0e26d6f185220ee34,"(51.3772, -2.36345)",33,109,,12,1
2012,38015,South West,Bath and North East Somerset,A3039,PU,375085,164955,Dorchester St,Broad St,0.9,0.559234073,566,34,2074,570,346,55,9,1,0,0,0,64,3089,fbbf564a87af117163361048f88842a14828255e,"(51.3831, -2.35941)",35,20,11,7,1
2012,38606,South West,Bath and North East Somerset,A363,PR,379280,165000,LA Boundary,Bathford Hill,3.1,1.9262506959,7,67,6810,8,1344,170,39,11,2,8,18,249,8478,e8d961599b4cc3c75481b1398dd4ff642b07168e,"(51.38367, -2.29912)",1,24,45,10,1
2012,46133,South West,Bath and North East Somerset,A4,PR,371000,165500,A39,A36,1.4,0.8699196691,107,263,17397,379,2739,330,143,93,17,45,142,771,21548,199ef4f84372a3ed5475efa23cc912e84a35b76c,"(51.3878, -2.41814)",9,28,68,22,1
2012,46389,South West,Bath and North East Somerset,A37,PR,362930,156000,A362,A39,1.4,0.8699196691,23,159,12944,142,2826,544,122,95,38,156,256,1210,17282,a472ae2d2c8306d0acbcfdba2b2d665b25165ea0,"(51.30191, -2.53312)",3,43,131,23,1
2012,46421,South West,Bath and North East Somerset,A39,PR,364000,157500,B3355,B3115,2.8,1.7398393383,29,117,7905,108,1498,237,50,19,7,12,21,346,9975,7b0a218f003df81c97789a9b2b2aa4ce13300e1a,"(51.31547, -2.51793)",3,43,136,23,1
2012,47026,South West,Bath and North East Somerset,A362,PR,365000,154900,A37,B3355,3,1.8641135767,14,88,8149,36,1520,210,39,25,7,51,45,378,10172,4eee031e0fb5fd544693c67db6f78aeb507a8f82,"(51.29215, -2.50332)",13,67,373,23,1
2012,47031,South West,Bath and North East Somerset,A367,PR,370000,156940,A362,B3115,8.7,5.4059293725,44,191,11503,218,1491,282,73,43,14,27,36,477,13880,abccbd561e1834c19314dfa00bd8b630e55cb5ec,"(51.31078, -2.43179)",15,72,377,22,1
2012,75363,South West,Bath and North East Somerset,A367,PU,374970,164380,Churchill Bridge,Ambury,0.1,0.0621371192,99,86,4932,1014,567,68,22,2,0,2,0,93,6692,ca0e33338f98cfb20eedcedafa7a5d9c4f534353,"(51.37792, -2.36102)",35,20,12,7,1
2012,47162,South West,Bath and North East Somerset,A431,PR,370000,167400,"Penn Hill Rd, Bath",LA boundary,4.6,2.8583074843,28,79,6112,51,1030,57,5,5,1,1,1,70,7342,d136bf4f4aac9c8f4362445cc7dca0dff71b58b3,"(51.40483, -2.43268)",1,25,50,10,1
2012,47897,South West,Bath and North East Somerset,A3604,PU,373580,165000,A4,A36,0.3,0.1864113577,148,84,13347,261,2688,172,78,67,5,5,7,335,16716,34fea454d1514af5d22112ce8e8f880d5f6dac88,"(51.38344, -2.38103)",32,103,538,13,1
2012,48359,South West,Bath and North East Somerset,A367,PU,375005,164350,A36/A3064 roundabout,Broad Quay,0.1,0.0621371192,274,235,12988,834,1590,116,37,9,1,1,2,167,15814,3688c4b8097305678c5709089e46bcde63e38796,"(51.37765, -2.36051)",35,20,12,7,1
2012,56111,South West,Bath and North East Somerset,A4,PR,380000,167630,A363,LA Boundary,2,1.2427423845,21,120,9257,130,1548,225,61,44,17,31,36,414,11468,e50b2f85c662ff2416a141f4cc96a5a5bd6a64e9,"(51.40734, -2.28893)",1,26,41,10,1
2012,56378,South West,Bath and North East Somerset,A36,TR,377840,160000,LA Boundary,LA Boundary,3.1,1.9262506959,8,116,9394,53,1626,294,61,21,25,91,160,652,11842,57351ba664ff48deb7bf2dfa8fbb839dfeb55d09,"(51.33865, -2.31951)",10,113,52,10,1
2012,56445,South West,Bath and North East Somerset,A4,PU,373300,165100,A431,A3604,0.3,0.1864113577,336,266,17174,721,1956,111,19,4,1,4,6,145,20262,e561dac6ed8c0fb5f4a78915a8db55fb97066d3a,"(51.38432, -2.38506)",34,54,207,9,1
2012,56503,South West,Bath and North East Somerset,A46,TR,375273,170000,A4,LA Boundary,5.1,3.1689930804,9,189,17109,49,2719,447,92,94,56,264,202,1154,21221,59b3833ad7332f7a5fd52600565433eb2480f33e,"(51.42846, -2.35706)",1,25,51,10,1
2012,56952,South West,Bath and North East Somerset,A362,PU,368000,154759,B3355,A367,2.1,1.3048795037,44,109,12401,129,2016,213,49,27,13,26,28,356,15012,8e4743e41519be068e196ce231c1919d0699f826,"(51.29106, -2.46029)",26,99,507,26,1
2012,57032,South West,Bath and North East Somerset,A368,PR,365000,161630,A37,A39,4.4,2.7340332458,19,59,4159,18,574,91,11,4,0,2,5,113,4923,ae47c267f4a96cf77171bd48867039d2106510e5,"(51.35267, -2.50399)",8,40,130,16,1
2012,57046,South West,Bath and North East Somerset,A362,PU,370000,154560,A367,Manor Rd,1.4,0.8699196691,24,53,7876,171,1764,210,63,52,7,15,40,388,10251,432dfdc080b9ba0d43f1aab4e8285135ad6ed3e2,"(51.28939, -2.43159)",12,78,416,24,1
